id,left,right
0,141,34
1,588,29
2,91,29
3,487,30
4,353,30
5,415,23
6,353,30
7,487,30
8,49,20
9,588,29
10,588,22
11,353,30
12,154,75
13,487,30
14,353,30
15,588,29
16,415,23
17,353,30
18,588,29
19,166,30
20,487,30
21,302,23
22,487,30
23,487,30
24,302,23
25,353,30
26,141,29
27,353,30
28,353,30
29,141,29
30,34,22
31,353,30
32,353,30
33,353,30
34,91,29
35,34,29
36,415,23
37,487,30
38,353,30
39,588,29
40,353,30
41,302,23
42,34,29
43,353,30
44,588,22
45,141,22
46,72,23
47,166,30
48,22,22
49,141,29
50,353,30
51,302,23
52,588,22
53,487,30
54,353,30
55,588,29
56,588,29
57,487,30
58,487,30
59,353,30
60,141,22
61,487,30
62,353,30
63,588,29
64,166,30
65,487,30
66,487,30
67,353,30
68,29,29
69,23,29
70,154,75
71,91,29
72,588,29
73,487,30
74,487,30
75,166,30
76,487,30
77,75,75
78,487,30
79,353,30
80,588,29
81,588,29
82,588,22
83,141,22
84,353,30
85,353,30
86,487,30
87,415,23
88,353,30
89,302,23
90,487,30
91,353,30
92,415,23
93,588,29
94,588,22
95,302,23
96,302,23
97,588,29
98,353,30
99,588,29
100,464,20
101,353,30
102,19,29
103,302,23
104,353,30
105,353,30
106,487,30
107,141,22
108,32,29
109,588,22
110,22,29
111,415,23
112,141,22
113,141,29
114,353,30
