attribute,value
albumin,"(-inf, 3.13>"
albumin,"(3.13, 3.135>"
albumin,"(3.135, 3.16>"
albumin,"(3.16, 3.6399999999999997>"
albumin,"(3.6399999999999997, 3.6950000000000003>"
albumin,"(3.6950000000000003, 3.86>"
albumin,"(3.86, 4.03>"
albumin,"(4.03, 4.390000000000001>"
albumin,"(4.390000000000001, inf)"
bili,"(-inf, 1.35>"
bili,"(1.35, 1.75>"
bili,"(1.75, 1.95>"
bili,"(1.95, 2.1500000000000004>"
bili,"(2.1500000000000004, 2.3499999999999996>"
bili,"(2.3499999999999996, 9.2>"
bili,"(9.2, inf)"
protime,"(-inf, 9.55>"
protime,"(9.55, 9.95>"
protime,"(9.95, 10.95>"
protime,"(10.95, inf)"
age,"(-inf, 41.0759755>"
age,"(41.0759755, 43.2402465>"
age,"(43.2402465, 45.8097195>"
age,"(45.8097195, 65.381246>"
age,"(65.381246, 66.7063655>"
age,"(66.7063655, 68.90486>"
age,"(68.90486, 73.2197125>"
age,"(73.2197125, 74.67351149999999>"
age,"(74.67351149999999, inf)"
