id,distance,n_actions
0,0.031220,2
1,0.027109,2
2,0.041007,2
3,0.049233,2
4,0.044438,2
5,0.036376,2
6,0.036331,2
7,0.003402,1
8,0.036244,2
9,0.043736,2
10,0.005378,1
11,0.011304,1
12,0.029164,2
13,0.030771,2
14,0.042462,2
15,0.004719,1
16,0.041297,2
17,0.031496,2
18,0.031814,2
19,0.031490,2
20,0.045502,2
21,0.045653,2
22,0.029302,1
23,0.034821,2
24,0.044415,2
25,0.042044,2
26,0.012621,1
27,0.049997,2
28,0.024146,2
29,0.038583,2
30,0.047578,2
31,0.038041,2
32,0.045308,2
33,0.018766,1
34,0.027819,1
35,0.030648,2
36,0.024699,2
37,0.029439,2
38,0.030433,2
39,0.027182,1
40,0.030258,2
41,0.030436,2
