id,left,right
0,6,68
1,184,24
2,1,68
3,14,68
4,20,81
5,28,68
6,173,24
7,1,68
8,1,68
9,7,68
10,40,81
11,184,24
12,173,24
13,6,68
14,12,68
15,6,68
16,0,68
17,3,68
18,36,81
19,12,22
20,20,68
21,3,68
22,173,24
23,12,68
24,20,68
25,10,68
26,7,68
27,53,68
28,12,22
29,10,24
30,0,68
31,29,23
32,0,68
33,53,68
34,25,22
35,11,68
36,25,22
37,184,24
38,42,34
39,41,68
40,32,68
41,10,68
42,12,68
43,8,41
44,6,68
45,12,68
46,12,41
47,2,68
48,68,24
49,184,24
50,68,24
51,184,24
52,40,81
53,8,41
54,68,24
55,35,81
56,53,68
57,10,68
58,184,24
59,25,81
60,47,24
61,173,24
62,173,24
63,68,24
64,173,24
65,10,68
66,22,68
67,41,68
68,8,41
69,12,23
70,20,68
71,53,68
72,42,34
73,26,24
74,184,24
75,67,21
76,184,24
77,173,24
78,22,68
79,1,68
80,68,24
81,184,24
82,173,24
83,94,34
84,14,68
85,47,24
86,10,68
87,184,24
88,3,68
89,14,68
90,4,68
91,23,68
92,23,68
93,53,68
94,1,68
95,184,24
96,173,24
97,49,24
98,173,24
99,12,22
100,184,24
101,47,24
102,42,34
