attribute,value
sysbp,"(-inf, 78.5>"
sysbp,"(78.5, 84.5>"
sysbp,"(84.5, 187.5>"
sysbp,"(187.5, 191.0>"
sysbp,"(191.0, 206.0>"
sysbp,"(206.0, 213.0>"
sysbp,"(213.0, 232.0>"
sysbp,"(232.0, inf)"
hr,"(-inf, 35.5>"
hr,"(35.5, 61.0>"
hr,"(61.0, 61.5>"
hr,"(61.5, 76.0>"
hr,"(76.0, 86.5>"
hr,"(86.5, 107.5>"
hr,"(107.5, 114.5>"
hr,"(114.5, 119.5>"
hr,"(119.5, 120.0>"
hr,"(120.0, 120.5>"
hr,"(120.5, 131.5>"
hr,"(131.5, inf)"
age,"(-inf, 60.5>"
age,"(60.5, 67.5>"
age,"(67.5, 69.5>"
age,"(69.5, 71.5>"
age,"(71.5, 73.5>"
age,"(73.5, 80.5>"
age,"(80.5, 85.5>"
age,"(85.5, 86.5>"
age,"(86.5, 94.0>"
age,"(94.0, 103.0>"
age,"(103.0, inf)"
diasbp,"(-inf, 15.5>"
diasbp,"(15.5, 49.0>"
diasbp,"(49.0, 49.5>"
diasbp,"(49.5, 86.5>"
diasbp,"(86.5, 94.5>"
diasbp,"(94.5, 105.0>"
diasbp,"(105.0, 116.0>"
diasbp,"(116.0, 118.5>"
diasbp,"(118.5, 136.0>"
diasbp,"(136.0, inf)"
bmi,"(-inf, 15.073875>"
bmi,"(15.073875, 15.19482>"
bmi,"(15.19482, 18.822625000000002>"
bmi,"(18.822625000000002, 23.298195>"
bmi,"(23.298195, 25.595425>"
bmi,"(25.595425, 26.573935>"
bmi,"(26.573935, 26.75475>"
bmi,"(26.75475, 26.9063>"
bmi,"(26.9063, 28.165770000000002>"
bmi,"(28.165770000000002, 28.31215>"
bmi,"(28.31215, 40.135525>"
bmi,"(40.135525, 40.89478>"
bmi,"(40.89478, 43.8024>"
bmi,"(43.8024, inf)"
