id,distance,n_actions
0,0.036880,2
1,0.026301,3
2,0.022663,1
3,0.035719,2
4,0.038688,2
5,0.022288,2
6,0.036275,3
7,0.026779,2
8,0.022663,1
9,0.059144,2
10,0.037890,2
11,0.011503,2
12,0.019288,3
13,0.027104,3
14,0.042342,2
15,0.009051,2
16,0.028361,2
17,0.028610,2
18,0.034307,2
19,0.022243,1
20,0.026526,2
21,0.058781,3
22,0.073554,3
23,0.010873,2
24,0.043550,2
25,0.053530,3
26,0.029525,3
27,0.022558,1
28,0.089752,3
29,0.009577,2
30,0.036429,2
31,0.035017,2
32,0.026925,3
33,0.082096,3
34,0.028834,2
35,0.013814,2
36,0.040779,2
37,0.022663,1
38,0.027744,3
39,0.023918,2
40,0.031996,2
41,0.025840,2
42,0.009472,2
43,0.022243,1
44,0.027269,2
45,0.027977,3
46,0.037558,3
47,0.049307,3
48,0.013341,2
49,0.030832,3
50,0.023252,2
51,0.033305,3
52,0.032557,3
53,0.018855,3
54,0.033887,2
55,0.038397,2
56,0.056008,2
57,0.033513,3
58,0.028242,2
59,0.039089,3
60,0.029752,3
61,0.034607,3
62,0.058714,3
63,0.038981,2
64,0.026208,2
65,0.031517,3
66,0.054317,3
67,0.046387,2
68,0.033803,2
