id,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,survival_time,survival_status
0,0.002300,0.000300,100.000000,518.670000,643.020000,1585.290000,1398.210000,14.620000,21.610000,553.900000,2388.040000,9050.170000,1.300000,47.200000,521.720000,2388.030000,8125.550000,8.405200,0.030000,392.000000,2388.000000,100.000000,38.860000,23.373500,30.000000,1.000000
1,-0.000900,0.000400,100.000000,518.670000,642.660000,1589.300000,1407.160000,14.620000,21.610000,553.140000,2388.100000,9040.200000,1.300000,47.430000,521.620000,2388.140000,8129.590000,8.428300,0.030000,392.000000,2388.000000,100.000000,39.000000,23.392300,48.000000,1.000000
2,-0.000100,0.000100,100.000000,518.670000,642.030000,1589.920000,1408.390000,14.620000,21.610000,553.400000,2388.070000,9053.650000,1.300000,47.710000,522.200000,2388.130000,8131.170000,8.433000,0.030000,392.000000,2388.000000,100.000000,38.990000,23.296000,125.000000,1.000000
3,-0.002400,0.000000,100.000000,518.670000,642.630000,1589.430000,1399.930000,14.620000,21.610000,553.100000,2388.050000,9048.520000,1.300000,47.440000,521.780000,2388.150000,8131.610000,8.419500,0.030000,393.000000,2388.000000,100.000000,38.880000,23.320400,105.000000,1.000000
4,0.002400,-0.000400,100.000000,518.670000,642.430000,1590.790000,1402.020000,14.620000,21.610000,553.500000,2388.070000,9051.540000,1.300000,47.370000,522.200000,2388.070000,8130.900000,8.442600,0.030000,394.000000,2388.000000,100.000000,39.040000,23.391600,97.000000,1.000000
5,-0.000900,-0.000100,100.000000,518.670000,642.060000,1590.150000,1408.020000,14.620000,21.610000,553.870000,2388.080000,9055.180000,1.300000,47.350000,521.230000,2388.080000,8126.750000,8.431400,0.030000,393.000000,2388.000000,100.000000,38.900000,23.314700,104.000000,1.000000
6,0.001800,0.000200,100.000000,518.670000,642.610000,1587.180000,1399.820000,14.620000,21.610000,554.580000,2387.960000,9062.500000,1.300000,47.190000,521.870000,2388.030000,8144.160000,8.414700,0.030000,391.000000,2388.000000,100.000000,39.040000,23.375600,159.000000,1.000000
7,-0.003000,0.000200,100.000000,518.670000,642.320000,1594.510000,1401.990000,14.620000,21.610000,553.840000,2388.080000,9052.060000,1.300000,47.340000,521.790000,2388.080000,8131.220000,8.429100,0.030000,392.000000,2388.000000,100.000000,38.990000,23.335200,165.000000,1.000000
8,-0.003900,0.000000,100.000000,518.670000,642.850000,1587.900000,1399.240000,14.620000,21.610000,553.910000,2388.160000,9049.360000,1.300000,47.540000,521.220000,2388.150000,8133.880000,8.425600,0.030000,394.000000,2388.000000,100.000000,38.910000,23.311000,54.000000,1.000000
9,-0.001700,0.000000,100.000000,518.670000,642.070000,1584.190000,1403.690000,14.620000,21.610000,554.530000,2388.010000,9057.350000,1.300000,47.320000,522.130000,2388.010000,8145.460000,8.403900,0.030000,391.000000,2388.000000,100.000000,38.750000,23.353000,171.000000,0.000000
10,0.002800,-0.000300,100.000000,518.670000,642.610000,1597.100000,1416.610000,14.620000,21.610000,552.870000,2388.190000,9044.530000,1.300000,47.580000,521.410000,2388.140000,8120.200000,8.440900,0.030000,394.000000,2388.000000,100.000000,38.930000,23.287200,82.000000,1.000000
11,-0.001500,-0.000100,100.000000,518.670000,642.040000,1590.440000,1399.930000,14.620000,21.610000,554.350000,2388.040000,9059.660000,1.300000,47.110000,522.160000,2387.980000,8140.240000,8.406900,0.030000,393.000000,2388.000000,100.000000,39.010000,23.377700,171.000000,0.000000
12,-0.002300,0.000400,100.000000,518.670000,642.630000,1583.430000,1400.970000,14.620000,21.610000,554.170000,2387.990000,9068.450000,1.300000,47.310000,522.430000,2387.990000,8137.440000,8.409000,0.030000,391.000000,2388.000000,100.000000,38.920000,23.361400,171.000000,0.000000
13,0.002300,0.000100,100.000000,518.670000,642.660000,1585.630000,1415.870000,14.620000,21.610000,553.490000,2388.130000,9034.750000,1.300000,47.500000,521.010000,2388.180000,8122.180000,8.447400,0.030000,394.000000,2388.000000,100.000000,38.770000,23.302300,45.000000,1.000000
14,0.001700,0.000300,100.000000,518.670000,642.190000,1585.730000,1403.050000,14.620000,21.610000,553.760000,2387.980000,9051.460000,1.300000,47.190000,521.520000,2388.070000,8135.890000,8.416600,0.030000,393.000000,2388.000000,100.000000,39.060000,23.387300,75.000000,1.000000
15,0.001100,0.000000,100.000000,518.670000,642.420000,1578.160000,1394.950000,14.620000,21.610000,554.020000,2388.040000,9050.020000,1.300000,47.220000,522.400000,2388.080000,8132.870000,8.402400,0.030000,391.000000,2388.000000,100.000000,38.930000,23.374500,112.000000,1.000000
16,0.003000,0.000400,100.000000,518.670000,642.120000,1585.150000,1402.770000,14.620000,21.610000,554.500000,2388.000000,9068.530000,1.300000,47.370000,522.670000,2388.070000,8152.770000,8.388200,0.030000,391.000000,2388.000000,100.000000,38.840000,23.373800,164.000000,1.000000
17,0.000700,-0.000400,100.000000,518.670000,642.230000,1586.900000,1395.190000,14.620000,21.610000,554.570000,2388.000000,9074.230000,1.300000,47.130000,521.900000,2388.040000,8149.130000,8.413400,0.030000,393.000000,2388.000000,100.000000,39.040000,23.344800,132.000000,1.000000
18,-0.001100,0.000000,100.000000,518.670000,642.070000,1590.110000,1394.380000,14.620000,21.610000,554.730000,2388.030000,9048.550000,1.300000,47.300000,522.740000,2388.030000,8142.620000,8.435800,0.030000,390.000000,2388.000000,100.000000,39.180000,23.344400,147.000000,1.000000
19,0.000600,0.000200,100.000000,518.670000,642.800000,1587.090000,1410.910000,14.620000,21.610000,554.320000,2388.130000,9052.340000,1.300000,47.370000,521.660000,2388.110000,8137.360000,8.425200,0.030000,394.000000,2388.000000,100.000000,38.940000,23.247000,38.000000,1.000000
20,0.002600,-0.000400,100.000000,518.670000,642.270000,1570.120000,1395.330000,14.620000,21.610000,554.390000,2388.040000,9049.000000,1.300000,47.220000,522.750000,2388.080000,8130.180000,8.374600,0.030000,390.000000,2388.000000,100.000000,39.070000,23.424100,129.000000,1.000000
21,0.002700,0.000400,100.000000,518.670000,642.270000,1579.490000,1392.250000,14.620000,21.610000,554.800000,2388.010000,9062.420000,1.300000,47.240000,522.650000,2388.000000,8142.680000,8.394300,0.030000,391.000000,2388.000000,100.000000,39.010000,23.453400,171.000000,0.000000
22,0.002200,-0.000100,100.000000,518.670000,642.280000,1589.090000,1396.650000,14.620000,21.610000,553.680000,2388.080000,9050.990000,1.300000,47.540000,522.140000,2388.040000,8135.760000,8.407500,0.030000,394.000000,2388.000000,100.000000,39.060000,23.345000,47.000000,1.000000
23,-0.002700,0.000600,100.000000,518.670000,642.000000,1582.880000,1399.920000,14.620000,21.610000,554.540000,2388.020000,9060.880000,1.300000,47.380000,522.550000,2387.980000,8147.170000,8.346800,0.030000,392.000000,2388.000000,100.000000,38.820000,23.387600,75.000000,1.000000
24,-0.002300,0.000200,100.000000,518.670000,641.880000,1585.880000,1394.820000,14.620000,21.610000,554.730000,2388.010000,9048.040000,1.300000,47.160000,522.060000,2387.980000,8136.370000,8.371300,0.030000,391.000000,2388.000000,100.000000,39.020000,23.331900,139.000000,1.000000
25,0.001100,0.000100,100.000000,518.670000,642.440000,1589.740000,1408.960000,14.620000,21.610000,552.960000,2388.080000,9047.570000,1.300000,47.490000,522.040000,2388.050000,8128.580000,8.440600,0.030000,393.000000,2388.000000,100.000000,38.960000,23.351900,157.000000,1.000000
26,0.003500,-0.000300,100.000000,518.670000,642.350000,1588.330000,1401.910000,14.620000,21.610000,553.600000,2388.100000,9042.830000,1.300000,47.440000,521.290000,2388.130000,8125.680000,8.429900,0.030000,393.000000,2388.000000,100.000000,38.770000,23.173500,142.000000,1.000000
27,-0.001900,-0.000400,100.000000,518.670000,642.750000,1582.030000,1392.430000,14.620000,21.610000,554.800000,2388.000000,9062.130000,1.300000,47.310000,522.360000,2388.000000,8150.890000,8.402800,0.030000,394.000000,2388.000000,100.000000,38.830000,23.404800,171.000000,0.000000
28,-0.000600,0.000400,100.000000,518.670000,642.560000,1580.940000,1400.100000,14.620000,21.610000,554.130000,2387.970000,9073.460000,1.300000,47.120000,522.470000,2387.980000,8149.270000,8.372700,0.030000,391.000000,2388.000000,100.000000,38.900000,23.346300,144.000000,1.000000
29,0.000900,-0.000200,100.000000,518.670000,642.660000,1574.940000,1402.560000,14.620000,21.610000,554.680000,2388.020000,9071.430000,1.300000,47.210000,522.540000,2388.030000,8149.930000,8.386400,0.030000,391.000000,2388.000000,100.000000,39.180000,23.469100,171.000000,0.000000
30,0.002800,0.000200,100.000000,518.670000,642.670000,1592.980000,1413.640000,14.620000,21.610000,553.620000,2388.090000,9052.470000,1.300000,47.480000,521.970000,2388.080000,8130.240000,8.436900,0.030000,391.000000,2388.000000,100.000000,38.840000,23.336800,171.000000,0.000000
31,0.005500,-0.000200,100.000000,518.670000,642.730000,1591.640000,1412.960000,14.620000,21.610000,553.300000,2388.140000,9060.360000,1.300000,47.910000,521.440000,2388.060000,8140.460000,8.451000,0.030000,394.000000,2388.000000,100.000000,38.760000,23.279500,125.000000,1.000000
32,-0.000400,-0.000200,100.000000,518.670000,642.060000,1591.300000,1396.140000,14.620000,21.610000,554.020000,2388.010000,9051.310000,1.300000,47.060000,522.140000,2388.020000,8137.780000,8.405100,0.030000,391.000000,2388.000000,100.000000,39.230000,23.369000,120.000000,1.000000
33,-0.002500,0.000000,100.000000,518.670000,643.030000,1586.310000,1411.050000,14.620000,21.610000,553.590000,2388.150000,9055.910000,1.300000,47.630000,521.350000,2388.120000,8128.700000,8.427100,0.030000,392.000000,2388.000000,100.000000,38.810000,23.279100,124.000000,1.000000
34,-0.000500,0.000100,100.000000,518.670000,642.150000,1575.630000,1406.590000,14.620000,21.610000,554.150000,2388.020000,9056.980000,1.300000,47.110000,522.210000,2388.030000,8140.460000,8.378500,0.030000,391.000000,2388.000000,100.000000,39.010000,23.372400,36.000000,1.000000
35,0.002100,0.000300,100.000000,518.670000,642.830000,1590.310000,1408.600000,14.620000,21.610000,553.940000,2388.110000,9051.500000,1.300000,47.530000,521.750000,2388.120000,8136.060000,8.484900,0.030000,393.000000,2388.000000,100.000000,38.700000,23.379500,132.000000,1.000000
36,0.001300,-0.000200,100.000000,518.670000,641.790000,1586.070000,1396.420000,14.620000,21.610000,554.390000,2388.030000,9053.250000,1.300000,47.040000,522.240000,2387.980000,8136.000000,8.378800,0.030000,391.000000,2388.000000,100.000000,38.990000,23.199400,122.000000,1.000000
37,-0.002400,-0.000300,100.000000,518.670000,642.060000,1586.330000,1401.030000,14.620000,21.610000,554.610000,2388.060000,9055.080000,1.300000,47.110000,522.430000,2388.010000,8131.300000,8.430300,0.030000,391.000000,2388.000000,100.000000,39.090000,23.438400,155.000000,1.000000
38,0.002300,-0.000400,100.000000,518.670000,642.020000,1588.760000,1402.160000,14.620000,21.610000,553.930000,2388.060000,9047.720000,1.300000,47.230000,522.300000,2388.030000,8131.770000,8.440000,0.030000,393.000000,2388.000000,100.000000,38.770000,23.359000,171.000000,1.000000
39,0.000500,-0.000200,100.000000,518.670000,642.210000,1585.260000,1400.300000,14.620000,21.610000,553.640000,2388.070000,9054.900000,1.300000,47.300000,521.990000,2388.120000,8134.060000,8.406000,0.030000,393.000000,2388.000000,100.000000,38.980000,23.303900,53.000000,1.000000
40,-0.001900,0.000100,100.000000,518.670000,642.680000,1589.120000,1407.680000,14.620000,21.610000,552.830000,2388.080000,9061.470000,1.300000,47.470000,521.670000,2388.070000,8146.440000,8.427900,0.030000,392.000000,2388.000000,100.000000,38.920000,23.160600,151.000000,1.000000
41,0.001300,-0.000300,100.000000,518.670000,642.380000,1582.810000,1397.150000,14.620000,21.610000,553.930000,2388.100000,9065.720000,1.300000,47.380000,522.130000,2388.060000,8140.870000,8.382700,0.030000,393.000000,2388.000000,100.000000,38.930000,23.351600,145.000000,1.000000
42,-0.002300,0.000200,100.000000,518.670000,642.640000,1584.290000,1404.300000,14.620000,21.610000,553.730000,2388.080000,9056.860000,1.300000,47.450000,522.540000,2388.070000,8134.350000,8.423800,0.030000,394.000000,2388.000000,100.000000,38.960000,23.347200,77.000000,1.000000
43,0.004300,-0.000100,100.000000,518.670000,642.470000,1578.980000,1397.590000,14.620000,21.610000,553.830000,2388.020000,9061.180000,1.300000,47.370000,522.040000,2388.070000,8143.030000,8.418700,0.030000,392.000000,2388.000000,100.000000,38.980000,23.416200,73.000000,1.000000
44,0.001200,0.000200,100.000000,518.670000,642.180000,1588.800000,1402.010000,14.620000,21.610000,554.600000,2388.070000,9047.930000,1.300000,47.270000,522.050000,2388.090000,8128.580000,8.391800,0.030000,393.000000,2388.000000,100.000000,38.890000,23.368400,143.000000,1.000000
45,-0.001500,0.000300,100.000000,518.670000,641.920000,1584.700000,1385.640000,14.620000,21.610000,555.280000,2387.930000,9057.420000,1.300000,46.970000,522.640000,2388.000000,8138.910000,8.366500,0.030000,390.000000,2388.000000,100.000000,39.040000,23.444400,171.000000,0.000000
