attribute,value
cd4,"(-inf, 0.5>"
cd4,"(0.5, 1.25>"
cd4,"(1.25, 2.0>"
cd4,"(2.0, 2.25>"
cd4,"(2.25, 9.75>"
cd4,"(9.75, 11.75>"
cd4,"(11.75, 18.75>"
cd4,"(18.75, 24.0>"
cd4,"(24.0, 39.5>"
cd4,"(39.5, 41.25>"
cd4,"(41.25, 53.75>"
cd4,"(53.75, 57.25>"
cd4,"(57.25, 64.5>"
cd4,"(64.5, 64.75>"
cd4,"(64.75, 71.25>"
cd4,"(71.25, 78.25>"
cd4,"(78.25, 85.75>"
cd4,"(85.75, 86.25>"
cd4,"(86.25, 370.0>"
cd4,"(370.0, inf)"
age,"(-inf, 23.5>"
age,"(23.5, 25.5>"
age,"(25.5, 30.5>"
age,"(30.5, 31.0>"
age,"(31.0, 32.0>"
age,"(32.0, 32.5>"
age,"(32.5, 40.5>"
age,"(40.5, 48.0>"
age,"(48.0, 53.0>"
age,"(53.0, 55.5>"
age,"(55.5, 56.5>"
age,"(56.5, 57.5>"
age,"(57.5, 64.0>"
age,"(64.0, 65.0>"
age,"(65.0, 66.5>"
age,"(66.5, 68.0>"
age,"(68.0, inf)"
ivdrug,"(-inf, 2.5>"
ivdrug,"(2.5, inf)"
priorzdv,"(-inf, 4.5>"
priorzdv,"(4.5, 5.5>"
priorzdv,"(5.5, 6.0>"
priorzdv,"(6.0, 8.5>"
priorzdv,"(8.5, 11.5>"
priorzdv,"(11.5, 22.5>"
priorzdv,"(22.5, 31.5>"
priorzdv,"(31.5, 78.5>"
priorzdv,"(78.5, 89.0>"
priorzdv,"(89.0, 92.0>"
priorzdv,"(92.0, 94.0>"
priorzdv,"(94.0, 98.5>"
priorzdv,"(98.5, 99.0>"
priorzdv,"(99.0, 104.0>"
priorzdv,"(104.0, 105.0>"
priorzdv,"(105.0, 106.5>"
priorzdv,"(106.5, 122.5>"
priorzdv,"(122.5, 200.5>"
priorzdv,"(200.5, inf)"
strat2,"(-inf, 0.5>"
strat2,"(0.5, inf)"
karnof,"(-inf, 85.0>"
karnof,"(85.0, 95.0>"
karnof,"(95.0, inf)"
txgrp,"(-inf, 1.5>"
txgrp,"(1.5, 2.5>"
txgrp,"(2.5, inf)"
hemophil,"(-inf, 0.5>"
hemophil,"(0.5, inf)"
