id,distance,n_actions
0,0.000696,1
1,0.020376,1
2,0.023511,1
3,0.018809,1
4,0.023511,1
5,0.021104,1
6,0.036797,2
7,0.003236,1
8,0.090909,1
9,0.009404,1
10,0.090909,1
11,0.023511,1
12,0.040772,2
13,0.007649,1
14,0.032042,2
15,0.023511,1
16,0.031320,2
17,0.071390,2
18,0.034483,1
19,0.017241,1
20,0.023511,1
21,0.010972,1
22,0.065902,2
23,0.042864,2
24,0.040752,1
25,0.066984,2
26,0.062484,2
27,0.035599,2
28,0.035546,2
29,0.090909,1
30,0.022495,1
31,0.047658,1
32,0.007837,1
33,0.020376,1
34,0.075371,2
35,0.054935,2
36,0.010972,1
37,0.061379,2
38,0.008581,1
39,0.037840,2
40,0.005102,1
41,0.032915,1
42,0.181818,2
43,0.035950,2
44,0.001567,1
45,0.017241,1
46,0.068934,2
47,0.090909,1
48,0.014107,1
49,0.063582,2
50,0.026646,1
51,0.090909,1
52,0.001567,1
53,0.082083,2
54,0.056509,2
55,0.021628,2
56,0.020376,1
57,0.003135,1
58,0.052616,2
59,0.032970,2
60,0.078734,2
61,0.020376,1
62,0.042752,2
63,0.001567,1
64,0.080024,2
65,0.023511,1
66,0.021944,1
67,0.027901,2
68,0.030883,2
69,0.077883,2
70,0.082058,2
71,0.025078,1
72,0.058621,2
73,0.006270,1
74,0.021944,1
75,0.031888,1
76,0.090909,1
77,0.017241,1
78,0.008826,1
79,0.017241,1
80,0.030307,2
81,0.035057,2
82,0.113134,2
83,0.032184,2
84,0.028177,1
85,0.009404,1
86,0.045586,2
87,0.009160,1
88,0.090909,1
89,0.015306,1
90,0.090909,1
91,0.090909,1
92,0.022787,2
93,0.029289,2
94,0.010204,1
95,0.038072,2
96,0.021944,1
97,0.020376,1
98,0.015770,1
99,0.026646,1
100,0.034483,1
101,0.023511,1
102,0.035637,2
103,0.062809,2
104,0.083217,2
105,0.033351,2
106,0.086000,2
107,0.029781,1
108,0.030056,2
109,0.023511,1
110,0.060954,2
111,0.023427,2
112,0.007837,1
113,0.003247,1
114,0.090909,1
