time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.982222, 0.918919, 1.000000, 0.958333, 1.000000, 0.971154, 0.994186, 0.964029, 0.989474, 0.969325, 0.994681, 0.974874, 0.989583, 0.994872, 0.950000, 0.984615, 1.000000, 
2.0, 0.964444, 0.891892, 1.000000, 0.944444, 1.000000, 0.932692, 0.988372, 0.920863, 0.984211, 0.932515, 0.989362, 0.939698, 0.984375, 0.989744, 0.900000, 0.969231, 0.988889, 
3.0, 0.957778, 0.810811, 1.000000, 0.902778, 1.000000, 0.903846, 0.988372, 0.899281, 0.984211, 0.914110, 0.989362, 0.924623, 0.984375, 0.989744, 0.850000, 0.953846, 0.988889, 
4.0, 0.955556, 0.810811, 1.000000, 0.902778, 1.000000, 0.903846, 0.988372, 0.899281, 0.984211, 0.914110, 0.989362, 0.919598, 0.984375, 0.989744, 0.850000, 0.953846, 0.988889, 
5.0, 0.951111, 0.810811, 1.000000, 0.888889, 1.000000, 0.884615, 0.988372, 0.884892, 0.984211, 0.901840, 0.989362, 0.909548, 0.984375, 0.989744, 0.850000, 0.948718, 0.988889, 
6.0, 0.940000, 0.729730, 1.000000, 0.847222, 1.000000, 0.846154, 0.988372, 0.856115, 0.984211, 0.877301, 0.989362, 0.889447, 0.984375, 0.989744, 0.825000, 0.928205, 0.988889, 
7.0, 0.931111, 0.675676, 1.000000, 0.833333, 1.000000, 0.826923, 0.988372, 0.841727, 0.984211, 0.858896, 0.989362, 0.874372, 0.984375, 0.989744, 0.800000, 0.917949, 0.988889, 
10.0, 0.926667, 0.675676, 1.000000, 0.819444, 1.000000, 0.817308, 0.988372, 0.827338, 0.984211, 0.846626, 0.989362, 0.864322, 0.984375, 0.989744, 0.800000, 0.912821, 0.988889, 
11.0, 0.917778, 0.621622, 1.000000, 0.777778, 1.000000, 0.788462, 0.988372, 0.805755, 0.984211, 0.828221, 0.989362, 0.849246, 0.984375, 0.989744, 0.750000, 0.902564, 0.988889, 
14.0, 0.913333, 0.594595, 1.000000, 0.763889, 1.000000, 0.769231, 0.988372, 0.791367, 0.984211, 0.815951, 0.989362, 0.839196, 0.984375, 0.989744, 0.700000, 0.897436, 0.988889, 
16.0, 0.911111, 0.567568, 1.000000, 0.750000, 1.000000, 0.759615, 0.988372, 0.784173, 0.984211, 0.809816, 0.989362, 0.834171, 0.984375, 0.989744, 0.675000, 0.892308, 0.988889, 
17.0, 0.906667, 0.567568, 0.993464, 0.736111, 0.993548, 0.750000, 0.982558, 0.776978, 0.978947, 0.803681, 0.984043, 0.829146, 0.979167, 0.984615, 0.675000, 0.892308, 0.988889, 
18.0, 0.900000, 0.567568, 0.986928, 0.736111, 0.987097, 0.750000, 0.976744, 0.776978, 0.973684, 0.797546, 0.978723, 0.824121, 0.973958, 0.979487, 0.675000, 0.887179, 0.977778, 
19.0, 0.893333, 0.486486, 0.986928, 0.694444, 0.987097, 0.721154, 0.976744, 0.755396, 0.973684, 0.779141, 0.978723, 0.809045, 0.973958, 0.979487, 0.625000, 0.876923, 0.977778, 
20.0, 0.891111, 0.486486, 0.986928, 0.680556, 0.987097, 0.711538, 0.976744, 0.748201, 0.973684, 0.773006, 0.978723, 0.804020, 0.973958, 0.979487, 0.600000, 0.871795, 0.977778, 
22.0, 0.886667, 0.486486, 0.986928, 0.666667, 0.987097, 0.701923, 0.976744, 0.741007, 0.973684, 0.766871, 0.978723, 0.798995, 0.973958, 0.979487, 0.575000, 0.861538, 0.977778, 
26.0, 0.884444, 0.486486, 0.986928, 0.652778, 0.987097, 0.692308, 0.976744, 0.733813, 0.973684, 0.760736, 0.978723, 0.793970, 0.973958, 0.979487, 0.575000, 0.856410, 0.977778, 
31.0, 0.882222, 0.486486, 0.986928, 0.652778, 0.987097, 0.692308, 0.976744, 0.726619, 0.973684, 0.760736, 0.978723, 0.788945, 0.973958, 0.979487, 0.550000, 0.851282, 0.977778, 
32.0, 0.877778, 0.486486, 0.986928, 0.652778, 0.987097, 0.692308, 0.976744, 0.726619, 0.968421, 0.760736, 0.973404, 0.788945, 0.963542, 0.974359, 0.550000, 0.841026, 0.977778, 
33.0, 0.871111, 0.459459, 0.986928, 0.625000, 0.987097, 0.673077, 0.976744, 0.705036, 0.968421, 0.742331, 0.973404, 0.773869, 0.963542, 0.974359, 0.500000, 0.830769, 0.977778, 
34.0, 0.868889, 0.432432, 0.986928, 0.611111, 0.987097, 0.663462, 0.976744, 0.697842, 0.968421, 0.736196, 0.973404, 0.768844, 0.963542, 0.974359, 0.500000, 0.825641, 0.977778, 
37.0, 0.866667, 0.432432, 0.986928, 0.611111, 0.987097, 0.663462, 0.976744, 0.697842, 0.968421, 0.736196, 0.973404, 0.763819, 0.963542, 0.974359, 0.500000, 0.825641, 0.977778, 
46.0, 0.864444, 0.432432, 0.986928, 0.611111, 0.987097, 0.663462, 0.976744, 0.697842, 0.968421, 0.736196, 0.973404, 0.763819, 0.963542, 0.969231, 0.500000, 0.825641, 0.977778, 
49.0, 0.862222, 0.405405, 0.986928, 0.597222, 0.987097, 0.653846, 0.976744, 0.690647, 0.968421, 0.730061, 0.973404, 0.758794, 0.963542, 0.969231, 0.500000, 0.820513, 0.977778, 
52.0, 0.860000, 0.405405, 0.986928, 0.597222, 0.987097, 0.644231, 0.976744, 0.683453, 0.968421, 0.723926, 0.973404, 0.753769, 0.963542, 0.969231, 0.500000, 0.815385, 0.977778, 
53.0, 0.857778, 0.405405, 0.986928, 0.597222, 0.987097, 0.644231, 0.970930, 0.683453, 0.963158, 0.723926, 0.968085, 0.753769, 0.958333, 0.964103, 0.500000, 0.810256, 0.977778, 
55.0, 0.855556, 0.405405, 0.986928, 0.597222, 0.987097, 0.644231, 0.970930, 0.683453, 0.963158, 0.723926, 0.968085, 0.753769, 0.958333, 0.964103, 0.500000, 0.805128, 0.977778, 
57.0, 0.851111, 0.405405, 0.986928, 0.583333, 0.987097, 0.625000, 0.970930, 0.669065, 0.963158, 0.711656, 0.968085, 0.743719, 0.958333, 0.964103, 0.500000, 0.794872, 0.977778, 
60.0, 0.848889, 0.405405, 0.986928, 0.569444, 0.987097, 0.615385, 0.970930, 0.661871, 0.963158, 0.705521, 0.968085, 0.738693, 0.958333, 0.964103, 0.500000, 0.789744, 0.977778, 
61.0, 0.846667, 0.405405, 0.986928, 0.569444, 0.987097, 0.615385, 0.970930, 0.661871, 0.963158, 0.705521, 0.968085, 0.738693, 0.958333, 0.964103, 0.500000, 0.789744, 0.977778, 
62.0, 0.844444, 0.405405, 0.986928, 0.569444, 0.987097, 0.615385, 0.970930, 0.661871, 0.963158, 0.699387, 0.968085, 0.733668, 0.958333, 0.964103, 0.500000, 0.784615, 0.977778, 
64.0, 0.840000, 0.378378, 0.980392, 0.555556, 0.980645, 0.605769, 0.965116, 0.654676, 0.957895, 0.693252, 0.962766, 0.728643, 0.953125, 0.958974, 0.475000, 0.779487, 0.977778, 
69.0, 0.835556, 0.378378, 0.980392, 0.555556, 0.980645, 0.605769, 0.965116, 0.654676, 0.957895, 0.693252, 0.962766, 0.723618, 0.953125, 0.958974, 0.475000, 0.774359, 0.977778, 
76.0, 0.833333, 0.378378, 0.980392, 0.555556, 0.980645, 0.605769, 0.965116, 0.654676, 0.957895, 0.693252, 0.962766, 0.723618, 0.953125, 0.958974, 0.475000, 0.769231, 0.977778, 
81.0, 0.831111, 0.378378, 0.980392, 0.541667, 0.980645, 0.596154, 0.965116, 0.647482, 0.957895, 0.687117, 0.962766, 0.718593, 0.953125, 0.958974, 0.475000, 0.764103, 0.977778, 
83.0, 0.828889, 0.378378, 0.980392, 0.527778, 0.980645, 0.586538, 0.965116, 0.640288, 0.957895, 0.680982, 0.962766, 0.713568, 0.953125, 0.958974, 0.475000, 0.758974, 0.977778, 
88.0, 0.826667, 0.378378, 0.980392, 0.527778, 0.980645, 0.586538, 0.965116, 0.640288, 0.957895, 0.674847, 0.962766, 0.708543, 0.953125, 0.958974, 0.475000, 0.753846, 0.977778, 
