time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.996132, 1.000000, 1.000000, 1.000000, 1.000000, 0.990566, 1.000000, 0.985612, 1.000000, 0.988095, 1.000000, 0.993548, 1.000000, 0.991525, 1.000000, 1.000000, 0.939394, 
6.0, 0.992263, 1.000000, 1.000000, 1.000000, 1.000000, 0.990566, 1.000000, 0.985612, 1.000000, 0.988095, 1.000000, 0.993548, 1.000000, 0.983051, 1.000000, 1.000000, 0.878788, 
7.0, 0.984526, 0.945946, 1.000000, 0.972603, 1.000000, 0.962264, 1.000000, 0.956835, 1.000000, 0.964286, 1.000000, 0.974194, 1.000000, 0.966102, 1.000000, 1.000000, 0.787879, 
8.0, 0.982592, 0.945946, 1.000000, 0.972603, 1.000000, 0.962264, 1.000000, 0.949640, 1.000000, 0.958333, 1.000000, 0.974194, 1.000000, 0.961864, 1.000000, 1.000000, 0.757576, 
9.0, 0.980658, 0.945946, 1.000000, 0.972603, 1.000000, 0.952830, 1.000000, 0.942446, 1.000000, 0.952381, 1.000000, 0.967742, 1.000000, 0.957627, 1.000000, 1.000000, 0.727273, 
10.0, 0.974855, 0.891892, 1.000000, 0.945205, 1.000000, 0.933962, 1.000000, 0.928058, 1.000000, 0.934524, 1.000000, 0.954839, 1.000000, 0.944915, 1.000000, 1.000000, 0.636364, 
11.0, 0.970986, 0.864865, 1.000000, 0.931507, 1.000000, 0.924528, 1.000000, 0.920863, 1.000000, 0.928571, 1.000000, 0.941935, 1.000000, 0.936441, 1.000000, 1.000000, 0.606061, 
12.0, 0.967118, 0.864865, 1.000000, 0.931507, 1.000000, 0.905660, 1.000000, 0.906475, 1.000000, 0.916667, 1.000000, 0.929032, 1.000000, 0.927966, 1.000000, 1.000000, 0.545455, 
14.0, 0.959381, 0.783784, 1.000000, 0.890411, 1.000000, 0.877358, 1.000000, 0.884892, 1.000000, 0.898810, 1.000000, 0.903226, 1.000000, 0.911017, 1.000000, 1.000000, 0.515152, 
15.0, 0.955513, 0.783784, 1.000000, 0.890411, 1.000000, 0.877358, 1.000000, 0.884892, 1.000000, 0.892857, 1.000000, 0.896774, 1.000000, 0.902542, 1.000000, 1.000000, 0.484848, 
18.0, 0.953578, 0.756757, 1.000000, 0.876712, 1.000000, 0.867925, 1.000000, 0.877698, 1.000000, 0.886905, 1.000000, 0.890323, 1.000000, 0.898305, 1.000000, 1.000000, 0.484848, 
19.0, 0.949710, 0.729730, 1.000000, 0.849315, 1.000000, 0.849057, 1.000000, 0.870504, 1.000000, 0.875000, 1.000000, 0.883871, 1.000000, 0.894068, 1.000000, 1.000000, 0.454545, 
20.0, 0.947776, 0.729730, 1.000000, 0.849315, 1.000000, 0.839623, 1.000000, 0.863309, 1.000000, 0.869048, 1.000000, 0.877419, 1.000000, 0.889831, 1.000000, 1.000000, 0.454545, 
21.0, 0.943907, 0.675676, 1.000000, 0.821918, 1.000000, 0.820755, 1.000000, 0.848921, 1.000000, 0.857143, 1.000000, 0.864516, 1.000000, 0.881356, 1.000000, 1.000000, 0.454545, 
22.0, 0.940039, 0.648649, 1.000000, 0.808219, 1.000000, 0.811321, 1.000000, 0.834532, 1.000000, 0.851190, 1.000000, 0.858065, 1.000000, 0.872881, 1.000000, 1.000000, 0.393939, 
23.0, 0.930368, 0.567568, 1.000000, 0.767123, 1.000000, 0.783019, 1.000000, 0.812950, 1.000000, 0.827381, 1.000000, 0.832258, 1.000000, 0.851695, 1.000000, 1.000000, 0.393939, 
24.0, 0.926499, 0.540541, 1.000000, 0.753425, 1.000000, 0.773585, 1.000000, 0.805755, 1.000000, 0.821429, 1.000000, 0.825806, 1.000000, 0.843220, 1.000000, 1.000000, 0.393939, 
