id,left,right
0,17,22
1,8,22
2,161,23
3,22,30
4,126,22
5,27,22
6,4,22
7,4,22
8,44,22
9,43,22
10,32,22
11,3,22
12,44,22
13,2,22
14,7,22
15,181,26
16,0,22
17,9,22
18,4,23
19,14,22
20,3,22
21,18,22
22,115,22
23,4,23
24,65,32
25,6,22
26,29,22
27,29,22
28,133,23
29,133,23
30,115,22
31,67,65
32,126,22
33,6,22
34,32,22
35,6,22
36,97,22
37,5,22
38,7,22
39,43,22
40,18,22
41,44,30
42,23,30
43,77,26
44,77,26
45,0,22
46,1,22
47,115,22
48,97,22
49,26,22
50,133,23
51,51,23
52,31,23
53,8,22
54,29,22
55,133,23
56,44,30
57,13,22
