attribute,value
SHO,"(-inf, 0.5>"
SHO,"(0.5, inf)"
CPK,"(-inf, 25.0>"
CPK,"(25.0, 33.0>"
CPK,"(33.0, 37.5>"
CPK,"(37.5, 38.0>"
CPK,"(38.0, 47.0>"
CPK,"(47.0, 152.0>"
CPK,"(152.0, 176.0>"
CPK,"(176.0, 195.5>"
CPK,"(195.5, 3017.5>"
CPK,"(3017.5, 3437.0>"
CPK,"(3437.0, 4046.5>"
CPK,"(4046.5, 4115.5>"
CPK,"(4115.5, 4257.0>"
CPK,"(4257.0, 4770.5>"
CPK,"(4770.5, 5120.0>"
CPK,"(5120.0, 6252.5>"
CPK,"(6252.5, 7700.0>"
CPK,"(7700.0, inf)"
AGE,"(-inf, 30.5>"
AGE,"(30.5, 39.0>"
AGE,"(39.0, 58.5>"
AGE,"(58.5, 66.5>"
AGE,"(66.5, 67.5>"
AGE,"(67.5, 69.5>"
AGE,"(69.5, 70.5>"
AGE,"(70.5, 74.5>"
AGE,"(74.5, 75.5>"
AGE,"(75.5, 78.5>"
AGE,"(78.5, 90.5>"
AGE,"(90.5, 91.5>"
AGE,"(91.5, 94.0>"
AGE,"(94.0, 94.5>"
AGE,"(94.5, inf)"
CHF,"(-inf, 0.5>"
CHF,"(0.5, inf)"
