attribute,value
dysp1,"(-inf, 1.5>"
dysp1,"(1.5, inf)"
sex,{Male}
sex,{Female}
agepill,"(-inf, 41.5>"
agepill,"(41.5, 42.5>"
agepill,"(42.5, 43.5>"
agepill,"(43.5, 48.5>"
agepill,"(48.5, 49.5>"
agepill,"(49.5, 56.5>"
agepill,"(56.5, 60.5>"
agepill,"(60.5, 61.5>"
agepill,"(61.5, 68.5>"
agepill,"(68.5, inf)"
stdagepill,"(-inf, -2.2727269999999997>"
stdagepill,"(-2.2727269999999997, -1.909091>"
stdagepill,"(-1.909091, -1.7272729999999998>"
stdagepill,"(-1.7272729999999998, -1.363636>"
stdagepill,"(-1.363636, 0.090909>"
stdagepill,"(0.090909, 1.1818179999999998>"
stdagepill,"(1.1818179999999998, 1.7272729999999998>"
stdagepill,"(1.7272729999999998, 1.909091>"
stdagepill,"(1.909091, 2.090909>"
stdagepill,"(2.090909, inf)"
moddysp,{Worst isn't moderate}
mildysp,{Worst isn't mild}
smoke,{Ever}
sevdysp,{Worst isn't severe}
