attribute,value
SensorMeasure14,"(-inf, 8141.674999999999>"
SensorMeasure14,"(8141.674999999999, 8142.925>"
SensorMeasure14,"(8142.925, inf)"
SensorMeasure3,"(-inf, 1577.92>"
SensorMeasure3,"(1577.92, 1583.9>"
SensorMeasure3,"(1583.9, inf)"
SensorMeasure12,"(-inf, 518.935>"
SensorMeasure12,"(518.935, inf)"
SensorMeasure8,"(-inf, 2388.06>"
SensorMeasure8,"(2388.06, inf)"
SensorMeasure6,"(-inf, 21.605>"
SensorMeasure6,"(21.605, inf)"
SensorMeasure11,"(-inf, 47.245000000000005>"
SensorMeasure11,"(47.245000000000005, inf)"
SensorMeasure20,"(-inf, 38.735>"
SensorMeasure20,"(38.735, 38.955>"
SensorMeasure20,"(38.955, 39.25>"
SensorMeasure20,"(39.25, inf)"
