time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
0.5, 0.990783, 1.000000, 0.942857, 0.968750, 1.000000, 0.968254, 1.000000, 0.978495, 1.000000, 
31.0, 0.981567, 1.000000, 0.914286, 0.906250, 1.000000, 0.936508, 1.000000, 0.956989, 1.000000, 
32.0, 0.976959, 1.000000, 0.914286, 0.906250, 1.000000, 0.936508, 1.000000, 0.956989, 1.000000, 
61.0, 0.967742, 1.000000, 0.857143, 0.843750, 1.000000, 0.904762, 1.000000, 0.935484, 1.000000, 
152.0, 0.963134, 1.000000, 0.857143, 0.843750, 1.000000, 0.904762, 1.000000, 0.935484, 1.000000, 
174.0, 0.958525, 1.000000, 0.857143, 0.843750, 1.000000, 0.904762, 1.000000, 0.935484, 1.000000, 
273.0, 0.953917, 1.000000, 0.857143, 0.843750, 1.000000, 0.888889, 1.000000, 0.924731, 1.000000, 
277.0, 0.949309, 1.000000, 0.828571, 0.812500, 1.000000, 0.873016, 1.000000, 0.913978, 1.000000, 
362.0, 0.944700, 0.987342, 0.828571, 0.812500, 1.000000, 0.873016, 1.000000, 0.913978, 1.000000, 
365.0, 0.940092, 0.987342, 0.800000, 0.781250, 1.000000, 0.857143, 1.000000, 0.903226, 1.000000, 
499.0, 0.935484, 0.987342, 0.800000, 0.781250, 1.000000, 0.841270, 1.000000, 0.892473, 1.000000, 
517.0, 0.930876, 0.987342, 0.800000, 0.781250, 1.000000, 0.841270, 1.000000, 0.881720, 1.000000, 
518.0, 0.921659, 0.987342, 0.771429, 0.781250, 1.000000, 0.809524, 1.000000, 0.860215, 1.000000, 
547.0, 0.912442, 0.987342, 0.714286, 0.718750, 1.000000, 0.777778, 1.000000, 0.838710, 1.000000, 
566.0, 0.907834, 0.987342, 0.685714, 0.687500, 1.000000, 0.761905, 1.000000, 0.827957, 1.000000, 
638.0, 0.903226, 0.987342, 0.685714, 0.656250, 1.000000, 0.746032, 1.000000, 0.817204, 1.000000, 
760.0, 0.898618, 0.987342, 0.657143, 0.625000, 1.000000, 0.730159, 1.000000, 0.806452, 1.000000, 
791.0, 0.894009, 0.987342, 0.628571, 0.593750, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
792.0, 0.889401, 0.974684, 0.628571, 0.593750, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
822.0, 0.884793, 0.974684, 0.628571, 0.593750, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
845.0, 0.880184, 0.974684, 0.628571, 0.562500, 1.000000, 0.698413, 1.000000, 0.784946, 1.000000, 
1005.0, 0.875576, 0.962025, 0.628571, 0.562500, 0.981481, 0.698413, 0.980000, 0.784946, 0.976744, 
1077.0, 0.870968, 0.962025, 0.628571, 0.562500, 0.981481, 0.698413, 0.980000, 0.784946, 0.976744, 
1125.0, 0.866359, 0.962025, 0.628571, 0.562500, 0.981481, 0.682540, 0.980000, 0.774194, 0.976744, 
1249.0, 0.861751, 0.962025, 0.628571, 0.562500, 0.981481, 0.682540, 0.980000, 0.774194, 0.976744, 
1369.0, 0.857143, 0.962025, 0.628571, 0.531250, 0.981481, 0.666667, 0.980000, 0.763441, 0.976744, 
1434.0, 0.852535, 0.962025, 0.600000, 0.500000, 0.981481, 0.650794, 0.980000, 0.752688, 0.976744, 
1492.0, 0.847926, 0.962025, 0.571429, 0.500000, 0.981481, 0.634921, 0.980000, 0.741935, 0.976744, 
1625.0, 0.843318, 0.962025, 0.571429, 0.468750, 0.981481, 0.619048, 0.980000, 0.731183, 0.976744, 
1673.0, 0.838710, 0.962025, 0.571429, 0.468750, 0.981481, 0.619048, 0.980000, 0.731183, 0.976744, 
1674.0, 0.834101, 0.962025, 0.542857, 0.468750, 0.981481, 0.603175, 0.980000, 0.720430, 0.976744, 
1706.0, 0.824885, 0.962025, 0.542857, 0.468750, 0.981481, 0.603175, 0.980000, 0.709677, 0.976744, 
