time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.984444, 0.914286, 1.000000, 0.942857, 1.000000, 0.962264, 0.995238, 0.963235, 0.995238, 0.969880, 0.995238, 0.974490, 0.995595, 0.994975, 0.886364, 0.979058, 1.000000, 
2.0, 0.966667, 0.885714, 1.000000, 0.928571, 1.000000, 0.915094, 0.990476, 0.911765, 0.990476, 0.927711, 0.990476, 0.938776, 0.991189, 0.989950, 0.840909, 0.963351, 0.992908, 
3.0, 0.960000, 0.800000, 1.000000, 0.885714, 1.000000, 0.886792, 0.990476, 0.889706, 0.990476, 0.909639, 0.990476, 0.923469, 0.991189, 0.989950, 0.795455, 0.947644, 0.992908, 
4.0, 0.955556, 0.800000, 1.000000, 0.885714, 1.000000, 0.886792, 0.990476, 0.889706, 0.990476, 0.903614, 0.990476, 0.913265, 0.991189, 0.989950, 0.795455, 0.947644, 0.992908, 
5.0, 0.951111, 0.800000, 1.000000, 0.871429, 1.000000, 0.867925, 0.990476, 0.875000, 0.990476, 0.891566, 0.990476, 0.903061, 0.991189, 0.989950, 0.795455, 0.942408, 0.992908, 
6.0, 0.940000, 0.714286, 1.000000, 0.828571, 1.000000, 0.839623, 0.990476, 0.845588, 0.990476, 0.867470, 0.990476, 0.882653, 0.986784, 0.989950, 0.772727, 0.921466, 0.992908, 
7.0, 0.928889, 0.628571, 1.000000, 0.785714, 1.000000, 0.801887, 0.990476, 0.816176, 0.990476, 0.837349, 0.990476, 0.857143, 0.986784, 0.989950, 0.727273, 0.905759, 0.992908, 
10.0, 0.922222, 0.628571, 1.000000, 0.757143, 1.000000, 0.783019, 0.990476, 0.794118, 0.990476, 0.819277, 0.990476, 0.841837, 0.986784, 0.989950, 0.727273, 0.900524, 0.992908, 
11.0, 0.913333, 0.571429, 1.000000, 0.714286, 1.000000, 0.754717, 0.990476, 0.772059, 0.990476, 0.801205, 0.990476, 0.826531, 0.982379, 0.989950, 0.681818, 0.890052, 0.985816, 
14.0, 0.911111, 0.542857, 1.000000, 0.700000, 1.000000, 0.745283, 0.990476, 0.764706, 0.990476, 0.795181, 0.990476, 0.821429, 0.982379, 0.989950, 0.659091, 0.890052, 0.985816, 
17.0, 0.906667, 0.542857, 0.994444, 0.685714, 0.994350, 0.735849, 0.985714, 0.757353, 0.985714, 0.789157, 0.985714, 0.816327, 0.977974, 0.984925, 0.659091, 0.890052, 0.978723, 
18.0, 0.902222, 0.542857, 0.994444, 0.685714, 0.994350, 0.735849, 0.980952, 0.757353, 0.980952, 0.783133, 0.980952, 0.811224, 0.973568, 0.979899, 0.659091, 0.890052, 0.971631, 
