attribute,value
PLTrecovery,"(-inf, 26.5>"
PLTrecovery,"(26.5, inf)"
CD34kgx10d6,"(-inf, 0.8049999999999999>"
CD34kgx10d6,"(0.8049999999999999, 7.275>"
CD34kgx10d6,"(7.275, 11.739999999999998>"
CD34kgx10d6,"(11.739999999999998, 23.814999999999998>"
CD34kgx10d6,"(23.814999999999998, 24.59>"
CD34kgx10d6,"(24.59, 29.865>"
CD34kgx10d6,"(29.865, inf)"
Recipientage,"(-inf, 1.0>"
Recipientage,"(1.0, 11.55>"
Recipientage,"(11.55, 12.55>"
Recipientage,"(12.55, 16.3>"
Recipientage,"(16.3, inf)"
extcGvHD,{1}
CD3dCD34,"(-inf, 0.7013515>"
CD3dCD34,"(0.7013515, 5.403679500000001>"
CD3dCD34,"(5.403679500000001, inf)"
Donorage,"(-inf, 21.2643835>"
Donorage,"(21.2643835, 21.461644>"
Donorage,"(21.461644, 22.450685>"
Donorage,"(22.450685, 34.082192>"
Donorage,"(34.082192, inf)"
Rbodymass,"(-inf, 31.9>"
Rbodymass,"(31.9, 49.8>"
Rbodymass,"(49.8, inf)"
