time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
20.0, 0.995708, 1.000000, 1.000000, 0.985714, 1.000000, 0.989691, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.983051, 
21.0, 0.991416, 0.975000, 1.000000, 0.971429, 1.000000, 0.979381, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.966102, 
22.0, 0.987124, 0.975000, 0.966667, 0.971429, 0.984615, 0.979381, 0.980000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.966102, 
24.0, 0.982833, 0.975000, 0.966667, 0.971429, 0.969231, 0.979381, 0.960000, 0.966667, 1.000000, 0.983333, 1.000000, 0.987805, 0.966102, 
28.0, 0.974249, 0.975000, 0.966667, 0.971429, 0.969231, 0.958763, 0.960000, 0.966667, 0.967742, 0.983333, 1.000000, 0.987805, 0.966102, 
30.0, 0.969957, 0.975000, 0.933333, 0.971429, 0.953846, 0.958763, 0.940000, 0.966667, 0.967742, 0.983333, 1.000000, 0.987805, 0.966102, 
32.0, 0.965665, 0.975000, 0.933333, 0.971429, 0.938462, 0.958763, 0.940000, 0.933333, 0.967742, 0.966667, 1.000000, 0.975610, 0.966102, 
34.0, 0.961373, 0.975000, 0.900000, 0.971429, 0.938462, 0.958763, 0.940000, 0.900000, 0.967742, 0.950000, 1.000000, 0.963415, 0.966102, 
35.0, 0.957082, 0.975000, 0.900000, 0.971429, 0.938462, 0.948454, 0.940000, 0.900000, 0.935484, 0.950000, 1.000000, 0.963415, 0.966102, 
36.0, 0.952790, 0.975000, 0.900000, 0.971429, 0.923077, 0.948454, 0.940000, 0.866667, 0.935484, 0.933333, 1.000000, 0.951220, 0.966102, 
39.0, 0.944206, 0.975000, 0.866667, 0.957143, 0.923077, 0.938144, 0.940000, 0.833333, 0.935484, 0.916667, 1.000000, 0.939024, 0.949153, 
