id,left,right
0,473,20
1,2,20
2,100,20
3,81,28
4,473,20
5,473,20
6,100,20
7,100,20
8,68,20
9,473,20
10,473,20
11,100,20
12,117,28
13,5,28
14,473,20
15,100,20
16,473,20
17,117,28
18,99,28
19,86,20
20,81,28
21,117,28
22,473,20
23,86,20
24,473,20
25,117,28
26,100,20
27,30,28
28,473,20
29,473,20
30,166,28
31,40,28
32,86,20
33,14,20
34,86,20
35,473,20
36,117,28
37,5,28
38,117,28
39,473,20
40,473,20
41,473,20
42,473,20
43,68,20
44,473,20
45,117,28
46,473,20
47,473,20
48,117,28
49,473,20
50,473,20
51,44,20
52,473,20
53,473,20
54,100,20
55,166,28
56,86,20
57,473,20
58,6,20
59,473,20
60,99,28
61,68,20
62,20,20
63,46,28
64,37,28
65,86,20
66,81,28
67,61,28
68,473,20
69,117,28
70,473,20
71,117,28
72,81,28
73,117,28
74,86,20
75,117,30
76,32,28
77,166,28
78,473,20
79,81,28
80,44,20
81,473,20
82,81,28
83,36,20
84,473,20
85,20,20
86,100,20
87,473,20
88,473,20
89,166,30
90,100,20
91,473,20
92,86,20
93,40,28
94,473,20
95,4,20
96,473,20
97,473,20
98,473,20
99,473,20
