id,survival_time,survival_status,pressureInd,moistureInd,temperatureInd
0,80.000000,0.000000,72.075938,103.065701,87.271062
1,60.000000,1.000000,96.272254,77.801376,112.196170
2,80.000000,0.000000,94.406461,108.493608,72.025374
3,34.000000,1.000000,97.752899,99.413492,103.756271
4,68.000000,1.000000,94.614174,85.702236,142.827001
5,65.000000,1.000000,96.483303,93.046797,98.316190
6,23.000000,1.000000,105.486158,118.291997,96.028822
7,80.000000,0.000000,99.178235,99.138717,95.492965
8,38.000000,1.000000,97.817844,111.074168,94.942443
9,65.000000,1.000000,86.366111,92.561972,96.667950
10,65.000000,1.000000,76.144654,93.973454,108.944273
11,80.000000,0.000000,103.107263,103.673197,79.504532
12,80.000000,1.000000,88.414079,97.362755,89.319813
13,48.000000,1.000000,84.355049,103.174919,102.399715
14,80.000000,1.000000,79.669255,95.926908,99.735635
15,80.000000,0.000000,86.229109,86.111900,111.842548
16,80.000000,0.000000,84.179420,114.074066,83.627450
17,65.000000,1.000000,115.607560,103.013573,101.616843
18,35.000000,1.000000,101.415623,89.753746,114.909434
19,26.000000,1.000000,118.978697,105.298916,115.247085
20,63.000000,1.000000,102.112775,106.250695,92.315195
21,80.000000,0.000000,129.124338,103.344720,92.846359
22,79.000000,1.000000,109.033036,92.754120,124.760445
23,53.000000,1.000000,107.298069,85.055291,109.841003
24,73.000000,1.000000,127.263954,103.557292,133.859669
25,60.000000,1.000000,138.191120,91.656269,101.925928
26,13.000000,1.000000,72.554084,111.376419,93.541420
27,34.000000,1.000000,95.214649,93.071709,75.845421
28,36.000000,1.000000,91.247132,93.037282,94.458397
29,80.000000,1.000000,81.555377,90.698894,97.026904
30,65.000000,1.000000,69.134595,81.980122,81.033925
31,31.000000,1.000000,132.857478,82.037283,106.719265
32,74.000000,1.000000,54.735331,91.324433,91.424795
33,25.000000,1.000000,84.898646,84.867901,96.556052
34,58.000000,1.000000,94.152287,88.446659,135.744778
35,80.000000,1.000000,84.344066,103.377052,113.275459
36,65.000000,1.000000,95.753524,92.315808,95.327028
37,19.000000,1.000000,123.928440,102.340257,110.950761
38,60.000000,1.000000,101.505351,77.659821,107.656094
39,80.000000,0.000000,120.945550,101.985852,101.884102
40,13.000000,1.000000,83.068571,104.160710,124.362915
41,12.000000,1.000000,113.349122,114.473186,101.565777
42,15.000000,1.000000,75.646693,114.198857,86.817937
43,26.000000,1.000000,113.435832,91.820619,95.365085
44,43.000000,1.000000,81.779784,91.965654,75.146546
45,65.000000,1.000000,150.665421,89.139032,102.679903
46,1.000000,1.000000,72.423129,120.484155,116.400433
47,34.000000,1.000000,97.132862,117.244906,101.504204
48,80.000000,1.000000,113.965257,127.302607,107.264736
49,12.000000,1.000000,57.463213,104.979089,100.528015
50,80.000000,0.000000,144.344517,95.121862,127.840226
51,80.000000,0.000000,80.692232,102.925459,74.673653
52,65.000000,1.000000,93.913326,91.262115,91.486618
53,20.000000,1.000000,73.321153,123.898000,129.439690
54,16.000000,1.000000,83.958312,101.750880,117.898146
55,3.000000,1.000000,56.171771,88.917030,96.143387
56,18.000000,1.000000,105.900037,104.268169,54.573630
57,7.000000,1.000000,115.698401,105.850846,89.343800
58,23.000000,1.000000,105.893764,104.395460,118.385317
59,39.000000,1.000000,87.392841,106.166234,84.521713
60,48.000000,1.000000,82.881800,91.025179,94.620074
61,57.000000,1.000000,122.287991,93.848352,91.064990
62,68.000000,1.000000,85.072209,104.109465,107.714037
63,18.000000,1.000000,119.204381,111.772156,84.242085
64,1.000000,1.000000,107.785993,117.390336,113.377308
65,80.000000,0.000000,90.671234,89.563883,86.384185
66,65.000000,1.000000,66.637884,92.205831,99.061979
67,4.000000,1.000000,107.837359,99.838172,111.084853
68,24.000000,1.000000,113.272605,114.696552,79.699820
69,74.000000,1.000000,85.331378,97.045226,91.413135
70,16.000000,1.000000,90.636829,101.801610,130.055985
71,80.000000,0.000000,112.605330,100.274341,87.983631
72,28.000000,1.000000,78.665931,110.518408,111.078454
73,80.000000,0.000000,70.101719,92.559067,131.734206
74,49.000000,1.000000,99.126919,105.455789,113.464437
75,39.000000,1.000000,129.815588,104.070276,99.861733
76,18.000000,1.000000,129.358669,95.487800,104.758244
77,80.000000,1.000000,86.430680,104.693943,86.396180
78,80.000000,0.000000,127.643264,92.644798,98.055142
79,65.000000,1.000000,95.245399,115.950386,100.417860
80,79.000000,1.000000,83.494237,93.400470,121.297760
81,19.000000,1.000000,96.219619,90.662137,125.838522
82,58.000000,1.000000,79.111393,73.607161,74.874623
83,80.000000,0.000000,111.255811,97.359986,122.034273
84,80.000000,0.000000,96.120346,105.576196,124.067120
85,52.000000,1.000000,86.107514,93.684079,83.156961
86,29.000000,1.000000,108.413359,112.868036,94.822519
87,65.000000,1.000000,100.251850,93.346735,88.150868
88,8.000000,1.000000,117.904400,89.847034,73.174820
89,53.000000,1.000000,121.673679,100.007684,130.303502
90,40.000000,1.000000,60.233066,107.527119,62.657144
91,46.000000,1.000000,94.230920,107.958345,110.657785
92,5.000000,1.000000,74.487474,99.100094,79.521617
93,41.000000,1.000000,92.453609,92.495352,140.160091
94,12.000000,1.000000,112.047415,89.849594,81.100953
95,65.000000,1.000000,125.032692,101.163482,126.024077
96,80.000000,1.000000,96.008785,84.587554,95.287253
97,80.000000,0.000000,109.671138,104.600332,102.881957
98,77.000000,1.000000,105.758215,112.408930,112.242917
99,65.000000,1.000000,93.357276,89.290336,99.557737
100,80.000000,0.000000,99.961582,105.944788,114.997360
101,62.000000,1.000000,95.922268,102.590468,89.995489
102,52.000000,1.000000,111.723933,89.933334,112.727407
103,80.000000,0.000000,97.928277,96.307060,109.486698
104,80.000000,0.000000,128.727735,96.589804,135.250775
105,80.000000,0.000000,133.107707,104.051493,120.958629
106,80.000000,0.000000,126.705862,92.441970,104.907187
107,80.000000,1.000000,150.695690,111.988762,85.863547
108,58.000000,1.000000,80.019675,120.844063,116.306445
109,55.000000,1.000000,74.577541,113.001844,114.518933
110,33.000000,1.000000,140.985874,87.250066,125.473372
111,13.000000,1.000000,35.763602,106.335529,94.188522
112,34.000000,1.000000,91.608221,114.861704,104.153621
113,80.000000,0.000000,103.707551,92.410192,91.100293
114,65.000000,1.000000,111.809437,75.480275,112.846841
115,80.000000,1.000000,124.860104,118.149778,113.887911
116,41.000000,1.000000,112.736430,92.373498,85.489801
117,65.000000,1.000000,128.317298,106.729157,94.741784
118,43.000000,1.000000,94.011717,91.932796,111.462732
119,80.000000,1.000000,91.399317,99.919496,80.832891
120,80.000000,1.000000,102.709720,102.846778,108.324299
121,55.000000,1.000000,77.466610,89.201799,84.539108
122,17.000000,1.000000,93.911405,106.036413,112.541860
123,80.000000,0.000000,122.863438,115.917603,72.540747
124,3.000000,1.000000,120.074290,102.992073,91.295386
125,80.000000,0.000000,65.112911,105.453561,97.054808
126,80.000000,0.000000,75.997301,96.371860,98.934087
127,65.000000,1.000000,90.599836,98.074381,96.263614
128,55.000000,1.000000,85.979764,104.271185,121.445300
129,25.000000,1.000000,111.669062,93.272233,119.010169
130,80.000000,0.000000,86.996643,91.038464,58.585208
131,80.000000,0.000000,93.622455,94.014786,70.850578
132,13.000000,1.000000,143.861243,108.481702,93.237887
133,19.000000,1.000000,64.285657,114.037572,123.755117
134,80.000000,0.000000,97.533451,96.304816,76.908084
135,60.000000,1.000000,77.836105,112.832544,121.786371
136,80.000000,0.000000,95.782194,112.793401,98.635014
137,80.000000,1.000000,80.160963,109.942524,113.983900
138,80.000000,0.000000,114.629875,102.294442,51.106945
139,43.000000,1.000000,82.670225,106.235353,115.375705
140,45.000000,1.000000,85.470250,111.548679,84.489079
141,80.000000,0.000000,129.585306,93.692108,84.915725
142,77.000000,1.000000,113.090878,109.369809,95.606125
143,9.000000,1.000000,113.414853,108.081163,110.056178
144,60.000000,1.000000,84.111610,118.781188,106.942328
145,62.000000,1.000000,84.241561,101.836649,80.454874
146,80.000000,0.000000,96.840482,117.828951,73.473304
147,29.000000,1.000000,112.745002,91.617670,100.954567
148,65.000000,1.000000,92.350719,106.193923,107.537179
149,49.000000,1.000000,73.145139,95.243485,120.781024
150,72.000000,1.000000,121.108531,95.095549,104.781153
151,16.000000,1.000000,82.611002,113.156381,130.545163
152,56.000000,1.000000,125.844972,94.114667,88.689970
153,57.000000,1.000000,89.143780,106.311011,76.406456
154,80.000000,0.000000,82.394297,96.826728,125.431538
155,80.000000,0.000000,122.519104,100.332337,93.443647
156,20.000000,1.000000,114.673445,91.860746,88.295866
157,57.000000,1.000000,104.128515,91.532588,110.080274
158,65.000000,1.000000,86.499784,86.636418,92.645987
159,50.000000,1.000000,102.543664,94.825595,67.168465
160,42.000000,1.000000,114.700666,109.093553,108.696818
161,49.000000,1.000000,89.622649,102.993882,142.028495
162,65.000000,1.000000,101.158481,89.234155,111.186978
163,65.000000,1.000000,51.699508,58.547301,60.518204
164,44.000000,1.000000,81.503107,104.114103,73.275731
165,80.000000,0.000000,134.952604,88.480101,108.677366
166,9.000000,1.000000,89.320064,95.975963,98.237167
167,48.000000,1.000000,80.949628,106.302559,96.257482
168,49.000000,1.000000,81.829405,104.982553,102.289149
169,65.000000,1.000000,107.434867,90.823037,138.413340
170,36.000000,1.000000,116.693788,104.525534,107.338477
171,60.000000,1.000000,85.444052,107.337355,86.725716
172,80.000000,0.000000,80.008152,92.945328,104.999458
173,60.000000,1.000000,90.846150,107.245503,102.928899
174,65.000000,1.000000,99.499255,103.383161,119.750757
175,63.000000,1.000000,78.771847,93.162314,85.024311
176,65.000000,1.000000,93.245430,89.396625,107.184047
177,28.000000,1.000000,88.687835,86.691334,128.379992
178,25.000000,1.000000,65.551632,89.230784,148.014581
179,74.000000,1.000000,129.453860,108.619747,97.546605
180,20.000000,1.000000,119.257156,100.670695,65.041099
181,80.000000,0.000000,122.502900,87.083600,73.007847
182,57.000000,1.000000,89.345134,102.957647,97.168866
183,46.000000,1.000000,105.154881,95.198288,116.970625
184,60.000000,1.000000,96.436456,102.892983,114.853392
185,56.000000,1.000000,98.147855,110.388852,138.490816
186,1.000000,1.000000,92.100802,89.994611,97.292290
187,76.000000,1.000000,87.092761,98.384748,79.957056
188,54.000000,1.000000,91.637760,116.734086,125.553106
189,1.000000,1.000000,104.658530,107.537666,126.374317
190,64.000000,1.000000,116.814954,85.588152,95.156873
191,53.000000,1.000000,87.967636,91.200867,113.260218
192,62.000000,1.000000,96.140671,79.334977,139.352002
193,12.000000,1.000000,53.450182,79.649829,103.629850
194,76.000000,1.000000,90.385762,104.533785,111.323186
195,53.000000,1.000000,67.893361,99.516922,111.848820
196,80.000000,0.000000,111.516036,99.117304,94.179535
197,80.000000,1.000000,147.413892,87.445336,100.040835
198,65.000000,1.000000,109.744643,89.671055,138.547325
199,60.000000,1.000000,79.828911,101.068984,99.368246
200,65.000000,1.000000,104.641411,111.418840,96.511544
201,47.000000,1.000000,121.624883,98.694304,74.750576
202,3.000000,1.000000,110.735068,113.291776,54.532869
203,65.000000,1.000000,101.749202,92.014528,103.765407
204,19.000000,1.000000,71.817590,100.280969,102.269367
205,65.000000,1.000000,108.156818,102.231344,83.470812
206,50.000000,1.000000,105.038294,93.953239,120.490000
207,30.000000,1.000000,90.484312,106.833223,55.011663
208,80.000000,0.000000,93.486284,92.915986,76.244479
209,26.000000,1.000000,79.039130,106.411891,102.711740
210,80.000000,0.000000,124.742869,97.853523,98.340498
211,80.000000,1.000000,110.080006,96.840718,100.855972
212,64.000000,1.000000,109.747260,108.053039,96.142398
213,46.000000,1.000000,72.255535,117.671654,89.680021
214,80.000000,1.000000,94.397623,95.026443,87.039254
215,58.000000,1.000000,99.172953,105.201532,56.116518
216,25.000000,1.000000,123.510501,105.969041,92.653446
