id,p
0,0.000215
1,0.000215
2,0.000004
3,0.000103
4,0.000215
5,0.000042
6,0.000048
7,0.000103
8,0.000022
9,0.000048
10,0.000010
11,0.000010
12,0.000103
13,0.000010
14,0.000215
15,0.000215
16,0.000010
17,0.000215
18,0.000004
19,0.000010
20,0.000215
21,0.000048
22,0.000215
23,0.000022
24,0.000048
25,0.000022
26,0.000010
27,0.000022
28,0.000022
29,0.000215
30,0.000010
31,0.000215
32,0.000022
33,0.000010
34,0.000022
35,0.000434
36,0.000094
37,0.000103
38,0.000010
39,0.000048
40,0.000022
41,0.000215
42,0.000048
43,0.000022
44,0.000215
45,0.000010
46,0.000048
47,0.000010
48,0.000048
49,0.000215
50,0.000434
51,0.000215
52,0.000215
53,0.000010
54,0.000203
55,0.000048
56,0.000022
57,0.000215
58,0.000048
59,0.000850
60,0.000434
61,0.000010
62,0.000103
63,0.000103
64,0.000103
65,0.000022
66,0.000022
67,0.000022
68,0.000215
69,0.000103
70,0.000048
71,0.000215
72,0.000215
73,0.000022
74,0.000215
75,0.000048
76,0.000048
77,0.000215
78,0.000103
79,0.000022
80,0.000048
81,0.000022
82,0.000215
83,0.000022
84,0.000022
85,0.000215
86,0.000103
87,0.001675
88,0.000048
89,0.000048
90,0.000103
91,0.000003
92,0.000850
93,0.000215
94,0.000215
95,0.000856
96,0.000022
97,0.000850
98,0.000215
99,0.000215
