attribute,value
BECK,"(-inf, 6.15>"
BECK,"(6.15, 6.816>"
BECK,"(6.816, 8.2>"
BECK,"(8.2, 36.5>"
BECK,"(36.5, 36.9>"
BECK,"(36.9, 43.5>"
BECK,"(43.5, 44.0>"
BECK,"(44.0, 45.9>"
BECK,"(45.9, inf)"
IV3,"(-inf, 0.5>"
IV3,"(0.5, inf)"
RACE,"(-inf, 0.5>"
RACE,"(0.5, inf)"
FRAC,"(-inf, 0.0472225>"
FRAC,"(0.0472225, 0.1277775>"
FRAC,"(0.1277775, 0.397222>"
FRAC,"(0.397222, 0.4166665>"
FRAC,"(0.4166665, 0.488889>"
FRAC,"(0.488889, 0.55>"
FRAC,"(0.55, 0.736111>"
FRAC,"(0.736111, 0.7416665>"
FRAC,"(0.7416665, 0.7694445>"
FRAC,"(0.7694445, 0.802778>"
FRAC,"(0.802778, inf)"
AGE,"(-inf, 21.5>"
AGE,"(21.5, 42.5>"
AGE,"(42.5, 44.5>"
AGE,"(44.5, 45.5>"
AGE,"(45.5, inf)"
HC,"(-inf, 3.5>"
HC,"(3.5, inf)"
IV,"(-inf, 1.5>"
IV,"(1.5, inf)"
ND2,"(-inf, 0.362947>"
ND2,"(0.362947, inf)"
