id,left,right
0,87,153
1,226,249
2,87,153
3,87,153
4,226,249
5,226,249
6,226,249
7,421,23
8,226,249
9,40,249
10,142,249
11,421,23
12,11,249
13,142,249
14,87,153
15,226,249
16,34,56
17,226,249
18,356,56
19,226,249
20,5,249
21,226,249
22,40,249
23,226,249
24,356,56
25,421,23
26,142,249
27,142,249
28,421,23
29,226,249
30,133,249
31,356,56
32,40,249
33,6,249
34,356,56
35,1,249
36,2,153
37,421,23
38,421,23
39,421,23
40,421,23
41,356,56
42,421,23
43,142,249
44,87,153
45,40,249
46,87,153
47,421,23
48,11,249
49,40,249
50,421,23
51,133,249
52,421,23
53,133,249
54,87,153
55,87,153
56,226,249
57,133,249
58,226,249
59,8,56
60,87,153
61,142,249
62,226,249
63,356,56
64,421,23
65,421,23
66,133,249
67,142,249
68,226,249
69,226,249
70,421,23
71,421,23
72,421,23
73,421,23
74,133,249
75,142,249
76,421,23
77,226,249
78,421,23
79,40,249
80,226,249
81,226,249
82,421,23
83,226,249
84,356,56
85,421,23
86,226,249
87,133,249
88,421,23
89,226,249
90,87,153
91,421,23
92,142,249
93,226,249
94,142,249
95,87,153
96,87,153
97,421,23
98,421,23
99,421,23
100,133,249
101,421,23
102,421,23
