id,p
0,0.130105
1,0.016537
2,0.112012
3,1.000000
4,0.016537
5,0.000000
6,0.000146
7,0.000000
8,0.009019
9,0.009019
10,1.000000
11,0.009019
12,0.000001
13,0.007310
14,0.009019
15,0.004744
16,0.007310
17,1.000000
18,0.016537
19,0.016537
20,0.000000
21,0.000000
22,1.000000
23,0.000000
24,0.009019
25,0.016537
26,0.000000
27,0.007310
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.613896
33,0.016537
34,0.007310
35,0.000000
36,0.000001
37,1.000000
38,0.000001
39,0.130105
40,0.003029
41,0.000001
42,0.000000
43,0.020078
44,0.004744
45,0.227329
46,0.007310
47,0.000001
48,1.000000
49,0.000001
50,0.000001
51,0.000001
52,0.000000
53,0.000000
54,0.000146
55,0.009019
56,1.000000
57,0.000001
58,0.000000
59,0.000000
60,0.000000
61,1.000000
62,0.000000
63,0.001177
64,1.000000
65,0.049870
66,1.000000
67,0.000146
68,0.005901
69,0.000000
70,0.000001
71,0.000000
72,0.016537
73,1.000000
74,0.000329
75,0.613896
76,0.007310
77,0.000001
78,0.000000
79,0.000000
80,0.007310
81,0.016537
82,1.000000
83,0.000000
84,1.000000
85,0.000000
86,1.000000
87,0.000001
