time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.982222, 0.848485, 1.000000, 0.947368, 1.000000, 0.974026, 1.000000, 0.975610, 1.000000, 0.968750, 1.000000, 0.972973, 1.000000, 0.994872, 0.947368, 0.982353, 1.000000, 
2.0, 0.964444, 0.787879, 1.000000, 0.912281, 1.000000, 0.935065, 1.000000, 0.926829, 1.000000, 0.925000, 1.000000, 0.935135, 1.000000, 0.989744, 0.894737, 0.964706, 0.991525, 
3.0, 0.957778, 0.727273, 1.000000, 0.859649, 1.000000, 0.896104, 1.000000, 0.902439, 1.000000, 0.906250, 1.000000, 0.918919, 1.000000, 0.989744, 0.842105, 0.947059, 0.991525, 
4.0, 0.953333, 0.696970, 1.000000, 0.859649, 1.000000, 0.896104, 1.000000, 0.902439, 1.000000, 0.900000, 1.000000, 0.908108, 1.000000, 0.989744, 0.842105, 0.947059, 0.991525, 
5.0, 0.951111, 0.696970, 1.000000, 0.859649, 1.000000, 0.883117, 1.000000, 0.894309, 1.000000, 0.893750, 1.000000, 0.902703, 1.000000, 0.989744, 0.842105, 0.941176, 0.991525, 
6.0, 0.946667, 0.696970, 1.000000, 0.859649, 1.000000, 0.870130, 1.000000, 0.878049, 1.000000, 0.881250, 1.000000, 0.891892, 1.000000, 0.989744, 0.842105, 0.929412, 0.991525, 
7.0, 0.933333, 0.636364, 1.000000, 0.807018, 1.000000, 0.831169, 1.000000, 0.845528, 1.000000, 0.850000, 1.000000, 0.864865, 1.000000, 0.989744, 0.789474, 0.911765, 0.991525, 
10.0, 0.928889, 0.636364, 1.000000, 0.789474, 1.000000, 0.818182, 1.000000, 0.837398, 1.000000, 0.837500, 1.000000, 0.854054, 1.000000, 0.989744, 0.789474, 0.911765, 0.991525, 
11.0, 0.920000, 0.575758, 1.000000, 0.736842, 1.000000, 0.779221, 1.000000, 0.813008, 1.000000, 0.818750, 1.000000, 0.837838, 1.000000, 0.989744, 0.736842, 0.900000, 0.991525, 
14.0, 0.915556, 0.545455, 1.000000, 0.701754, 1.000000, 0.766234, 1.000000, 0.796748, 1.000000, 0.806250, 1.000000, 0.827027, 1.000000, 0.989744, 0.684211, 0.894118, 0.991525, 
16.0, 0.913333, 0.515152, 1.000000, 0.684211, 1.000000, 0.753247, 1.000000, 0.788618, 1.000000, 0.800000, 1.000000, 0.821622, 1.000000, 0.989744, 0.657895, 0.888235, 0.991525, 
17.0, 0.908889, 0.515152, 0.992424, 0.684211, 0.993007, 0.753247, 0.993007, 0.780488, 0.993377, 0.793750, 0.993377, 0.816216, 0.993548, 0.984615, 0.657895, 0.888235, 0.983051, 
18.0, 0.904444, 0.515152, 0.984848, 0.684211, 0.986014, 0.753247, 0.986014, 0.780488, 0.986755, 0.793750, 0.986755, 0.816216, 0.980645, 0.979487, 0.657895, 0.882353, 0.974576, 
19.0, 0.897778, 0.454545, 0.984848, 0.631579, 0.986014, 0.727273, 0.986014, 0.756098, 0.986755, 0.775000, 0.986755, 0.800000, 0.980645, 0.979487, 0.605263, 0.870588, 0.974576, 
20.0, 0.893333, 0.424242, 0.984848, 0.614035, 0.986014, 0.714286, 0.986014, 0.747967, 0.986755, 0.768750, 0.986755, 0.794595, 0.980645, 0.979487, 0.578947, 0.858824, 0.974576, 
22.0, 0.888889, 0.424242, 0.984848, 0.614035, 0.986014, 0.701299, 0.986014, 0.739837, 0.986755, 0.762500, 0.986755, 0.789189, 0.980645, 0.979487, 0.552632, 0.847059, 0.974576, 
26.0, 0.886667, 0.424242, 0.984848, 0.596491, 0.986014, 0.688312, 0.986014, 0.731707, 0.986755, 0.756250, 0.986755, 0.783784, 0.980645, 0.979487, 0.552632, 0.841176, 0.974576, 
31.0, 0.884444, 0.424242, 0.984848, 0.596491, 0.986014, 0.688312, 0.986014, 0.723577, 0.986755, 0.756250, 0.986755, 0.783784, 0.980645, 0.979487, 0.526316, 0.835294, 0.974576, 
32.0, 0.880000, 0.424242, 0.984848, 0.596491, 0.986014, 0.688312, 0.986014, 0.723577, 0.980132, 0.756250, 0.980132, 0.783784, 0.974194, 0.974359, 0.526316, 0.829412, 0.974576, 
33.0, 0.873333, 0.424242, 0.984848, 0.561404, 0.986014, 0.675325, 0.986014, 0.707317, 0.980132, 0.737500, 0.980132, 0.767568, 0.974194, 0.974359, 0.473684, 0.817647, 0.974576, 
34.0, 0.871111, 0.424242, 0.984848, 0.543860, 0.986014, 0.662338, 0.986014, 0.699187, 0.980132, 0.731250, 0.980132, 0.762162, 0.974194, 0.974359, 0.473684, 0.811765, 0.974576, 
37.0, 0.868889, 0.424242, 0.984848, 0.543860, 0.986014, 0.662338, 0.986014, 0.699187, 0.980132, 0.725000, 0.980132, 0.756757, 0.974194, 0.974359, 0.473684, 0.811765, 0.974576, 
42.0, 0.866667, 0.424242, 0.984848, 0.543860, 0.986014, 0.662338, 0.986014, 0.699187, 0.980132, 0.718750, 0.980132, 0.751351, 0.974194, 0.974359, 0.473684, 0.805882, 0.974576, 
46.0, 0.864444, 0.424242, 0.984848, 0.543860, 0.986014, 0.662338, 0.986014, 0.699187, 0.980132, 0.718750, 0.980132, 0.751351, 0.974194, 0.969231, 0.473684, 0.805882, 0.974576, 
49.0, 0.862222, 0.424242, 0.984848, 0.526316, 0.986014, 0.649351, 0.986014, 0.691057, 0.980132, 0.712500, 0.980132, 0.745946, 0.974194, 0.969231, 0.473684, 0.800000, 0.974576, 
52.0, 0.860000, 0.424242, 0.984848, 0.526316, 0.986014, 0.649351, 0.986014, 0.682927, 0.980132, 0.706250, 0.980132, 0.745946, 0.974194, 0.969231, 0.473684, 0.794118, 0.974576, 
53.0, 0.857778, 0.424242, 0.984848, 0.526316, 0.986014, 0.649351, 0.986014, 0.682927, 0.980132, 0.706250, 0.980132, 0.745946, 0.974194, 0.964103, 0.473684, 0.788235, 0.974576, 
55.0, 0.855556, 0.424242, 0.984848, 0.526316, 0.986014, 0.649351, 0.986014, 0.682927, 0.980132, 0.706250, 0.980132, 0.745946, 0.974194, 0.964103, 0.473684, 0.782353, 0.974576, 
57.0, 0.851111, 0.424242, 0.984848, 0.526316, 0.986014, 0.623377, 0.986014, 0.666667, 0.980132, 0.693750, 0.980132, 0.735135, 0.974194, 0.964103, 0.473684, 0.770588, 0.974576, 
60.0, 0.848889, 0.424242, 0.984848, 0.508772, 0.986014, 0.610390, 0.986014, 0.658537, 0.980132, 0.687500, 0.980132, 0.729730, 0.974194, 0.964103, 0.473684, 0.764706, 0.974576, 
61.0, 0.846667, 0.424242, 0.984848, 0.508772, 0.986014, 0.610390, 0.986014, 0.658537, 0.980132, 0.687500, 0.980132, 0.729730, 0.974194, 0.964103, 0.473684, 0.764706, 0.974576, 
62.0, 0.844444, 0.424242, 0.984848, 0.508772, 0.986014, 0.610390, 0.986014, 0.658537, 0.980132, 0.687500, 0.980132, 0.724324, 0.974194, 0.964103, 0.473684, 0.758824, 0.974576, 
64.0, 0.842222, 0.424242, 0.977273, 0.508772, 0.979021, 0.610390, 0.979021, 0.658537, 0.973510, 0.687500, 0.973510, 0.724324, 0.967742, 0.958974, 0.473684, 0.758824, 0.966102, 
69.0, 0.837778, 0.424242, 0.977273, 0.508772, 0.979021, 0.610390, 0.979021, 0.658537, 0.973510, 0.687500, 0.973510, 0.724324, 0.967742, 0.958974, 0.473684, 0.752941, 0.966102, 
76.0, 0.835556, 0.424242, 0.977273, 0.508772, 0.979021, 0.610390, 0.979021, 0.658537, 0.973510, 0.687500, 0.973510, 0.724324, 0.967742, 0.958974, 0.473684, 0.747059, 0.966102, 
81.0, 0.833333, 0.424242, 0.977273, 0.508772, 0.979021, 0.597403, 0.979021, 0.650407, 0.973510, 0.681250, 0.973510, 0.718919, 0.967742, 0.958974, 0.473684, 0.741176, 0.966102, 
83.0, 0.831111, 0.424242, 0.977273, 0.491228, 0.979021, 0.584416, 0.979021, 0.642276, 0.973510, 0.675000, 0.973510, 0.713514, 0.967742, 0.958974, 0.473684, 0.735294, 0.966102, 
88.0, 0.828889, 0.424242, 0.977273, 0.491228, 0.979021, 0.584416, 0.979021, 0.642276, 0.973510, 0.675000, 0.973510, 0.708108, 0.967742, 0.958974, 0.473684, 0.729412, 0.966102, 
91.0, 0.826667, 0.424242, 0.977273, 0.491228, 0.979021, 0.584416, 0.979021, 0.642276, 0.973510, 0.675000, 0.973510, 0.702703, 0.967742, 0.958974, 0.473684, 0.723529, 0.966102, 
93.0, 0.824444, 0.424242, 0.977273, 0.473684, 0.979021, 0.571429, 0.979021, 0.634146, 0.973510, 0.668750, 0.973510, 0.697297, 0.967742, 0.958974, 0.473684, 0.717647, 0.966102, 
95.0, 0.822222, 0.424242, 0.977273, 0.473684, 0.979021, 0.571429, 0.979021, 0.634146, 0.973510, 0.668750, 0.973510, 0.697297, 0.967742, 0.958974, 0.473684, 0.717647, 0.966102, 
100.0, 0.820000, 0.424242, 0.977273, 0.473684, 0.979021, 0.558442, 0.979021, 0.626016, 0.973510, 0.662500, 0.973510, 0.691892, 0.967742, 0.958974, 0.473684, 0.711765, 0.966102, 
101.0, 0.817778, 0.424242, 0.977273, 0.473684, 0.979021, 0.558442, 0.979021, 0.617886, 0.973510, 0.656250, 0.973510, 0.686486, 0.967742, 0.958974, 0.473684, 0.705882, 0.966102, 
109.0, 0.815556, 0.424242, 0.977273, 0.456140, 0.979021, 0.558442, 0.979021, 0.609756, 0.973510, 0.650000, 0.973510, 0.681081, 0.967742, 0.958974, 0.447368, 0.705882, 0.966102, 
113.0, 0.813333, 0.424242, 0.977273, 0.456140, 0.979021, 0.558442, 0.979021, 0.609756, 0.973510, 0.650000, 0.973510, 0.681081, 0.967742, 0.958974, 0.447368, 0.705882, 0.966102, 
