id,distance,n_actions
0,0.142857,1
1,0.142857,1
2,0.142857,1
3,0.142857,1
4,0.142857,1
5,0.142857,1
6,0.142857,1
7,0.142857,1
8,0.156420,2
9,0.156912,2
10,0.151239,2
11,0.146091,2
12,0.147759,2
13,0.142857,1
14,0.155498,2
15,0.142857,1
16,0.142857,1
17,0.150620,2
18,0.142857,1
19,0.144502,2
20,0.142857,1
21,0.152511,2
22,0.149889,2
23,0.146313,2
24,0.155085,2
25,0.150858,2
26,0.154386,2
27,0.142857,1
28,0.142857,1
29,0.142857,1
30,0.142857,1
31,0.142857,1
32,0.146663,2
33,0.142857,1
34,0.142857,1
35,0.142857,1
36,0.142857,1
37,0.176204,2
38,0.142857,1
39,0.142857,1
40,0.167954,2
41,0.147489,2
42,0.142857,1
43,0.149905,2
44,0.147457,2
45,0.142857,1
46,0.142960,2
47,0.147902,2
