time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
0.5, 0.994618, 1.000000, 0.991781, 1.000000, 0.991781, 0.994832, 0.993927, 0.991957, 1.000000, 0.994429, 1.000000, 0.996564, 0.995238, 0.997653, 0.992519, 
2.0, 0.993541, 1.000000, 0.989041, 1.000000, 0.989041, 0.994832, 0.991903, 0.989276, 1.000000, 0.994429, 0.996403, 0.993127, 0.995238, 0.995305, 0.992519, 
4.0, 0.992465, 1.000000, 0.986301, 1.000000, 0.986301, 0.994832, 0.989879, 0.986595, 1.000000, 0.994429, 0.992806, 0.989691, 0.995238, 0.992958, 0.992519, 
6.0, 0.990312, 1.000000, 0.983562, 1.000000, 0.983562, 0.992248, 0.987854, 0.983914, 1.000000, 0.991643, 0.992806, 0.989691, 0.995238, 0.992958, 0.987531, 
8.0, 0.989236, 1.000000, 0.983562, 0.997214, 0.983562, 0.989664, 0.987854, 0.983914, 1.000000, 0.991643, 0.992806, 0.986254, 0.995238, 0.990610, 0.987531, 
10.0, 0.988159, 1.000000, 0.980822, 0.997214, 0.980822, 0.989664, 0.985830, 0.981233, 1.000000, 0.991643, 0.992806, 0.982818, 0.995238, 0.988263, 0.987531, 
12.0, 0.987083, 1.000000, 0.978082, 0.997214, 0.978082, 0.989664, 0.983806, 0.978552, 1.000000, 0.991643, 0.992806, 0.982818, 0.995238, 0.988263, 0.987531, 
13.0, 0.986006, 1.000000, 0.975342, 0.997214, 0.975342, 0.989664, 0.981781, 0.975871, 1.000000, 0.991643, 0.989209, 0.982818, 0.995238, 0.985915, 0.987531, 
14.0, 0.983854, 0.996324, 0.972603, 0.994429, 0.972603, 0.987080, 0.979757, 0.973190, 0.996324, 0.988858, 0.989209, 0.982818, 0.990476, 0.985915, 0.985037, 
16.0, 0.980624, 0.992647, 0.967123, 0.991643, 0.967123, 0.984496, 0.975709, 0.967828, 0.992647, 0.986072, 0.985612, 0.979381, 0.990476, 0.983568, 0.982544, 
18.0, 0.977395, 0.988971, 0.967123, 0.986072, 0.967123, 0.976744, 0.975709, 0.965147, 0.988971, 0.983287, 0.985612, 0.975945, 0.985714, 0.978873, 0.980050, 
21.0, 0.976319, 0.988971, 0.964384, 0.986072, 0.964384, 0.976744, 0.973684, 0.962466, 0.988971, 0.983287, 0.982014, 0.972509, 0.985714, 0.976526, 0.980050, 
26.0, 0.975242, 0.988971, 0.961644, 0.986072, 0.961644, 0.976744, 0.971660, 0.959786, 0.988971, 0.983287, 0.982014, 0.969072, 0.985714, 0.974178, 0.980050, 
28.0, 0.974166, 0.988971, 0.958904, 0.986072, 0.958904, 0.976744, 0.969636, 0.957105, 0.988971, 0.983287, 0.978417, 0.965636, 0.985714, 0.971831, 0.980050, 
29.0, 0.973089, 0.988971, 0.956164, 0.986072, 0.956164, 0.976744, 0.967611, 0.954424, 0.988971, 0.983287, 0.978417, 0.962199, 0.985714, 0.969484, 0.980050, 
35.0, 0.969860, 0.988971, 0.953425, 0.983287, 0.953425, 0.974160, 0.963563, 0.951743, 0.988971, 0.983287, 0.974820, 0.955326, 0.985714, 0.964789, 0.980050, 
38.0, 0.967707, 0.985294, 0.950685, 0.980501, 0.950685, 0.971576, 0.961538, 0.949062, 0.985294, 0.980501, 0.971223, 0.951890, 0.980952, 0.962441, 0.977556, 
39.0, 0.966631, 0.985294, 0.950685, 0.980501, 0.950685, 0.971576, 0.959514, 0.949062, 0.985294, 0.980501, 0.967626, 0.948454, 0.980952, 0.960094, 0.977556, 
