id,p
0,0.000001
1,0.000000
2,0.000089
3,0.030533
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.001091
9,0.000000
10,0.000000
11,0.030533
12,0.213675
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.017011
22,0.000000
23,0.087350
24,0.000013
25,0.001091
26,0.000000
27,0.000000
28,0.000000
29,0.213675
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000035
37,0.000000
38,0.000000
39,0.001091
40,0.000000
41,0.000000
42,0.030533
43,0.001091
44,0.001091
45,0.001091
46,0.000000
47,0.087350
