id,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,survival_time,survival_status
0,9.998700,0.250200,100.000000,489.050000,605.030000,1497.170000,1304.990000,10.520000,15.490000,394.540000,2318.960000,8763.800000,1.260000,45.610000,371.690000,2388.180000,8114.100000,8.647600,0.030000,369.000000,2319.000000,100.000000,28.420000,17.155100,182.000000,0.000000
1,42.007900,0.840800,100.000000,445.000000,549.220000,1351.770000,1128.290000,3.910000,5.720000,138.410000,2211.900000,8316.160000,1.020000,42.130000,130.450000,2387.950000,8085.190000,9.391800,0.020000,329.000000,2212.000000,100.000000,10.740000,6.339400,54.000000,1.000000
2,10.005200,0.250000,100.000000,489.050000,604.790000,1494.580000,1307.350000,10.520000,15.490000,394.330000,2318.940000,8764.200000,1.260000,45.400000,372.020000,2388.090000,8125.120000,8.720000,0.030000,369.000000,2319.000000,100.000000,28.780000,17.189500,164.000000,1.000000
3,42.001500,0.841900,100.000000,445.000000,549.150000,1353.840000,1128.250000,3.910000,5.710000,137.940000,2211.960000,8315.020000,1.020000,42.110000,130.740000,2388.060000,8084.370000,9.391600,0.020000,330.000000,2212.000000,100.000000,10.480000,6.335100,85.000000,1.000000
4,41.999300,0.841700,100.000000,445.000000,549.890000,1357.650000,1127.350000,3.910000,5.720000,139.230000,2211.930000,8319.100000,1.020000,41.870000,130.500000,2388.020000,8087.260000,9.329500,0.020000,330.000000,2212.000000,100.000000,10.580000,6.401700,147.000000,1.000000
5,24.998300,0.620500,60.000000,462.540000,536.500000,1261.260000,1046.980000,7.050000,9.020000,175.540000,1915.300000,8008.950000,0.940000,36.670000,165.080000,2028.200000,7867.640000,10.861900,0.020000,305.000000,1915.000000,84.930000,14.470000,8.485600,62.000000,1.000000
6,42.000200,0.840000,100.000000,445.000000,549.700000,1345.560000,1113.400000,3.910000,5.710000,138.280000,2211.820000,8313.050000,1.020000,42.030000,130.540000,2387.830000,8078.030000,9.332300,0.020000,330.000000,2212.000000,100.000000,10.470000,6.367100,182.000000,0.000000
7,25.007200,0.620000,60.000000,462.540000,536.970000,1267.770000,1044.390000,7.050000,9.020000,175.560000,1915.250000,8009.320000,0.940000,36.770000,164.290000,2028.160000,7870.700000,10.937700,0.020000,308.000000,1915.000000,84.930000,14.280000,8.520700,172.000000,1.000000
8,20.005100,0.700000,100.000000,491.190000,607.280000,1482.650000,1243.460000,9.350000,13.660000,335.770000,2323.900000,8716.440000,1.080000,44.240000,315.520000,2388.060000,8054.760000,9.176900,0.020000,364.000000,2324.000000,100.000000,24.830000,14.689300,160.000000,1.000000
9,35.001100,0.840400,100.000000,449.440000,555.440000,1361.670000,1119.110000,5.480000,8.000000,194.280000,2223.040000,8347.450000,1.020000,41.830000,183.610000,2388.120000,8072.660000,9.304200,0.020000,333.000000,2223.000000,100.000000,14.990000,9.012100,83.000000,1.000000
10,24.998500,0.620300,60.000000,462.540000,536.400000,1258.690000,1042.460000,7.050000,9.030000,175.520000,1915.520000,8012.740000,0.940000,36.370000,164.650000,2028.350000,7878.420000,10.831900,0.020000,306.000000,1915.000000,84.930000,14.280000,8.547100,161.000000,1.000000
11,25.004700,0.621400,60.000000,462.540000,537.120000,1262.120000,1051.730000,7.050000,9.030000,174.810000,1915.320000,8013.580000,0.940000,36.820000,164.460000,2028.200000,7875.900000,10.891200,0.020000,306.000000,1915.000000,84.930000,14.290000,8.477300,73.000000,1.000000
12,42.005300,0.841700,100.000000,445.000000,549.260000,1350.690000,1112.970000,3.910000,5.710000,138.320000,2211.820000,8311.110000,1.020000,42.020000,130.500000,2387.900000,8081.040000,9.332800,0.020000,329.000000,2212.000000,100.000000,10.760000,6.456600,163.000000,1.000000
13,42.006900,0.840000,100.000000,445.000000,549.130000,1354.730000,1131.560000,3.910000,5.720000,139.470000,2211.800000,8316.250000,1.020000,42.320000,130.010000,2387.860000,8078.990000,9.354600,0.020000,331.000000,2212.000000,100.000000,10.710000,6.500500,159.000000,1.000000
14,20.003400,0.700000,100.000000,491.190000,607.590000,1485.580000,1247.200000,9.350000,13.650000,334.880000,2323.870000,8722.490000,1.080000,44.330000,315.010000,2388.030000,8054.720000,9.238800,0.020000,363.000000,2324.000000,100.000000,24.560000,14.660900,164.000000,1.000000
15,24.998400,0.620000,60.000000,462.540000,537.170000,1256.700000,1046.790000,7.050000,9.020000,175.710000,1915.170000,8007.070000,0.940000,36.650000,163.770000,2028.090000,7865.510000,10.862000,0.020000,306.000000,1915.000000,84.930000,14.220000,8.526800,87.000000,1.000000
16,42.000300,0.841500,100.000000,445.000000,549.590000,1346.700000,1119.850000,3.910000,5.710000,138.780000,2212.050000,8319.700000,1.020000,41.910000,130.550000,2388.100000,8089.860000,9.350600,0.020000,330.000000,2212.000000,100.000000,10.640000,6.387700,182.000000,0.000000
