id,p
0,0.000001
1,0.000001
2,0.008933
3,0.000237
4,0.000237
5,1.000000
6,0.000000
7,1.000000
8,0.000001
9,0.000001
10,0.008933
11,1.000000
12,0.000000
13,1.000000
14,0.131928
15,0.000000
16,1.000000
17,0.131928
18,0.000000
19,0.000002
20,1.000000
21,1.000000
22,0.000000
23,0.000000
24,0.044714
25,1.000000
26,0.000000
27,0.000000
28,0.000237
29,1.000000
30,0.000000
31,0.000000
32,0.000237
33,0.044714
34,0.000001
35,0.000000
36,0.001337
37,0.000000
38,0.000237
39,0.000000
40,1.000000
41,1.000000
42,0.000000
