time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
0.5, 0.990741, 0.939394, 1.000000, 0.968254, 1.000000, 0.978495, 1.000000, 1.000000, 0.939394, 1.000000, 0.952381, 
31.0, 0.981481, 0.878788, 1.000000, 0.936508, 1.000000, 0.956989, 1.000000, 1.000000, 0.909091, 1.000000, 0.928571, 
32.0, 0.976852, 0.878788, 1.000000, 0.936508, 1.000000, 0.956989, 1.000000, 1.000000, 0.909091, 0.990741, 0.928571, 
60.0, 0.972222, 0.878788, 1.000000, 0.920635, 1.000000, 0.946237, 1.000000, 1.000000, 0.878788, 0.990741, 0.904762, 
61.0, 0.962963, 0.818182, 1.000000, 0.888889, 1.000000, 0.924731, 1.000000, 1.000000, 0.818182, 0.990741, 0.857143, 
152.0, 0.958333, 0.818182, 1.000000, 0.888889, 1.000000, 0.924731, 0.981818, 1.000000, 0.818182, 0.981481, 0.857143, 
153.0, 0.953704, 0.787879, 1.000000, 0.873016, 1.000000, 0.913978, 0.981818, 1.000000, 0.787879, 0.981481, 0.833333, 
277.0, 0.949074, 0.757576, 1.000000, 0.857143, 1.000000, 0.903226, 0.981818, 1.000000, 0.757576, 0.981481, 0.809524, 
362.0, 0.944444, 0.757576, 1.000000, 0.857143, 1.000000, 0.903226, 0.981818, 0.987179, 0.757576, 0.972222, 0.809524, 
365.0, 0.939815, 0.727273, 1.000000, 0.841270, 1.000000, 0.892473, 0.981818, 0.987179, 0.727273, 0.972222, 0.785714, 
499.0, 0.935185, 0.727273, 1.000000, 0.825397, 1.000000, 0.881720, 0.981818, 0.987179, 0.727273, 0.972222, 0.785714, 
518.0, 0.925926, 0.696970, 1.000000, 0.793651, 1.000000, 0.860215, 0.981818, 0.987179, 0.696970, 0.972222, 0.761905, 
547.0, 0.921296, 0.666667, 1.000000, 0.777778, 1.000000, 0.849462, 0.981818, 0.987179, 0.666667, 0.972222, 0.738095, 
566.0, 0.916667, 0.636364, 1.000000, 0.761905, 1.000000, 0.838710, 0.981818, 0.987179, 0.636364, 0.972222, 0.714286, 
638.0, 0.912037, 0.606061, 1.000000, 0.746032, 1.000000, 0.827957, 0.981818, 0.987179, 0.636364, 0.972222, 0.714286, 
760.0, 0.907407, 0.575758, 1.000000, 0.730159, 1.000000, 0.817204, 0.981818, 0.987179, 0.606061, 0.972222, 0.690476, 
791.0, 0.902778, 0.545455, 1.000000, 0.714286, 1.000000, 0.806452, 0.981818, 0.987179, 0.575758, 0.972222, 0.666667, 
792.0, 0.898148, 0.545455, 1.000000, 0.714286, 1.000000, 0.806452, 0.981818, 0.987179, 0.575758, 0.962963, 0.666667, 
809.0, 0.893519, 0.545455, 1.000000, 0.714286, 1.000000, 0.806452, 0.963636, 0.987179, 0.575758, 0.953704, 0.666667, 
822.0, 0.888889, 0.545455, 1.000000, 0.714286, 1.000000, 0.806452, 0.963636, 0.987179, 0.575758, 0.944444, 0.666667, 
845.0, 0.884259, 0.515152, 1.000000, 0.698413, 1.000000, 0.795699, 0.963636, 0.987179, 0.575758, 0.944444, 0.666667, 
1077.0, 0.879630, 0.515152, 1.000000, 0.698413, 1.000000, 0.795699, 0.963636, 0.987179, 0.575758, 0.935185, 0.666667, 
1125.0, 0.875000, 0.484848, 1.000000, 0.682540, 1.000000, 0.784946, 0.963636, 0.987179, 0.575758, 0.935185, 0.666667, 
1369.0, 0.870370, 0.454545, 1.000000, 0.666667, 1.000000, 0.774194, 0.963636, 0.987179, 0.575758, 0.935185, 0.666667, 
1392.0, 0.865741, 0.454545, 1.000000, 0.650794, 1.000000, 0.763441, 0.963636, 0.987179, 0.575758, 0.935185, 0.666667, 
1434.0, 0.861111, 0.454545, 1.000000, 0.634921, 1.000000, 0.752688, 0.963636, 0.987179, 0.545455, 0.935185, 0.642857, 
1492.0, 0.856481, 0.454545, 1.000000, 0.619048, 1.000000, 0.741935, 0.963636, 0.987179, 0.515152, 0.935185, 0.619048, 
1554.0, 0.851852, 0.454545, 1.000000, 0.619048, 1.000000, 0.741935, 0.963636, 0.987179, 0.515152, 0.925926, 0.619048, 
1625.0, 0.847222, 0.424242, 1.000000, 0.603175, 1.000000, 0.731183, 0.963636, 0.987179, 0.515152, 0.925926, 0.619048, 
1673.0, 0.842593, 0.424242, 1.000000, 0.603175, 1.000000, 0.731183, 0.963636, 0.974359, 0.515152, 0.916667, 0.619048, 
1674.0, 0.837963, 0.424242, 1.000000, 0.587302, 1.000000, 0.720430, 0.963636, 0.974359, 0.484848, 0.916667, 0.595238, 
1706.0, 0.828704, 0.424242, 1.000000, 0.571429, 1.000000, 0.709677, 0.963636, 0.961538, 0.484848, 0.907407, 0.595238, 
1766.0, 0.824074, 0.424242, 1.000000, 0.571429, 1.000000, 0.709677, 0.963636, 0.948718, 0.484848, 0.898148, 0.595238, 
1767.0, 0.814815, 0.424242, 1.000000, 0.555556, 1.000000, 0.698925, 0.963636, 0.948718, 0.454545, 0.898148, 0.571429, 
1815.0, 0.810185, 0.424242, 1.000000, 0.555556, 1.000000, 0.688172, 0.963636, 0.948718, 0.454545, 0.898148, 0.547619, 
1826.0, 0.805556, 0.424242, 1.000000, 0.555556, 1.000000, 0.677419, 0.963636, 0.948718, 0.454545, 0.898148, 0.547619, 
1851.0, 0.800926, 0.424242, 1.000000, 0.555556, 1.000000, 0.666667, 0.963636, 0.948718, 0.454545, 0.898148, 0.547619, 
1857.0, 0.796296, 0.424242, 1.000000, 0.539683, 1.000000, 0.655914, 0.963636, 0.948718, 0.454545, 0.898148, 0.547619, 
2006.0, 0.791667, 0.393939, 1.000000, 0.523810, 1.000000, 0.645161, 0.963636, 0.948718, 0.424242, 0.898148, 0.523810, 
2010.0, 0.787037, 0.393939, 1.000000, 0.523810, 1.000000, 0.634409, 0.963636, 0.948718, 0.424242, 0.898148, 0.500000, 
2099.0, 0.782407, 0.363636, 1.000000, 0.507937, 1.000000, 0.623656, 0.963636, 0.948718, 0.393939, 0.898148, 0.476190, 
2121.0, 0.777778, 0.363636, 1.000000, 0.507937, 1.000000, 0.623656, 0.963636, 0.948718, 0.393939, 0.888889, 0.476190, 
2223.0, 0.768519, 0.363636, 1.000000, 0.492063, 1.000000, 0.612903, 0.945455, 0.948718, 0.363636, 0.879630, 0.452381, 
2236.0, 0.763889, 0.363636, 1.000000, 0.492063, 1.000000, 0.612903, 0.945455, 0.935897, 0.363636, 0.870370, 0.452381, 
2345.0, 0.759259, 0.363636, 1.000000, 0.492063, 1.000000, 0.602151, 0.945455, 0.935897, 0.363636, 0.870370, 0.428571, 
2400.0, 0.754630, 0.333333, 1.000000, 0.476190, 1.000000, 0.591398, 0.945455, 0.935897, 0.363636, 0.870370, 0.428571, 
2403.0, 0.750000, 0.333333, 1.000000, 0.476190, 1.000000, 0.591398, 0.945455, 0.923077, 0.363636, 0.861111, 0.428571, 
2422.0, 0.745370, 0.303030, 1.000000, 0.460317, 1.000000, 0.580645, 0.945455, 0.923077, 0.333333, 0.861111, 0.404762, 
2434.0, 0.740741, 0.303030, 1.000000, 0.460317, 1.000000, 0.569892, 0.945455, 0.923077, 0.333333, 0.861111, 0.404762, 
2435.0, 0.731481, 0.303030, 1.000000, 0.460317, 1.000000, 0.559140, 0.945455, 0.910256, 0.333333, 0.851852, 0.380952, 
2466.0, 0.726852, 0.303030, 1.000000, 0.460317, 1.000000, 0.559140, 0.945455, 0.910256, 0.333333, 0.842593, 0.380952, 
2587.0, 0.722222, 0.272727, 1.000000, 0.444444, 1.000000, 0.548387, 0.945455, 0.910256, 0.333333, 0.842593, 0.380952, 
2678.0, 0.717593, 0.272727, 1.000000, 0.444444, 1.000000, 0.548387, 0.945455, 0.897436, 0.333333, 0.833333, 0.380952, 
2815.0, 0.712963, 0.272727, 1.000000, 0.444444, 1.000000, 0.537634, 0.945455, 0.897436, 0.333333, 0.833333, 0.357143, 
2833.0, 0.708333, 0.272727, 1.000000, 0.444444, 1.000000, 0.537634, 0.945455, 0.897436, 0.333333, 0.824074, 0.357143, 
2844.0, 0.703704, 0.272727, 1.000000, 0.444444, 1.000000, 0.526882, 0.945455, 0.897436, 0.333333, 0.824074, 0.333333, 
2860.0, 0.699074, 0.272727, 1.000000, 0.428571, 1.000000, 0.516129, 0.945455, 0.897436, 0.333333, 0.824074, 0.333333, 
2961.0, 0.694444, 0.272727, 0.978261, 0.428571, 0.978261, 0.516129, 0.927273, 0.884615, 0.333333, 0.814815, 0.333333, 
2983.0, 0.689815, 0.272727, 0.978261, 0.412698, 0.978261, 0.505376, 0.927273, 0.884615, 0.333333, 0.814815, 0.333333, 
2989.0, 0.685185, 0.272727, 0.956522, 0.412698, 0.956522, 0.505376, 0.909091, 0.871795, 0.333333, 0.805556, 0.333333, 
3010.0, 0.680556, 0.272727, 0.956522, 0.412698, 0.956522, 0.505376, 0.909091, 0.871795, 0.333333, 0.805556, 0.333333, 
3012.0, 0.671296, 0.242424, 0.956522, 0.396825, 0.956522, 0.494624, 0.909091, 0.871795, 0.303030, 0.805556, 0.309524, 
3014.0, 0.666667, 0.212121, 0.956522, 0.380952, 0.956522, 0.483871, 0.909091, 0.871795, 0.303030, 0.805556, 0.309524, 
3027.0, 0.662037, 0.212121, 0.934783, 0.380952, 0.934783, 0.483871, 0.890909, 0.858974, 0.303030, 0.796296, 0.309524, 
3068.0, 0.657407, 0.181818, 0.934783, 0.365079, 0.934783, 0.473118, 0.890909, 0.858974, 0.303030, 0.796296, 0.309524, 
3167.0, 0.652778, 0.151515, 0.934783, 0.349206, 0.934783, 0.462366, 0.890909, 0.858974, 0.272727, 0.796296, 0.285714, 
3186.0, 0.648148, 0.121212, 0.934783, 0.333333, 0.934783, 0.451613, 0.890909, 0.858974, 0.242424, 0.796296, 0.261905, 
3226.0, 0.643519, 0.121212, 0.934783, 0.333333, 0.934783, 0.451613, 0.890909, 0.858974, 0.242424, 0.796296, 0.261905, 
3227.0, 0.638889, 0.121212, 0.913043, 0.333333, 0.913043, 0.451613, 0.872727, 0.846154, 0.242424, 0.787037, 0.261905, 
3275.0, 0.634259, 0.121212, 0.913043, 0.333333, 0.913043, 0.451613, 0.872727, 0.846154, 0.242424, 0.777778, 0.261905, 
3316.0, 0.629630, 0.121212, 0.913043, 0.333333, 0.913043, 0.451613, 0.872727, 0.846154, 0.242424, 0.768519, 0.261905, 
3382.0, 0.625000, 0.121212, 0.913043, 0.333333, 0.913043, 0.451613, 0.854545, 0.833333, 0.242424, 0.759259, 0.261905, 
3448.0, 0.620370, 0.121212, 0.913043, 0.333333, 0.913043, 0.440860, 0.854545, 0.833333, 0.242424, 0.759259, 0.238095, 
3511.0, 0.615741, 0.121212, 0.913043, 0.333333, 0.913043, 0.440860, 0.854545, 0.820513, 0.242424, 0.750000, 0.238095, 
3560.0, 0.611111, 0.121212, 0.913043, 0.333333, 0.913043, 0.440860, 0.854545, 0.820513, 0.242424, 0.740741, 0.238095, 
3562.0, 0.606481, 0.121212, 0.913043, 0.333333, 0.913043, 0.440860, 0.854545, 0.820513, 0.242424, 0.740741, 0.238095, 
3658.0, 0.601852, 0.121212, 0.913043, 0.333333, 0.913043, 0.440860, 0.854545, 0.820513, 0.242424, 0.731481, 0.238095, 
3776.0, 0.597222, 0.121212, 0.891304, 0.333333, 0.891304, 0.440860, 0.836364, 0.807692, 0.242424, 0.722222, 0.238095, 
3855.0, 0.592593, 0.121212, 0.891304, 0.333333, 0.891304, 0.440860, 0.836364, 0.794872, 0.242424, 0.712963, 0.238095, 
3932.0, 0.587963, 0.090909, 0.891304, 0.317460, 0.891304, 0.430108, 0.836364, 0.794872, 0.242424, 0.712963, 0.238095, 
3943.0, 0.583333, 0.090909, 0.891304, 0.317460, 0.891304, 0.419355, 0.836364, 0.794872, 0.242424, 0.712963, 0.238095, 
3962.0, 0.578704, 0.090909, 0.891304, 0.301587, 0.891304, 0.408602, 0.836364, 0.794872, 0.242424, 0.712963, 0.238095, 
4065.0, 0.574074, 0.090909, 0.891304, 0.301587, 0.891304, 0.408602, 0.818182, 0.794872, 0.242424, 0.703704, 0.238095, 
4066.0, 0.569444, 0.090909, 0.891304, 0.301587, 0.891304, 0.408602, 0.818182, 0.794872, 0.242424, 0.703704, 0.238095, 
4119.0, 0.564815, 0.090909, 0.891304, 0.285714, 0.891304, 0.397849, 0.818182, 0.794872, 0.242424, 0.703704, 0.238095, 
