attribute,value
dysp1,"(-inf, 1.5>"
dysp1,"(1.5, inf)"
agepill,"(-inf, 40.0>"
agepill,"(40.0, 41.5>"
agepill,"(41.5, 42.5>"
agepill,"(42.5, 43.5>"
agepill,"(43.5, 48.5>"
agepill,"(48.5, 49.5>"
agepill,"(49.5, 53.5>"
agepill,"(53.5, 55.5>"
agepill,"(55.5, 60.5>"
agepill,"(60.5, 61.5>"
agepill,"(61.5, 62.5>"
agepill,"(62.5, 66.0>"
agepill,"(66.0, inf)"
moddysp,{Worst isn't moderate}
sex,{Male}
sex,{Female}
smoke,{Ever}
smoke,{Never}
stdagepill,"(-inf, -3.181818>"
stdagepill,"(-3.181818, -1.909091>"
stdagepill,"(-1.909091, -1.5454545>"
stdagepill,"(-1.5454545, -1.0>"
stdagepill,"(-1.0, -0.090909>"
stdagepill,"(-0.090909, 1.363636>"
stdagepill,"(1.363636, inf)"
drink,{Never}
basehist,{Normal}
