time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
18.0, 0.991031, 0.974359, 1.000000, 0.985507, 0.990909, 0.986842, 1.000000, 1.000000, 0.975000, 1.000000, 0.972222, 0.990741, 1.000000, 
19.0, 0.982063, 0.948718, 1.000000, 0.971014, 0.990909, 0.960526, 1.000000, 1.000000, 0.975000, 1.000000, 0.972222, 0.990741, 0.933333, 
20.0, 0.977578, 0.948718, 1.000000, 0.971014, 0.981818, 0.960526, 1.000000, 1.000000, 0.975000, 1.000000, 0.972222, 0.981481, 0.933333, 
22.0, 0.973094, 0.948718, 1.000000, 0.971014, 0.981818, 0.960526, 1.000000, 1.000000, 0.975000, 0.982759, 0.972222, 0.972222, 0.933333, 
23.0, 0.968610, 0.923077, 1.000000, 0.956522, 0.981818, 0.947368, 1.000000, 1.000000, 0.950000, 0.982759, 0.944444, 0.972222, 0.933333, 
27.0, 0.959641, 0.871795, 1.000000, 0.927536, 0.981818, 0.947368, 1.000000, 1.000000, 0.900000, 0.982759, 0.888889, 0.972222, 0.933333, 
28.0, 0.950673, 0.871795, 1.000000, 0.927536, 0.963636, 0.934211, 1.000000, 1.000000, 0.900000, 0.982759, 0.888889, 0.953704, 0.933333, 
33.0, 0.946188, 0.871795, 1.000000, 0.927536, 0.963636, 0.934211, 1.000000, 1.000000, 0.900000, 0.982759, 0.888889, 0.944444, 0.933333, 
36.0, 0.941704, 0.871795, 1.000000, 0.927536, 0.963636, 0.934211, 1.000000, 1.000000, 0.900000, 0.982759, 0.888889, 0.935185, 0.933333, 
38.0, 0.937220, 0.846154, 1.000000, 0.913043, 0.963636, 0.921053, 1.000000, 1.000000, 0.875000, 0.982759, 0.861111, 0.935185, 0.933333, 
41.0, 0.932735, 0.820513, 1.000000, 0.898551, 0.963636, 0.907895, 1.000000, 1.000000, 0.875000, 0.982759, 0.861111, 0.935185, 0.900000, 
46.0, 0.928251, 0.794872, 1.000000, 0.884058, 0.963636, 0.894737, 1.000000, 1.000000, 0.850000, 0.982759, 0.833333, 0.935185, 0.900000, 
47.0, 0.919283, 0.769231, 1.000000, 0.869565, 0.963636, 0.894737, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.925926, 0.900000, 
50.0, 0.910314, 0.769231, 1.000000, 0.869565, 0.954545, 0.881579, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.916667, 0.900000, 
53.0, 0.905830, 0.769231, 1.000000, 0.869565, 0.945455, 0.868421, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.916667, 0.900000, 
55.0, 0.901345, 0.743590, 1.000000, 0.855072, 0.945455, 0.855263, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.916667, 0.866667, 
57.0, 0.896861, 0.743590, 0.987500, 0.855072, 0.936364, 0.855263, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.916667, 0.866667, 
58.0, 0.892377, 0.743590, 0.987500, 0.855072, 0.936364, 0.855263, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.907407, 0.866667, 
61.0, 0.887892, 0.743590, 0.987500, 0.855072, 0.936364, 0.842105, 1.000000, 1.000000, 0.825000, 0.982759, 0.805556, 0.907407, 0.866667, 
62.0, 0.874439, 0.692308, 0.987500, 0.826087, 0.927273, 0.815789, 1.000000, 1.000000, 0.800000, 0.982759, 0.777778, 0.907407, 0.833333, 
64.0, 0.865471, 0.666667, 0.987500, 0.797101, 0.927273, 0.802632, 1.000000, 1.000000, 0.750000, 0.982759, 0.722222, 0.907407, 0.800000, 
65.0, 0.860987, 0.666667, 0.987500, 0.797101, 0.918182, 0.789474, 1.000000, 1.000000, 0.750000, 0.982759, 0.722222, 0.898148, 0.800000, 
66.0, 0.856502, 0.666667, 0.987500, 0.782609, 0.918182, 0.789474, 1.000000, 1.000000, 0.725000, 0.982759, 0.694444, 0.898148, 0.800000, 
69.0, 0.852018, 0.641026, 0.987500, 0.768116, 0.918182, 0.776316, 1.000000, 1.000000, 0.700000, 0.982759, 0.666667, 0.898148, 0.800000, 
70.0, 0.847534, 0.641026, 0.987500, 0.768116, 0.918182, 0.776316, 1.000000, 1.000000, 0.700000, 0.982759, 0.666667, 0.898148, 0.800000, 
71.0, 0.843049, 0.615385, 0.987500, 0.753623, 0.918182, 0.776316, 1.000000, 1.000000, 0.675000, 0.982759, 0.638889, 0.898148, 0.800000, 
73.0, 0.834081, 0.589744, 0.975000, 0.739130, 0.909091, 0.763158, 1.000000, 1.000000, 0.675000, 0.982759, 0.638889, 0.888889, 0.766667, 
77.0, 0.829596, 0.564103, 0.975000, 0.724638, 0.909091, 0.750000, 1.000000, 1.000000, 0.650000, 0.982759, 0.611111, 0.888889, 0.766667, 
80.0, 0.825112, 0.564103, 0.962500, 0.724638, 0.900000, 0.750000, 1.000000, 1.000000, 0.650000, 0.982759, 0.611111, 0.888889, 0.766667, 
81.0, 0.811659, 0.512821, 0.950000, 0.695652, 0.890909, 0.723684, 1.000000, 1.000000, 0.625000, 0.982759, 0.583333, 0.879630, 0.766667, 
83.0, 0.807175, 0.512821, 0.937500, 0.695652, 0.881818, 0.723684, 1.000000, 1.000000, 0.625000, 0.982759, 0.583333, 0.879630, 0.766667, 
86.0, 0.802691, 0.487179, 0.937500, 0.681159, 0.881818, 0.710526, 1.000000, 1.000000, 0.625000, 0.982759, 0.583333, 0.879630, 0.766667, 
87.0, 0.793722, 0.461538, 0.925000, 0.666667, 0.872727, 0.697368, 0.973684, 1.000000, 0.625000, 0.982759, 0.583333, 0.870370, 0.733333, 
89.0, 0.789238, 0.461538, 0.925000, 0.666667, 0.863636, 0.684211, 0.973684, 1.000000, 0.625000, 0.982759, 0.583333, 0.870370, 0.733333, 
93.0, 0.784753, 0.435897, 0.925000, 0.652174, 0.863636, 0.671053, 0.973684, 1.000000, 0.600000, 0.982759, 0.555556, 0.870370, 0.733333, 
94.0, 0.780269, 0.410256, 0.925000, 0.637681, 0.863636, 0.657895, 0.973684, 1.000000, 0.600000, 0.982759, 0.555556, 0.870370, 0.700000, 
96.0, 0.771300, 0.358974, 0.925000, 0.608696, 0.863636, 0.644737, 0.973684, 1.000000, 0.575000, 0.982759, 0.527778, 0.870370, 0.666667, 
97.0, 0.762332, 0.358974, 0.925000, 0.608696, 0.863636, 0.644737, 0.973684, 1.000000, 0.575000, 0.965517, 0.527778, 0.851852, 0.666667, 
98.0, 0.753363, 0.358974, 0.912500, 0.608696, 0.854545, 0.631579, 0.973684, 1.000000, 0.575000, 0.965517, 0.527778, 0.842593, 0.633333, 
101.0, 0.739910, 0.282051, 0.912500, 0.565217, 0.854545, 0.618421, 0.973684, 1.000000, 0.500000, 0.965517, 0.444444, 0.842593, 0.633333, 
102.0, 0.735426, 0.256410, 0.912500, 0.550725, 0.854545, 0.618421, 0.973684, 1.000000, 0.475000, 0.965517, 0.416667, 0.842593, 0.633333, 
104.0, 0.730942, 0.230769, 0.912500, 0.536232, 0.854545, 0.605263, 0.973684, 1.000000, 0.450000, 0.965517, 0.388889, 0.842593, 0.633333, 
105.0, 0.726457, 0.230769, 0.900000, 0.536232, 0.845455, 0.605263, 0.947368, 1.000000, 0.450000, 0.948276, 0.388889, 0.833333, 0.633333, 
106.0, 0.713004, 0.230769, 0.875000, 0.536232, 0.818182, 0.592105, 0.921053, 1.000000, 0.450000, 0.931034, 0.388889, 0.805556, 0.633333, 
107.0, 0.708520, 0.205128, 0.875000, 0.521739, 0.818182, 0.578947, 0.921053, 1.000000, 0.450000, 0.931034, 0.388889, 0.805556, 0.600000, 
109.0, 0.699552, 0.179487, 0.862500, 0.507246, 0.809091, 0.578947, 0.894737, 1.000000, 0.425000, 0.931034, 0.361111, 0.796296, 0.600000, 
110.0, 0.695067, 0.153846, 0.862500, 0.492754, 0.809091, 0.565789, 0.894737, 1.000000, 0.425000, 0.931034, 0.361111, 0.796296, 0.566667, 
111.0, 0.686099, 0.153846, 0.862500, 0.478261, 0.800000, 0.539474, 0.894737, 1.000000, 0.425000, 0.931034, 0.361111, 0.787037, 0.533333, 
114.0, 0.668161, 0.128205, 0.850000, 0.449275, 0.781818, 0.500000, 0.868421, 1.000000, 0.400000, 0.931034, 0.333333, 0.787037, 0.500000, 
