id,p
0,0.000103
1,0.000007
2,0.000850
3,0.000434
4,0.000001
5,0.000017
6,0.001619
7,0.000000
8,0.000000
9,0.000001
10,0.000001
11,0.000048
12,0.000001
13,0.000022
14,0.000001
15,0.000001
16,0.000001
17,0.000001
18,0.000103
19,0.000048
20,0.000048
21,0.000434
22,0.000000
23,0.000017
24,0.000017
25,0.000001
26,0.000001
27,0.000001
28,0.000007
29,0.000000
30,0.000003
31,0.000001
32,0.000000
33,0.000000
34,0.000434
35,0.000434
36,0.000001
37,0.000017
38,0.000215
39,0.000003
40,0.000000
41,0.000017
42,0.000000
43,0.000000
44,0.000003
45,0.000850
46,0.000434
47,0.000000
48,0.000003
49,0.000048
50,0.000000
51,0.000103
52,0.000850
53,0.000007
54,0.000003
55,0.000022
56,0.000017
57,0.000001
58,0.000001
59,0.000215
60,0.000000
61,0.000000
62,0.000000
63,0.000001
64,0.001619
65,0.000434
66,0.000000
67,0.000000
68,0.000000
69,0.000434
70,0.000007
71,0.000017
72,0.000001
73,0.000003
74,0.000001
75,0.000434
76,0.000003
77,0.000103
78,0.000002
79,0.000001
80,0.000001
81,0.000001
82,0.000103
83,0.000001
84,0.000000
85,0.000007
86,0.000007
87,0.000434
88,0.000017
89,0.000000
90,0.000048
91,0.000048
92,0.000001
93,0.000000
94,0.000003
95,0.000007
96,0.000000
97,0.000434
98,0.000022
99,0.000000
