id,distance,n_actions
0,0.002354,1
1,0.002354,1
2,0.007355,1
3,0.011768,1
4,0.007061,1
5,0.022727,1
6,0.006178,1
7,0.005001,1
8,0.015299,1
9,0.000294,1
10,0.002648,1
11,0.006178,1
12,0.017161,1
13,0.005001,1
14,0.068182,1
15,0.025890,1
16,0.012062,1
17,0.015004,1
18,0.004707,1
19,0.016698,1
20,0.025890,1
21,0.002942,1
22,0.022065,1
23,0.000883,1
24,0.009508,1
25,0.000883,1
26,0.000464,1
27,0.001855,1
28,0.009276,1
29,0.012357,1
30,0.007649,1
31,0.000883,1
32,0.022736,2
33,0.012062,1
34,0.000294,1
35,0.004707,1
36,0.007355,1
37,0.002354,1
38,0.007189,1
39,0.020006,1
40,0.001177,1
41,0.000883,1
42,0.068182,1
43,0.003015,1
44,0.068182,1
45,0.032132,1
46,0.021336,1
47,0.005884,1
48,0.000588,1
49,0.000883,1
50,0.009740,1
51,0.002354,1
52,0.017509,1
53,0.008826,1
54,0.003711,1
55,0.000515,1
56,0.006957,1
57,0.005884,1
58,0.002354,1
59,0.045455,1
60,0.002942,1
61,0.003530,1
62,0.000883,1
63,0.037070,1
64,0.011827,1
65,0.013239,1
66,0.000588,1
67,0.013828,1
68,0.001623,1
69,0.005884,1
70,0.003825,1
71,0.000883,1
72,0.000588,1
73,0.008465,1
74,0.008117,1
75,0.007355,1
76,0.018829,1
77,0.022727,1
78,0.012651,1
79,0.001471,1
80,0.013533,1
81,0.001471,1
82,0.045455,1
83,0.011364,1
84,0.007885,1
85,0.006178,1
86,0.014710,1
87,0.005102,1
88,0.045455,1
89,0.000232,1
90,0.028177,1
91,0.068182,1
92,0.026773,1
93,0.002059,1
94,0.000441,1
95,0.045455,1
96,0.005001,1
97,0.011474,1
98,0.004413,1
99,0.001177,1
100,0.004754,1
101,0.005296,1
102,0.002354,1
103,0.005566,1
104,0.009120,1
105,0.068182,1
106,0.068182,1
107,0.008238,1
108,0.005001,1
109,0.000000,0
110,0.003530,1
111,0.007061,1
112,0.004406,1
113,0.068182,1
114,0.012291,1
