id,left,right
0,437,22
1,299,22
2,153,22
3,299,41
4,22,41
5,1011,25
6,437,22
7,437,22
8,299,41
9,153,41
10,437,41
11,437,22
12,460,20
13,437,41
14,1011,25
15,0,22
16,299,41
17,299,33
18,437,22
19,460,20
20,12,41
21,437,22
22,299,33
23,437,41
24,76,20
25,437,22
26,30,20
27,176,20
28,76,20
29,299,153
30,153,22
31,437,41
32,6,60
33,299,33
34,41,33
35,437,22
36,153,22
37,437,41
38,460,20
39,299,41
40,299,22
41,153,33
42,1011,25
43,24,20
44,1011,25
45,281,20
46,460,20
47,437,41
48,437,41
49,437,33
50,460,20
51,299,22
52,460,20
53,299,41
54,3,20
55,437,41
56,30,20
57,437,22
58,437,22
59,1011,25
60,437,22
61,437,41
62,437,41
63,9,41
64,460,20
65,299,22
66,153,41
67,299,41
68,30,20
69,299,22
70,437,41
71,153,33
72,153,41
73,460,20
74,32,20
75,153,22
76,12,22
77,1011,25
78,299,41
79,8,41
80,299,22
81,8,41
82,1011,25
83,33,20
84,460,20
85,437,41
86,299,41
87,26,20
88,1011,25
89,20,20
90,460,20
91,1011,25
92,1,33
93,437,41
94,153,41
95,1011,25
96,437,22
97,299,41
98,437,41
99,437,41
100,26,20
101,437,22
102,354,20
103,30,20
104,299,41
105,1011,25
106,1011,25
107,299,22
108,437,22
109,22,22
110,437,41
111,32,20
112,26,20
113,1011,25
114,13,20
