id,left,right
0,30,23
1,188,64
2,188,64
3,32,23
4,75,23
5,30,23
6,42,64
7,23,23
8,32,23
9,70,23
10,188,64
11,188,64
12,35,23
13,188,64
14,35,64
15,25,23
16,75,23
17,16,64
18,25,23
19,32,23
20,30,23
21,70,23
22,42,64
23,70,64
24,23,23
25,30,23
26,188,64
27,188,64
28,32,23
29,30,23
30,30,23
31,17,61
32,35,64
33,70,23
34,188,64
35,70,64
36,75,23
37,18,64
38,70,64
39,188,64
40,25,23
41,188,64
42,75,23
43,75,23
44,17,61
45,70,23
46,18,64
47,75,23
48,70,23
49,35,23
50,75,23
51,35,23
52,70,23
53,25,23
54,188,64
55,25,23
56,25,23
57,70,23
58,188,64
59,25,23
60,32,23
61,35,23
62,42,64
63,188,64
64,13,23
65,188,64
66,188,64
67,70,23
68,70,64
69,75,23
70,35,23
71,188,64
72,25,23
73,35,23
74,75,23
75,6,23
76,70,64
77,70,23
78,42,64
79,75,23
80,42,64
81,25,23
82,188,64
83,42,64
84,70,23
85,25,23
