time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
18.0, 0.995536, 1.000000, 0.987805, 1.000000, 0.990385, 1.000000, 1.000000, 1.000000, 1.000000, 0.986486, 1.000000, 1.000000, 1.000000, 
19.0, 0.986607, 1.000000, 0.987805, 1.000000, 0.980769, 0.970588, 1.000000, 1.000000, 1.000000, 0.986486, 1.000000, 0.976471, 1.000000, 
20.0, 0.982143, 1.000000, 0.987805, 1.000000, 0.980769, 0.970588, 1.000000, 1.000000, 1.000000, 0.986486, 1.000000, 0.964706, 1.000000, 
22.0, 0.977679, 1.000000, 0.987805, 1.000000, 0.980769, 0.970588, 1.000000, 1.000000, 1.000000, 0.986486, 1.000000, 0.952941, 1.000000, 
23.0, 0.973214, 1.000000, 0.987805, 1.000000, 0.971154, 0.955882, 1.000000, 1.000000, 0.967742, 0.986486, 0.975610, 0.941176, 1.000000, 
27.0, 0.968750, 0.969697, 0.987805, 0.984127, 0.971154, 0.941176, 1.000000, 1.000000, 0.935484, 0.986486, 0.951220, 0.941176, 1.000000, 
28.0, 0.959821, 0.969697, 0.975610, 0.984127, 0.961538, 0.941176, 1.000000, 1.000000, 0.935484, 0.972973, 0.951220, 0.929412, 0.970588, 
33.0, 0.950893, 0.969697, 0.975610, 0.968254, 0.961538, 0.941176, 1.000000, 1.000000, 0.935484, 0.959459, 0.951220, 0.917647, 0.970588, 
36.0, 0.941964, 0.939394, 0.975610, 0.952381, 0.961538, 0.926471, 1.000000, 1.000000, 0.903226, 0.959459, 0.926829, 0.894118, 0.970588, 
46.0, 0.937500, 0.909091, 0.975610, 0.936508, 0.961538, 0.911765, 1.000000, 1.000000, 0.870968, 0.959459, 0.902439, 0.882353, 0.970588, 
47.0, 0.928571, 0.909091, 0.963415, 0.936508, 0.951923, 0.911765, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.882353, 0.970588, 
50.0, 0.919643, 0.909091, 0.951220, 0.936508, 0.942308, 0.911765, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.870588, 0.970588, 
53.0, 0.915179, 0.909091, 0.939024, 0.936508, 0.932692, 0.911765, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.870588, 0.970588, 
55.0, 0.910714, 0.878788, 0.939024, 0.920635, 0.932692, 0.897059, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.858824, 0.970588, 
57.0, 0.906250, 0.878788, 0.926829, 0.920635, 0.923077, 0.897059, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.858824, 0.970588, 
58.0, 0.901786, 0.878788, 0.926829, 0.920635, 0.923077, 0.897059, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.847059, 0.970588, 
59.0, 0.897321, 0.878788, 0.926829, 0.920635, 0.923077, 0.897059, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.835294, 0.970588, 
61.0, 0.892857, 0.878788, 0.926829, 0.920635, 0.923077, 0.882353, 1.000000, 1.000000, 0.838710, 0.959459, 0.878049, 0.823529, 0.970588, 
62.0, 0.879464, 0.818182, 0.914634, 0.888889, 0.913462, 0.867647, 1.000000, 1.000000, 0.806452, 0.959459, 0.853659, 0.811765, 0.970588, 
64.0, 0.875000, 0.818182, 0.914634, 0.888889, 0.913462, 0.852941, 1.000000, 1.000000, 0.806452, 0.959459, 0.853659, 0.800000, 0.970588, 
66.0, 0.870536, 0.818182, 0.914634, 0.873016, 0.913462, 0.852941, 1.000000, 1.000000, 0.806452, 0.959459, 0.829268, 0.800000, 0.970588, 
68.0, 0.866071, 0.818182, 0.914634, 0.857143, 0.913462, 0.852941, 0.966667, 1.000000, 0.806452, 0.945946, 0.829268, 0.800000, 0.970588, 
69.0, 0.861607, 0.818182, 0.914634, 0.857143, 0.903846, 0.838235, 0.966667, 1.000000, 0.774194, 0.945946, 0.804878, 0.788235, 0.970588, 
71.0, 0.857143, 0.787879, 0.914634, 0.841270, 0.903846, 0.823529, 0.966667, 1.000000, 0.741935, 0.945946, 0.780488, 0.788235, 0.970588, 
73.0, 0.848214, 0.757576, 0.902439, 0.825397, 0.894231, 0.808824, 0.966667, 1.000000, 0.741935, 0.932432, 0.780488, 0.776471, 0.970588, 
