id,left,right
0,21,58
1,275,24
2,34,21
3,1003,32
4,256,23
5,0,58
6,73,24
7,260,23
8,16,58
9,1003,32
10,1003,32
11,260,23
12,260,23
13,260,23
14,479,38
15,221,23
16,18,24
17,1003,32
18,221,23
19,221,23
20,479,38
21,38,24
22,260,41
23,256,23
24,126,479
25,256,23
26,1003,32
27,141,23
28,62,24
29,3,58
30,24,38
31,260,23
32,14,58
33,221,23
34,16,58
35,1003,32
36,27,24
37,363,363
38,579,39
39,13,41
40,16,58
41,13,23
42,579,39
43,41,23
44,256,23
45,1003,32
46,1003,32
47,133,36
48,82,36
49,256,23
50,21,58
51,2,21
52,479,38
53,25,58
54,6,20
55,260,23
56,5,23
57,256,23
58,141,23
59,1003,32
60,0,58
61,1003,32
62,4,58
63,159,159
64,1003,32
65,6,23
66,231,21
67,221,23
68,17,22
69,7,23
70,220,22
71,260,23
72,579,39
73,6,23
74,141,41
75,85,28
76,479,38
77,221,23
78,221,23
79,1003,32
80,256,23
81,30,58
82,256,40
83,256,23
84,73,24
85,85,28
86,256,23
87,21,58
88,33,58
89,256,23
90,260,23
91,14,58
92,73,24
93,247,21
94,1003,32
95,5,58
96,260,23
97,1,58
98,479,38
99,221,23
100,1003,32
101,1003,32
102,260,23
103,1003,32
104,579,36
105,32,39
106,256,41
107,260,23
108,479,38
109,579,39
110,1003,32
111,5,58
112,1003,32
113,221,23
114,14,58
115,579,39
