time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
0.5, 0.994618, 1.000000, 0.991914, 1.000000, 0.991914, 0.994681, 0.994106, 0.991803, 1.000000, 0.994302, 1.000000, 0.997033, 0.993590, 
2.0, 0.993541, 1.000000, 0.989218, 1.000000, 0.989218, 0.994681, 0.992141, 0.989071, 1.000000, 0.994302, 0.996516, 0.994065, 0.993590, 
4.0, 0.992465, 1.000000, 0.986523, 1.000000, 0.986523, 0.994681, 0.990177, 0.986339, 1.000000, 0.994302, 0.993031, 0.991098, 0.993590, 
6.0, 0.990312, 1.000000, 0.983827, 1.000000, 0.983827, 0.992021, 0.988212, 0.983607, 1.000000, 0.991453, 0.993031, 0.991098, 0.990385, 
8.0, 0.989236, 1.000000, 0.983827, 0.997076, 0.983827, 0.989362, 0.988212, 0.983607, 1.000000, 0.991453, 0.993031, 0.991098, 0.990385, 
10.0, 0.988159, 1.000000, 0.981132, 0.997076, 0.981132, 0.989362, 0.986248, 0.980874, 1.000000, 0.991453, 0.993031, 0.988131, 0.990385, 
12.0, 0.987083, 1.000000, 0.978437, 0.997076, 0.978437, 0.989362, 0.984283, 0.978142, 1.000000, 0.991453, 0.993031, 0.988131, 0.990385, 
13.0, 0.986006, 1.000000, 0.975741, 0.997076, 0.975741, 0.989362, 0.982318, 0.975410, 1.000000, 0.991453, 0.989547, 0.985163, 0.990385, 
14.0, 0.983854, 0.996154, 0.973046, 0.994152, 0.973046, 0.986702, 0.980354, 0.972678, 0.996154, 0.988604, 0.989547, 0.985163, 0.987179, 
16.0, 0.980624, 0.992308, 0.967655, 0.991228, 0.967655, 0.984043, 0.976424, 0.967213, 0.992308, 0.985755, 0.986063, 0.982196, 0.983974, 
18.0, 0.978471, 0.988462, 0.967655, 0.988304, 0.967655, 0.978723, 0.976424, 0.967213, 0.988462, 0.982906, 0.986063, 0.982196, 0.980769, 
19.0, 0.977395, 0.988462, 0.964960, 0.988304, 0.964960, 0.978723, 0.974460, 0.964481, 0.988462, 0.982906, 0.986063, 0.979228, 0.980769, 
21.0, 0.975242, 0.988462, 0.959569, 0.988304, 0.959569, 0.978723, 0.970530, 0.959016, 0.988462, 0.980057, 0.982578, 0.976261, 0.980769, 
28.0, 0.974166, 0.988462, 0.956873, 0.988304, 0.956873, 0.978723, 0.968566, 0.956284, 0.988462, 0.980057, 0.979094, 0.973294, 0.980769, 
29.0, 0.973089, 0.988462, 0.954178, 0.988304, 0.954178, 0.978723, 0.966601, 0.953552, 0.988462, 0.980057, 0.979094, 0.970326, 0.980769, 
35.0, 0.970936, 0.988462, 0.951482, 0.988304, 0.951482, 0.978723, 0.962672, 0.950820, 0.988462, 0.980057, 0.975610, 0.967359, 0.980769, 
38.0, 0.967707, 0.984615, 0.946092, 0.985380, 0.946092, 0.976064, 0.958743, 0.945355, 0.984615, 0.977208, 0.972125, 0.961424, 0.977564, 
39.0, 0.966631, 0.984615, 0.946092, 0.985380, 0.946092, 0.976064, 0.956778, 0.945355, 0.984615, 0.977208, 0.968641, 0.958457, 0.977564, 
41.0, 0.964478, 0.984615, 0.943396, 0.985380, 0.943396, 0.976064, 0.952849, 0.942623, 0.984615, 0.971510, 0.968641, 0.958457, 0.977564, 
42.0, 0.963402, 0.984615, 0.940701, 0.985380, 0.940701, 0.976064, 0.950884, 0.939891, 0.984615, 0.971510, 0.965157, 0.955490, 0.977564, 
43.0, 0.961249, 0.984615, 0.935310, 0.985380, 0.935310, 0.976064, 0.946955, 0.934426, 0.984615, 0.971510, 0.965157, 0.955490, 0.977564, 
46.0, 0.959096, 0.984615, 0.929919, 0.985380, 0.929919, 0.976064, 0.943026, 0.928962, 0.984615, 0.971510, 0.961672, 0.949555, 0.977564, 
