id,p
0,0.999966
1,1.000000
2,0.997502
3,0.809983
4,0.997502
5,0.809983
6,0.997502
7,0.545999
8,0.997502
9,0.997502
10,0.976589
11,0.976589
12,0.997502
13,0.976589
14,0.999966
15,0.914698
16,0.999966
17,0.997502
18,1.000000
19,0.976589
20,1.000000
21,0.997502
22,0.976589
23,0.997502
24,0.999966
25,0.999966
26,0.976589
27,0.999966
28,0.997502
29,1.000000
30,0.997502
31,1.000000
32,1.000000
33,0.976589
34,1.000000
35,0.997502
36,0.999966
37,0.976589
38,0.997502
39,0.545999
40,0.976589
41,0.999966
42,0.997502
43,0.997502
44,0.997502
45,0.976589
46,0.997502
47,0.999966
48,0.999966
49,0.914698
50,1.000000
51,0.976589
52,0.680160
53,0.999966
54,0.999966
55,0.914698
56,0.999966
57,1.000000
58,1.000000
59,0.999966
60,0.997502
61,0.809983
62,0.997502
63,0.997502
64,0.809983
65,0.680160
66,1.000000
67,0.914698
68,1.000000
69,0.997502
70,0.914698
71,0.997502
72,0.999966
73,0.914698
74,0.914698
75,0.999966
76,1.000000
77,0.999966
78,1.000000
79,0.809983
80,0.999966
81,0.976589
82,0.999966
83,0.422135
84,0.997502
85,0.914698
86,0.997502
87,0.997502
88,0.914698
89,0.914698
90,1.000000
91,0.976589
92,0.997502
93,0.422135
94,1.000000
95,0.999966
96,0.999966
97,0.999966
98,0.997502
99,1.000000
