id,p
0,0.000341
1,0.000035
2,0.001325
3,0.000001
4,0.000166
5,0.000001
6,0.000035
7,0.000001
8,0.000341
9,0.000683
10,0.000016
11,0.000683
12,0.000166
13,0.000166
14,0.000683
15,0.000007
16,0.000035
17,0.000035
18,0.001325
19,0.000166
20,0.000166
21,0.000035
22,0.001325
23,0.000078
24,0.000166
25,0.000035
26,0.001325
27,0.000166
28,0.000078
29,0.000166
30,0.000035
31,0.000035
32,0.000078
33,0.000683
34,0.000078
35,0.000166
36,0.000016
37,0.000166
38,0.000078
39,0.000001
40,0.000007
41,0.000007
42,0.000016
43,0.000341
44,0.000166
45,0.000035
46,0.000078
47,0.000683
48,0.000341
49,0.029970
50,0.000166
51,0.000078
52,0.000035
53,0.000035
54,0.000078
55,0.000341
56,0.000007
57,0.000683
58,0.000035
59,0.000003
60,0.000078
61,0.076546
62,0.000007
63,0.000078
64,0.000078
65,0.000001
66,0.000078
67,0.000001
68,0.000683
69,0.000078
70,0.000341
71,0.000078
72,0.000035
73,0.000078
74,0.001325
75,0.000035
76,0.000166
77,0.000035
78,0.000341
79,0.000078
80,0.000078
81,0.000166
82,0.000035
83,0.000009
84,0.000035
85,0.000001
86,0.000016
87,0.000166
88,0.000166
89,0.000035
90,0.000078
91,0.000683
92,0.000078
93,0.000001
94,0.000683
95,0.000166
96,0.000683
97,0.000166
98,0.000341
99,0.000166
