attribute,value
SensorMeasure2,"(-inf, 549.235>"
SensorMeasure2,"(549.235, 604.89>"
SensorMeasure2,"(604.89, inf)"
SensorMeasure20,"(-inf, 14.26>"
SensorMeasure20,"(14.26, 14.915>"
SensorMeasure20,"(14.915, 15.024999999999999>"
SensorMeasure20,"(15.024999999999999, 24.564999999999998>"
SensorMeasure20,"(24.564999999999998, 28.585>"
SensorMeasure20,"(28.585, 38.894999999999996>"
SensorMeasure20,"(38.894999999999996, inf)"
SensorMeasure4,"(-inf, 1080.805>"
SensorMeasure4,"(1080.805, 1127.935>"
SensorMeasure4,"(1127.935, 1127.985>"
SensorMeasure4,"(1127.985, 1128.135>"
SensorMeasure4,"(1128.135, 1131.22>"
SensorMeasure4,"(1131.22, 1246.98>"
SensorMeasure4,"(1246.98, 1247.23>"
SensorMeasure4,"(1247.23, 1406.225>"
SensorMeasure4,"(1406.225, inf)"
SensorMeasure15,"(-inf, 8.379449999999999>"
SensorMeasure15,"(8.379449999999999, 8.37965>"
SensorMeasure15,"(8.37965, 8.6212>"
SensorMeasure15,"(8.6212, 9.259899999999998>"
SensorMeasure15,"(9.259899999999998, 9.26385>"
SensorMeasure15,"(9.26385, 9.2644>"
SensorMeasure15,"(9.2644, inf)"
SensorMeasure13,"(-inf, 2028.315>"
SensorMeasure13,"(2028.315, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.165>"
SensorMeasure13,"(2388.165, 2388.1800000000003>"
SensorMeasure13,"(2388.1800000000003, inf)"
SensorMeasure3,"(-inf, 1351.7350000000001>"
SensorMeasure3,"(1351.7350000000001, 1479.81>"
SensorMeasure3,"(1479.81, 1480.785>"
SensorMeasure3,"(1480.785, inf)"
OpSet2,"(-inf, 0.2505>"
OpSet2,"(0.2505, 0.62125>"
OpSet2,"(0.62125, inf)"
SensorMeasure12,"(-inf, 372.33000000000004>"
SensorMeasure12,"(372.33000000000004, inf)"
OpSet1,"(-inf, 5e-05>"
OpSet1,"(5e-05, 25.0034>"
OpSet1,"(25.0034, inf)"
SensorMeasure8,"(-inf, 1915.175>"
SensorMeasure8,"(1915.175, 2388.125>"
SensorMeasure8,"(2388.125, 2388.145>"
SensorMeasure8,"(2388.145, inf)"
