id,p
0,0.976589
1,0.111816
2,0.111816
3,0.914698
4,0.914698
5,0.997502
6,0.976589
7,0.680160
8,0.680160
9,0.976589
10,0.914698
11,0.976589
12,0.997502
13,0.997502
14,0.914698
15,0.997502
16,0.999966
17,0.545999
18,0.997502
19,0.976589
20,0.809983
21,0.999966
22,0.545999
23,0.999966
24,0.997502
25,0.809983
26,0.162432
27,0.422135
28,0.680160
29,0.997502
30,0.997502
31,0.976589
32,0.914698
33,1.000000
34,0.999966
35,0.809983
36,0.976589
37,0.976589
38,0.914698
39,0.680160
40,0.914698
41,1.000000
42,0.976589
43,0.976589
44,0.997502
45,0.809983
46,0.997502
47,0.914698
48,0.680160
49,0.999966
50,0.997502
51,0.914698
52,0.976589
53,1.000000
54,0.999966
55,0.976589
56,0.999966
57,0.999966
58,0.999966
59,0.997502
60,0.914698
61,0.976589
62,0.162432
63,0.914698
64,0.999966
65,0.976589
66,0.315977
67,0.914698
68,0.997502
69,0.999966
70,0.997502
71,0.997502
72,0.680160
73,0.976589
74,0.999966
75,1.000000
76,0.976589
77,0.914698
78,0.914698
79,0.809983
80,0.976589
81,0.999966
82,0.809983
83,0.999966
84,0.914698
85,0.809983
86,0.999966
87,0.976589
88,0.914698
89,0.914698
90,0.999966
91,0.999966
92,0.997502
93,0.162432
94,1.000000
95,0.997502
96,0.999966
97,0.999966
98,0.680160
99,0.976589
