time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
18.0, 0.991031, 0.966667, 0.990826, 0.983333, 0.992593, 0.986842, 0.992806, 1.000000, 1.000000, 1.000000, 0.966667, 0.990476, 0.977273, 
19.0, 0.986547, 0.966667, 0.990826, 0.983333, 0.992593, 0.973684, 0.992806, 1.000000, 0.980000, 1.000000, 0.966667, 0.990476, 0.977273, 
22.0, 0.982063, 0.966667, 0.990826, 0.983333, 0.985185, 0.973684, 0.985612, 1.000000, 0.980000, 1.000000, 0.966667, 0.980952, 0.977273, 
23.0, 0.977578, 0.966667, 0.981651, 0.983333, 0.977778, 0.960526, 0.985612, 1.000000, 0.960000, 0.983871, 0.966667, 0.971429, 0.977273, 
27.0, 0.968610, 0.900000, 0.981651, 0.950000, 0.977778, 0.934211, 0.985612, 1.000000, 0.960000, 0.983871, 0.900000, 0.971429, 0.931818, 
28.0, 0.959641, 0.900000, 0.972477, 0.950000, 0.962963, 0.934211, 0.971223, 1.000000, 0.960000, 0.983871, 0.900000, 0.961905, 0.931818, 
33.0, 0.950673, 0.900000, 0.963303, 0.933333, 0.955556, 0.934211, 0.956835, 1.000000, 0.960000, 0.967742, 0.866667, 0.952381, 0.909091, 
36.0, 0.941704, 0.866667, 0.963303, 0.916667, 0.948148, 0.921053, 0.949640, 1.000000, 0.940000, 0.967742, 0.833333, 0.942857, 0.886364, 
38.0, 0.937220, 0.833333, 0.963303, 0.900000, 0.948148, 0.907895, 0.949640, 1.000000, 0.920000, 0.967742, 0.800000, 0.942857, 0.863636, 
41.0, 0.932735, 0.800000, 0.963303, 0.883333, 0.948148, 0.894737, 0.949640, 1.000000, 0.900000, 0.967742, 0.800000, 0.942857, 0.840909, 
47.0, 0.923767, 0.800000, 0.954128, 0.883333, 0.933333, 0.881579, 0.942446, 1.000000, 0.900000, 0.967742, 0.800000, 0.933333, 0.840909, 
50.0, 0.914798, 0.800000, 0.944954, 0.883333, 0.918519, 0.881579, 0.928058, 1.000000, 0.900000, 0.967742, 0.800000, 0.923810, 0.840909, 
53.0, 0.910314, 0.800000, 0.944954, 0.883333, 0.918519, 0.881579, 0.920863, 1.000000, 0.900000, 0.967742, 0.800000, 0.923810, 0.840909, 
55.0, 0.905830, 0.766667, 0.944954, 0.866667, 0.918519, 0.868421, 0.920863, 1.000000, 0.880000, 0.967742, 0.800000, 0.923810, 0.818182, 
57.0, 0.901345, 0.766667, 0.935780, 0.866667, 0.911111, 0.868421, 0.913669, 1.000000, 0.880000, 0.951613, 0.800000, 0.914286, 0.818182, 
59.0, 0.896861, 0.766667, 0.935780, 0.866667, 0.903704, 0.868421, 0.906475, 1.000000, 0.880000, 0.951613, 0.800000, 0.904762, 0.818182, 
61.0, 0.892377, 0.766667, 0.926606, 0.866667, 0.896296, 0.855263, 0.906475, 1.000000, 0.860000, 0.951613, 0.800000, 0.895238, 0.818182, 
62.0, 0.878924, 0.700000, 0.917431, 0.833333, 0.888889, 0.828947, 0.899281, 1.000000, 0.840000, 0.951613, 0.800000, 0.885714, 0.818182, 
64.0, 0.874439, 0.666667, 0.917431, 0.816667, 0.888889, 0.815789, 0.899281, 1.000000, 0.820000, 0.951613, 0.766667, 0.885714, 0.795455, 
65.0, 0.869955, 0.666667, 0.917431, 0.816667, 0.888889, 0.815789, 0.892086, 1.000000, 0.820000, 0.951613, 0.766667, 0.885714, 0.795455, 
66.0, 0.865471, 0.666667, 0.917431, 0.800000, 0.888889, 0.802632, 0.892086, 1.000000, 0.820000, 0.951613, 0.733333, 0.885714, 0.772727, 
68.0, 0.860987, 0.666667, 0.917431, 0.783333, 0.888889, 0.802632, 0.884892, 1.000000, 0.820000, 0.951613, 0.733333, 0.885714, 0.772727, 
69.0, 0.856502, 0.666667, 0.908257, 0.783333, 0.881481, 0.789474, 0.884892, 1.000000, 0.800000, 0.951613, 0.733333, 0.876190, 0.772727, 
70.0, 0.852018, 0.666667, 0.899083, 0.783333, 0.874074, 0.789474, 0.884892, 1.000000, 0.800000, 0.935484, 0.733333, 0.866667, 0.772727, 
