id,distance,n_actions
0,0.006320,1
1,0.037492,2
2,0.001913,1
3,0.054258,2
4,0.003363,1
5,0.024988,1
6,0.002435,1
7,0.003135,1
8,0.000000,0
9,0.012581,1
10,0.017683,1
11,0.000696,1
12,0.020292,1
13,0.003653,1
14,0.026438,1
15,0.044585,1
16,0.000754,1
17,0.016118,1
18,0.003479,1
19,0.029781,1
20,0.009218,1
21,0.070694,2
22,0.004580,1
23,0.015306,1
24,0.007131,1
25,0.004580,1
26,0.012233,1
27,0.001739,1
28,0.020350,1
29,0.010030,1
30,0.006725,1
31,0.031598,1
32,0.028583,1
33,0.003942,1
34,0.009218,1
35,0.022727,1
36,0.001102,1
37,0.029859,1
38,0.010842,1
39,0.013799,1
40,0.003247,1
41,0.039399,2
42,0.011769,1
43,0.002551,1
44,0.009404,1
45,0.005856,1
46,0.020814,1
47,0.007769,1
48,0.002319,1
49,0.043657,1
50,0.016814,1
51,0.001507,1
52,0.000754,1
53,0.003135,1
54,0.037260,2
55,0.017451,1
56,0.019770,1
57,0.003937,2
58,0.002319,1
59,0.029627,1
60,0.006270,1
61,0.003711,1
62,0.038091,1
63,0.009103,1
64,0.019307,1
65,0.016234,1
66,0.038091,1
67,0.011538,1
68,0.000232,1
69,0.003135,1
70,0.003421,1
71,0.019075,1
72,0.124961,2
73,0.005160,1
74,0.001449,1
75,0.040507,2
76,0.006030,1
77,0.036050,1
78,0.017683,1
79,0.077188,2
80,0.000232,1
81,0.048044,2
82,0.003479,1
83,0.017219,1
84,0.019075,1
85,0.029047,1
86,0.011712,1
87,0.023945,1
88,0.001855,1
89,0.035077,1
90,0.016466,1
91,0.017451,1
92,0.028213,1
93,0.007827,1
94,0.004696,1
95,0.009740,1
96,0.001333,1
97,0.000464,1
98,0.002957,1
99,0.012291,1
100,0.021162,1
101,0.000058,1
102,0.007479,1
103,0.002725,1
104,0.005508,1
105,0.046421,2
106,0.111285,2
107,0.001160,1
108,0.003942,1
109,0.003942,1
110,0.019017,1
111,0.004696,1
112,0.021800,1
113,0.092476,2
114,0.003827,1
