time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, 
1.0, 0.999035, 1.000000, 1.000000, 0.984127, 1.000000, 0.983607, 1.000000, 0.991597, 1.000000, 0.992481, 1.000000, 0.993750, 1.000000, 0.995305, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 1.000000, 1.000000, 0.991667, 1.000000, 0.994681, 1.000000, 0.996226, 1.000000, 0.996865, 1.000000, 0.994286, 1.000000, 0.997275, 1.000000, 0.997821, 1.000000, 0.997717, 1.000000, 1.000000, 0.973684, 
2.0, 0.998068, 1.000000, 1.000000, 0.984127, 1.000000, 0.983607, 1.000000, 0.991597, 1.000000, 0.992481, 1.000000, 0.993750, 1.000000, 0.995305, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 1.000000, 1.000000, 0.991667, 1.000000, 0.994681, 1.000000, 0.996226, 1.000000, 0.996865, 1.000000, 0.988571, 1.000000, 0.994550, 1.000000, 0.995643, 1.000000, 0.995434, 1.000000, 1.000000, 0.973684, 
3.0, 0.998068, 1.000000, 1.000000, 0.984127, 1.000000, 0.983607, 1.000000, 0.991597, 1.000000, 0.992481, 1.000000, 0.993750, 1.000000, 0.995305, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 1.000000, 1.000000, 0.991667, 1.000000, 0.994681, 1.000000, 0.996226, 1.000000, 0.996865, 1.000000, 0.988571, 1.000000, 0.994550, 1.000000, 0.995643, 1.000000, 0.995434, 1.000000, 1.000000, 0.973684, 
7.0, 0.995161, 1.000000, 1.000000, 0.984127, 1.000000, 0.983607, 1.000000, 0.991597, 1.000000, 0.984962, 1.000000, 0.993750, 1.000000, 0.985915, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 1.000000, 1.000000, 0.991667, 1.000000, 0.994681, 1.000000, 0.996226, 1.000000, 0.996865, 1.000000, 0.982857, 1.000000, 0.991826, 1.000000, 0.989092, 1.000000, 0.988584, 1.000000, 1.000000, 0.947368, 
10.0, 0.995161, 1.000000, 1.000000, 0.984127, 1.000000, 0.983607, 1.000000, 0.991597, 1.000000, 0.984962, 1.000000, 0.993750, 1.000000, 0.985915, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 1.000000, 1.000000, 0.991667, 1.000000, 0.994681, 1.000000, 0.996226, 1.000000, 0.996865, 1.000000, 0.982857, 1.000000, 0.991826, 1.000000, 0.989092, 1.000000, 0.988584, 1.000000, 1.000000, 0.947368, 
11.0, 0.995161, 1.000000, 1.000000, 0.984127, 1.000000, 0.983607, 1.000000, 0.991597, 1.000000, 0.984962, 1.000000, 0.993750, 1.000000, 0.985915, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 1.000000, 1.000000, 0.991667, 1.000000, 0.994681, 1.000000, 0.996226, 1.000000, 0.996865, 1.000000, 0.982857, 1.000000, 0.991826, 1.000000, 0.989092, 1.000000, 0.988584, 1.000000, 1.000000, 0.947368, 
13.0, 0.993219, 1.000000, 0.997758, 0.984127, 0.997849, 0.983607, 0.997849, 0.991597, 0.997849, 0.984962, 0.997849, 0.993750, 0.997849, 0.985915, 0.997849, 0.997773, 0.968750, 0.997895, 1.000000, 1.000000, 0.997849, 0.983263, 0.997788, 0.994681, 0.997706, 0.992438, 0.997788, 0.993711, 0.997788, 0.982857, 0.997625, 0.989093, 0.997706, 0.986904, 0.997849, 0.988584, 0.997849, 0.998047, 0.947368, 
14.0, 0.990306, 0.967742, 0.997758, 0.967994, 0.997849, 0.967213, 0.997849, 0.974646, 0.997849, 0.969809, 0.997849, 0.974881, 0.997849, 0.971764, 0.997849, 0.997773, 0.968750, 0.997895, 1.000000, 0.986667, 0.997849, 0.974859, 0.997788, 0.989333, 0.997706, 0.981075, 0.997788, 0.984247, 0.997788, 0.977143, 0.997625, 0.980896, 0.997706, 0.980339, 0.997849, 0.984008, 0.997849, 0.998047, 0.921053, 
15.0, 0.989335, 0.967742, 0.997758, 0.951861, 0.997849, 0.950820, 0.997849, 0.966171, 0.997849, 0.962233, 0.997849, 0.968592, 0.997849, 0.967046, 0.997849, 0.997773, 0.968750, 0.997895, 1.000000, 0.986667, 0.997849, 0.966455, 0.997788, 0.983985, 0.997706, 0.977287, 0.997788, 0.981092, 0.997788, 0.977143, 0.997625, 0.978164, 0.997706, 0.978151, 0.997849, 0.981719, 0.997849, 0.998047, 0.921053, 
16.0, 0.988364, 0.935484, 0.997758, 0.935727, 0.997849, 0.934426, 0.997849, 0.957696, 0.997849, 0.954656, 0.997849, 0.962302, 0.997849, 0.962329, 0.997849, 0.997773, 0.937500, 0.997895, 0.970588, 0.986667, 0.997849, 0.958051, 0.997788, 0.978638, 0.997706, 0.973499, 0.997788, 0.977937, 0.997788, 0.971429, 0.997625, 0.975432, 0.997706, 0.975963, 0.997849, 0.979431, 0.997849, 0.998047, 0.921053, 
17.0, 0.987394, 0.935484, 0.997758, 0.935727, 0.997849, 0.934426, 0.997849, 0.957696, 0.997849, 0.954656, 0.997849, 0.956013, 0.997849, 0.957612, 0.997849, 0.997773, 0.937500, 0.997895, 0.970588, 0.973333, 0.997849, 0.958051, 0.997788, 0.978638, 0.997706, 0.973499, 0.997788, 0.974783, 0.997788, 0.965714, 0.997625, 0.972699, 0.997706, 0.973775, 0.997849, 0.977143, 0.997849, 0.998047, 0.921053, 
