id,distance,n_actions
0,0.076923,1
1,0.076923,1
2,0.076923,1
3,0.045338,2
4,0.076923,1
5,0.000000,0
6,0.076923,1
7,0.076923,1
8,0.076923,1
9,0.076923,1
10,0.076923,1
11,0.076923,1
12,0.076923,1
13,0.076923,1
14,0.076923,1
15,0.076923,1
16,0.076923,1
17,0.076923,1
18,0.076923,1
19,0.040077,2
20,0.076923,1
21,0.076923,1
22,0.023066,2
23,0.076923,1
24,0.056833,2
25,0.076923,1
26,0.076923,1
27,0.012736,1
28,0.076923,1
29,0.076923,1
30,0.076923,1
31,0.076923,1
32,0.043891,2
33,0.076923,1
34,0.076923,1
35,0.076923,1
36,0.076923,1
37,0.057378,2
38,0.076923,1
39,0.076923,1
40,0.037188,1
41,0.076923,1
42,0.076923,1
43,0.076923,1
44,0.032094,1
45,0.024977,2
46,0.076923,1
47,0.076923,1
48,0.062208,2
49,0.058411,2
