id,distance,n_actions
0,0.055892,3
1,0.018227,2
2,0.030000,1
3,0.035719,2
4,0.022663,1
5,0.022288,2
6,0.036275,3
7,0.027343,3
8,0.022288,2
9,0.041060,2
10,0.037890,2
11,0.011503,2
12,0.027349,2
13,0.021350,1
14,0.043544,3
15,0.009051,2
16,0.028361,2
17,0.028610,2
18,0.036492,3
19,0.023987,2
20,0.026526,2
21,0.003440,1
22,0.073554,3
23,0.007500,1
24,0.043550,2
25,0.053530,3
26,0.029525,3
27,0.022558,1
28,0.089752,3
29,0.009577,2
30,0.036429,2
31,0.026670,2
32,0.026925,3
33,0.082096,3
34,0.068607,3
35,0.022663,1
36,0.040779,2
37,0.018051,2
38,0.034703,2
39,0.020870,2
40,0.034400,3
41,0.025840,2
42,0.009472,2
43,0.022243,1
44,0.025639,3
45,0.023724,2
46,0.030893,2
47,0.049307,3
48,0.022190,1
49,0.028866,2
50,0.023252,2
51,0.031009,2
52,0.032557,3
53,0.026833,2
54,0.089831,3
55,0.038397,2
56,0.078954,3
57,0.032311,2
58,0.028242,2
59,0.039089,3
60,0.028550,2
61,0.034607,3
62,0.058714,3
63,0.038981,2
64,0.030797,3
65,0.031517,3
66,0.054317,3
67,0.069769,3
68,0.035879,3
