time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
0.5, 0.995392, 1.000000, 0.976744, 0.968750, 1.000000, 0.984127, 1.000000, 0.989247, 1.000000, 
31.0, 0.986175, 1.000000, 0.953488, 0.906250, 1.000000, 0.952381, 1.000000, 0.967742, 1.000000, 
32.0, 0.981567, 1.000000, 0.953488, 0.906250, 1.000000, 0.952381, 1.000000, 0.967742, 1.000000, 
60.0, 0.976959, 1.000000, 0.930233, 0.875000, 1.000000, 0.936508, 1.000000, 0.956989, 1.000000, 
61.0, 0.967742, 1.000000, 0.883721, 0.812500, 1.000000, 0.904762, 1.000000, 0.935484, 1.000000, 
152.0, 0.963134, 1.000000, 0.883721, 0.812500, 1.000000, 0.904762, 1.000000, 0.935484, 1.000000, 
153.0, 0.958525, 1.000000, 0.860465, 0.812500, 1.000000, 0.888889, 1.000000, 0.924731, 1.000000, 
174.0, 0.953917, 1.000000, 0.860465, 0.812500, 1.000000, 0.888889, 1.000000, 0.924731, 1.000000, 
273.0, 0.949309, 1.000000, 0.860465, 0.781250, 1.000000, 0.873016, 1.000000, 0.913978, 1.000000, 
277.0, 0.944700, 1.000000, 0.837209, 0.750000, 1.000000, 0.857143, 1.000000, 0.903226, 1.000000, 
362.0, 0.940092, 0.987342, 0.837209, 0.750000, 1.000000, 0.857143, 1.000000, 0.903226, 1.000000, 
365.0, 0.935484, 0.987342, 0.813953, 0.718750, 1.000000, 0.841270, 1.000000, 0.892473, 1.000000, 
499.0, 0.930876, 0.987342, 0.813953, 0.687500, 1.000000, 0.825397, 1.000000, 0.881720, 1.000000, 
517.0, 0.926267, 0.987342, 0.813953, 0.687500, 1.000000, 0.825397, 1.000000, 0.870968, 1.000000, 
518.0, 0.917051, 0.987342, 0.790698, 0.656250, 1.000000, 0.793651, 1.000000, 0.849462, 1.000000, 
547.0, 0.907834, 0.987342, 0.744186, 0.593750, 1.000000, 0.761905, 1.000000, 0.827957, 1.000000, 
566.0, 0.903226, 0.987342, 0.720930, 0.593750, 1.000000, 0.746032, 1.000000, 0.817204, 1.000000, 
638.0, 0.898618, 0.987342, 0.720930, 0.562500, 1.000000, 0.730159, 1.000000, 0.806452, 1.000000, 
760.0, 0.894009, 0.987342, 0.697674, 0.562500, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
792.0, 0.889401, 0.974684, 0.697674, 0.562500, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
809.0, 0.884793, 0.974684, 0.697674, 0.562500, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
822.0, 0.880184, 0.974684, 0.697674, 0.562500, 1.000000, 0.714286, 1.000000, 0.795699, 1.000000, 
845.0, 0.875576, 0.974684, 0.697674, 0.531250, 1.000000, 0.698413, 1.000000, 0.784946, 1.000000, 
1005.0, 0.870968, 0.962025, 0.697674, 0.531250, 0.980000, 0.698413, 0.979167, 0.784946, 0.977778, 
1125.0, 0.866359, 0.962025, 0.674419, 0.531250, 0.980000, 0.682540, 0.979167, 0.774194, 0.977778, 
1249.0, 0.861751, 0.962025, 0.674419, 0.531250, 0.980000, 0.682540, 0.979167, 0.774194, 0.977778, 
1369.0, 0.857143, 0.962025, 0.674419, 0.500000, 0.980000, 0.666667, 0.979167, 0.763441, 0.977778, 
1392.0, 0.852535, 0.962025, 0.651163, 0.500000, 0.980000, 0.650794, 0.979167, 0.752688, 0.977778, 
1434.0, 0.847926, 0.962025, 0.627907, 0.468750, 0.980000, 0.634921, 0.979167, 0.741935, 0.977778, 
1554.0, 0.843318, 0.962025, 0.627907, 0.468750, 0.980000, 0.634921, 0.979167, 0.741935, 0.977778, 
1625.0, 0.838710, 0.962025, 0.627907, 0.437500, 0.980000, 0.619048, 0.979167, 0.731183, 0.977778, 
1673.0, 0.834101, 0.949367, 0.627907, 0.437500, 0.980000, 0.619048, 0.979167, 0.731183, 0.977778, 
1674.0, 0.829493, 0.949367, 0.604651, 0.437500, 0.980000, 0.603175, 0.979167, 0.720430, 0.977778, 
1766.0, 0.824885, 0.949367, 0.604651, 0.437500, 0.980000, 0.603175, 0.979167, 0.720430, 0.977778, 
1767.0, 0.815668, 0.949367, 0.581395, 0.437500, 0.980000, 0.587302, 0.979167, 0.709677, 0.977778, 
1815.0, 0.811060, 0.949367, 0.581395, 0.437500, 0.980000, 0.587302, 0.979167, 0.698925, 0.977778, 
1826.0, 0.806452, 0.949367, 0.581395, 0.437500, 0.980000, 0.587302, 0.979167, 0.688172, 0.977778, 
1851.0, 0.801843, 0.949367, 0.581395, 0.437500, 0.980000, 0.587302, 0.979167, 0.677419, 0.977778, 
1857.0, 0.797235, 0.949367, 0.581395, 0.437500, 0.980000, 0.571429, 0.979167, 0.666667, 0.977778, 
2006.0, 0.792627, 0.949367, 0.558140, 0.437500, 0.980000, 0.555556, 0.979167, 0.655914, 0.977778, 
2010.0, 0.788018, 0.949367, 0.558140, 0.437500, 0.980000, 0.555556, 0.979167, 0.645161, 0.977778, 
2099.0, 0.783410, 0.949367, 0.534884, 0.406250, 0.980000, 0.539683, 0.979167, 0.634409, 0.977778, 
2121.0, 0.778802, 0.949367, 0.534884, 0.406250, 0.980000, 0.539683, 0.979167, 0.634409, 0.977778, 
