((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (23.298195, 26.605975>)))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (29.550220000000003, 35.9917>) -> (bmi, (23.298195, 26.605975>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (23.298195, 26.605975>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (0.5, inf)) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (28.31215, 29.550220000000003>) -> (bmi, (35.9917, 40.89478>)))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (23.298195, 26.605975>)))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (23.298195, 26.605975>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (29.550220000000003, 35.9917>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (-inf, 15.384889999999999>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (23.298195, 26.605975>)))
((bmi, (bmi, (26.75475, 28.233085>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((age, (age, (78.5, 85.5>) -> (age, (-inf, 69.5>)) AND (bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (23.298195, 26.605975>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (29.550220000000003, 35.9917>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (16.572635, 19.322715000000002>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
