id,left,right
0,401,49
1,105,21
2,307,49
3,1,23
4,75,21
5,23,23
6,49,21
7,69,21
8,21,21
9,69,49
10,145,23
11,69,21
12,307,49
13,401,49
14,13,49
15,233,20
16,307,49
17,69,21
18,75,21
19,84,21
20,307,49
21,84,21
22,307,49
23,401,49
24,105,21
25,19,49
26,87,49
27,69,21
28,145,23
29,401,49
30,105,21
31,66,23
32,145,23
33,75,21
34,401,49
35,69,49
36,401,49
37,47,23
38,28,21
39,49,49
40,75,21
41,11,23
42,307,49
43,49,21
44,401,49
45,84,21
46,96,23
47,105,21
48,49,21
49,183,20
50,401,49
51,69,21
52,401,49
53,69,49
54,105,21
55,175,23
56,145,23
57,28,21
58,49,21
59,4,23
60,87,49
61,75,21
62,233,20
63,69,49
64,26,23
65,69,21
66,183,20
67,307,49
68,11,21
69,69,49
70,401,49
71,21,23
72,183,20
73,401,49
74,401,49
75,84,21
76,105,21
77,307,49
78,66,23
79,307,49
80,11,21
81,401,49
82,75,21
83,175,23
84,23,23
85,23,23
86,4,49
87,145,23
88,69,21
89,183,20
90,307,49
91,81,23
92,105,21
93,401,49
94,307,49
95,84,21
96,49,49
97,11,21
98,401,49
99,84,21
100,175,23
101,49,49
102,401,49
103,401,49
104,307,49
105,307,49
106,75,21
107,69,21
108,75,21
109,75,21
110,401,49
111,401,49
112,19,49
113,105,21
114,75,21
