id,distance,n_actions
0,0.010972,1
1,0.008465,1
2,0.031348,1
3,0.059561,1
4,0.003363,1
5,0.001567,1
6,0.002435,1
7,0.001005,1
8,0.000000,0
9,0.003135,1
10,0.042842,2
11,0.000696,1
12,0.025078,1
13,0.009404,1
14,0.050157,1
15,0.089324,2
16,0.025078,1
17,0.001160,1
18,0.003479,1
19,0.010320,1
20,0.021944,1
21,0.011364,1
22,0.021944,1
23,0.018809,1
24,0.008581,1
25,0.004702,1
26,0.006270,1
27,0.001739,1
28,0.047544,2
29,0.014107,1
30,0.006725,1
31,0.063218,2
32,0.045977,2
33,0.003942,1
34,0.015674,1
35,0.004702,1
36,0.009404,1
37,0.006270,1
38,0.004870,1
39,0.001567,1
40,0.003247,1
41,0.074190,2
42,0.023511,1
43,0.002551,1
44,0.009404,1
45,0.009856,1
46,0.052247,2
47,0.007769,1
48,0.002319,1
49,0.118700,2
50,0.017241,1
51,0.001507,1
52,0.012539,1
53,0.003135,1
54,0.008233,1
55,0.018809,1
56,0.023511,1
57,0.004638,1
58,0.002319,1
59,0.033438,2
60,0.006270,1
61,0.003711,1
62,0.082831,2
63,0.004702,1
64,0.035005,2
65,0.001044,1
66,0.113134,2
67,0.032915,1
68,0.000232,1
69,0.003135,1
70,0.010972,1
71,0.031870,2
72,0.124961,2
73,0.014107,1
74,0.017241,1
75,0.011480,1
76,0.006030,1
77,0.036050,1
78,0.063218,2
79,0.037618,1
80,0.000232,1
81,0.009404,1
82,0.003479,1
83,0.020376,1
84,0.001567,1
85,0.001567,1
86,0.072100,1
87,0.045977,2
88,0.001855,1
89,0.110119,2
90,0.036050,1
91,0.049112,2
92,0.009276,1
93,0.018809,1
94,0.031348,1
95,0.009740,1
96,0.000000,0
97,0.000464,1
98,0.014107,1
99,0.012291,1
100,0.012539,1
101,0.000000,0
102,0.009404,1
103,0.009404,1
104,0.021944,1
105,0.028213,1
106,0.003479,1
107,0.001160,1
108,0.003942,1
109,0.003942,1
110,0.015674,1
111,0.018809,1
112,0.003135,1
113,0.008929,1
114,0.003827,1
