time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
0.5, 0.994612, 0.991549, 1.000000, 0.987864, 1.000000, 1.000000, 0.991549, 1.000000, 0.991690, 0.994012, 0.986047, 0.995595, 0.995763, 0.997608, 0.995475, 
2.0, 0.993534, 0.988732, 1.000000, 0.985437, 1.000000, 1.000000, 0.988732, 1.000000, 0.988920, 0.994012, 0.981395, 0.991189, 0.995763, 0.995215, 0.995475, 
4.0, 0.992457, 0.985915, 1.000000, 0.983010, 1.000000, 1.000000, 0.985915, 1.000000, 0.986150, 0.994012, 0.976744, 0.991189, 0.995763, 0.992823, 0.995475, 
6.0, 0.991379, 0.983099, 1.000000, 0.980583, 1.000000, 1.000000, 0.983099, 1.000000, 0.983380, 0.994012, 0.972093, 0.991189, 0.995763, 0.992823, 0.995475, 
8.0, 0.990302, 0.983099, 1.000000, 0.980583, 0.997840, 1.000000, 0.983099, 0.997135, 0.983380, 0.994012, 0.972093, 0.991189, 0.995763, 0.990431, 0.995475, 
10.0, 0.989224, 0.980282, 1.000000, 0.978155, 0.997840, 1.000000, 0.980282, 0.997135, 0.980609, 0.994012, 0.967442, 0.986784, 0.995763, 0.988038, 0.995475, 
12.0, 0.988147, 0.977465, 1.000000, 0.975728, 0.997840, 1.000000, 0.977465, 0.997135, 0.977839, 0.994012, 0.962791, 0.986784, 0.995763, 0.988038, 0.995475, 
13.0, 0.987069, 0.974648, 1.000000, 0.973301, 0.997840, 1.000000, 0.974648, 0.997135, 0.975069, 0.994012, 0.958140, 0.986784, 0.995763, 0.985646, 0.995475, 
14.0, 0.984914, 0.971831, 0.996212, 0.970874, 0.995680, 0.996032, 0.971831, 0.994269, 0.972299, 0.991018, 0.953488, 0.986784, 0.991525, 0.985646, 0.990950, 
16.0, 0.982759, 0.966197, 0.996212, 0.966019, 0.995680, 0.996032, 0.966197, 0.994269, 0.966759, 0.991018, 0.948837, 0.982379, 0.991525, 0.983254, 0.990950, 
18.0, 0.979526, 0.966197, 0.992424, 0.963592, 0.991361, 0.992063, 0.966197, 0.988539, 0.966759, 0.988024, 0.948837, 0.977974, 0.987288, 0.978469, 0.986425, 
19.0, 0.978448, 0.963380, 0.992424, 0.961165, 0.991361, 0.992063, 0.963380, 0.988539, 0.963989, 0.988024, 0.944186, 0.977974, 0.987288, 0.976077, 0.986425, 
21.0, 0.976293, 0.957746, 0.992424, 0.956311, 0.991361, 0.992063, 0.957746, 0.988539, 0.958449, 0.985030, 0.939535, 0.973568, 0.987288, 0.973684, 0.986425, 
26.0, 0.975216, 0.954930, 0.992424, 0.953883, 0.991361, 0.992063, 0.954930, 0.988539, 0.955679, 0.985030, 0.934884, 0.969163, 0.987288, 0.971292, 0.986425, 
28.0, 0.974138, 0.952113, 0.992424, 0.951456, 0.991361, 0.992063, 0.952113, 0.988539, 0.952909, 0.985030, 0.930233, 0.964758, 0.987288, 0.968900, 0.986425, 
29.0, 0.973060, 0.949296, 0.992424, 0.949029, 0.991361, 0.992063, 0.949296, 0.988539, 0.950139, 0.985030, 0.925581, 0.960352, 0.987288, 0.966507, 0.986425, 
35.0, 0.970905, 0.949296, 0.992424, 0.949029, 0.987041, 0.992063, 0.949296, 0.985673, 0.950139, 0.985030, 0.925581, 0.951542, 0.987288, 0.961722, 0.986425, 
38.0, 0.967672, 0.943662, 0.988636, 0.944175, 0.984881, 0.988095, 0.943662, 0.982808, 0.944598, 0.982036, 0.916279, 0.942731, 0.983051, 0.956938, 0.981900, 
39.0, 0.966595, 0.943662, 0.988636, 0.944175, 0.982721, 0.988095, 0.943662, 0.982808, 0.944598, 0.982036, 0.916279, 0.942731, 0.983051, 0.954545, 0.981900, 
