id,left,right
0,30,20
1,36,24
2,62,20
3,101,24
4,213,20
5,36,24
6,33,27
7,23,20
8,212,20
9,64,27
10,55,32
11,101,24
12,101,24
13,200,20
14,36,20
15,15,22
16,62,20
17,62,20
18,46,20
19,64,20
20,56,24
21,17,24
22,2,24
23,3,27
24,19,20
25,62,20
26,101,24
27,3,24
28,5,20
29,101,24
30,81,22
31,12,24
32,9,24
33,5,24
34,101,24
35,56,24
36,0,24
37,56,24
38,5,24
39,17,24
40,5,24
41,55,21
42,205,21
43,106,21
44,29,20
45,2,24
46,29,20
47,101,24
48,6,24
49,17,24
50,14,24
51,101,24
52,1,24
53,17,24
54,17,24
55,161,20
56,26,20
57,55,21
58,67,22
59,26,20
60,19,20
61,22,27
62,14,24
63,5,24
64,56,24
65,46,20
66,3,24
67,1,29
68,10,29
69,1,24
70,416,20
71,8,24
72,101,24
73,5,24
74,45,27
75,101,24
76,29,20
77,45,27
78,101,24
79,7,24
80,56,24
81,3,22
82,101,24
83,23,26
84,58,20
85,62,20
86,36,24
87,36,24
