id,left,right
0,28,20
1,111,23
2,19,28
3,3,23
4,28,20
5,140,20
6,14,28
7,20,28
8,140,28
9,140,28
10,140,28
11,140,28
12,15,23
13,3,23
14,73,28
15,38,23
16,20,28
17,140,28
18,19,20
19,111,23
20,53,20
21,41,64
22,0,23
23,111,23
24,15,23
25,10,20
26,140,28
27,5,20
28,28,20
29,38,23
30,6,23
31,38,23
32,29,23
33,1,20
34,140,28
35,111,23
36,14,20
37,19,28
38,111,23
39,14,20
40,51,23
41,140,28
42,13,23
43,53,20
44,140,28
45,111,23
46,111,23
47,140,20
48,140,28
49,111,23
50,51,23
51,51,23
52,111,23
53,15,23
54,28,20
55,33,20
56,140,28
57,41,64
