attribute,value
sysbp,"(-inf, 84.5>"
sysbp,"(84.5, 204.0>"
sysbp,"(204.0, 232.0>"
sysbp,"(232.0, inf)"
hr,"(-inf, 35.5>"
hr,"(35.5, 36.5>"
hr,"(36.5, 67.5>"
hr,"(67.5, 68.5>"
hr,"(68.5, 76.0>"
hr,"(76.0, 119.5>"
hr,"(119.5, 121.5>"
hr,"(121.5, 125.5>"
hr,"(125.5, 143.0>"
hr,"(143.0, 149.0>"
hr,"(149.0, inf)"
age,"(-inf, 69.5>"
age,"(69.5, 71.5>"
age,"(71.5, 72.0>"
age,"(72.0, 72.5>"
age,"(72.5, 73.5>"
age,"(73.5, 80.5>"
age,"(80.5, 81.0>"
age,"(81.0, 83.5>"
age,"(83.5, 85.5>"
age,"(85.5, 96.0>"
age,"(96.0, inf)"
bmi,"(-inf, 18.822625000000002>"
bmi,"(18.822625000000002, 19.341929999999998>"
bmi,"(19.341929999999998, 19.632635>"
bmi,"(19.632635, 25.595425>"
bmi,"(25.595425, 25.59959>"
bmi,"(25.59959, 26.53304>"
bmi,"(26.53304, 26.75475>"
bmi,"(26.75475, 27.28071>"
bmi,"(27.28071, 28.315725>"
bmi,"(28.315725, 28.346485>"
bmi,"(28.346485, 33.3566>"
bmi,"(33.3566, 35.26913999999999>"
bmi,"(35.26913999999999, 39.794835>"
bmi,"(39.794835, 43.8024>"
bmi,"(43.8024, inf)"
diasbp,"(-inf, 15.5>"
diasbp,"(15.5, 49.0>"
diasbp,"(49.0, 59.5>"
diasbp,"(59.5, 86.5>"
diasbp,"(86.5, 87.0>"
diasbp,"(87.0, 94.5>"
diasbp,"(94.5, 103.5>"
diasbp,"(103.5, 118.5>"
diasbp,"(118.5, inf)"
av3,"(-inf, 0.5>"
av3,"(0.5, inf)"
sho,"(-inf, 0.5>"
sho,"(0.5, inf)"
