attribute,value
sysbp,"(-inf, 78.5>"
sysbp,"(78.5, 84.5>"
sysbp,"(84.5, 113.5>"
sysbp,"(113.5, 197.0>"
sysbp,"(197.0, 206.5>"
sysbp,"(206.5, 213.0>"
sysbp,"(213.0, 227.0>"
sysbp,"(227.0, 232.0>"
sysbp,"(232.0, inf)"
hr,"(-inf, 48.5>"
hr,"(48.5, 60.5>"
hr,"(60.5, 68.5>"
hr,"(68.5, 73.5>"
hr,"(73.5, 75.0>"
hr,"(75.0, 113.5>"
hr,"(113.5, 114.5>"
hr,"(114.5, 117.0>"
hr,"(117.0, 119.5>"
hr,"(119.5, 125.5>"
hr,"(125.5, inf)"
age,"(-inf, 69.5>"
age,"(69.5, 71.5>"
age,"(71.5, 73.5>"
age,"(73.5, 85.5>"
age,"(85.5, inf)"
diasbp,"(-inf, 15.5>"
diasbp,"(15.5, 57.0>"
diasbp,"(57.0, 94.5>"
diasbp,"(94.5, 97.5>"
diasbp,"(97.5, 130.5>"
diasbp,"(130.5, 136.0>"
diasbp,"(136.0, inf)"
bmi,"(-inf, 18.822625000000002>"
bmi,"(18.822625000000002, 19.34404>"
bmi,"(19.34404, 23.003500000000003>"
bmi,"(23.003500000000003, 24.40784>"
bmi,"(24.40784, 24.458525>"
bmi,"(24.458525, 25.595425>"
bmi,"(25.595425, 26.573935>"
bmi,"(26.573935, 27.67037>"
bmi,"(27.67037, 28.826255>"
bmi,"(28.826255, 40.89478>"
bmi,"(40.89478, 43.8024>"
bmi,"(43.8024, inf)"
av3,"(-inf, 0.5>"
av3,"(0.5, inf)"
