rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 5, 5, 2, 5.9968, 37.4392, 0.0000, 0.0000, 490.0000, 2659.0000, -2169.0000
r2, 2, 2, 0, 11.3452, 41.4911, 0.0000, 0.0000, 595.0000, 2659.0000, -2064.0000
r3, 3, 3, 1, 17.8282, 41.4911, 0.0000, 0.0000, 712.0000, 2659.0000, -1947.0000
r4, 4, 4, 0, 17.0178, 39.3841, 0.0000, 0.0000, 650.0000, 2659.0000, -2009.0000
r5, 3, 3, 1, 28.0389, 44.4084, 0.0000, 0.0000, 819.0000, 2659.0000, -1840.0000
r6, 3, 3, 1, 33.7115, 44.4084, 0.0000, 0.0000, 859.0000, 2659.0000, -1800.0000
r7, 2, 2, 0, 29.9838, 44.4084, 0.0000, 0.0000, 790.0000, 2659.0000, -1869.0000
r8, 2, 2, 0, 44.0843, 44.4084, 0.0000, 0.0000, 959.0000, 2659.0000, -1700.0000
r9, 4, 4, 1, 20.0972, 26.9044, 0.0000, 0.0000, 742.0000, 2659.0000, -1917.0000
r10, 4, 4, 1, 23.3387, 25.6078, 0.0000, 0.0000, 859.0000, 2659.0000, -1800.0000
r11, 3, 3, 0, 33.2253, 26.4182, 0.0000, 0.0000, 956.0000, 2659.0000, -1703.0000
r12, 5, 5, 2, 35.9806, 7.2934, 0.0000, 0.0000, 2659.0000, 515.0000, 2144.0000
r13, 4, 4, 2, 42.7877, 11.3452, 0.0000, 0.0000, 2659.0000, 595.0000, 2064.0000
r14, 5, 5, 1, 30.4700, 6.8071, 0.0000, 0.0000, 2659.0000, 548.0000, 2111.0000
