time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
0.5, 0.996771, 0.997222, 1.000000, 0.992754, 1.000000, 1.000000, 0.997222, 1.000000, 0.997222, 1.000000, 0.993119, 0.996988, 0.993311, 
2.0, 0.995694, 0.994444, 1.000000, 0.990338, 1.000000, 1.000000, 0.994444, 1.000000, 0.994444, 1.000000, 0.990826, 0.993976, 0.993311, 
4.0, 0.994618, 0.991667, 1.000000, 0.987923, 1.000000, 1.000000, 0.991667, 1.000000, 0.991667, 1.000000, 0.988532, 0.990964, 0.993311, 
6.0, 0.992465, 0.988889, 1.000000, 0.983092, 1.000000, 1.000000, 0.988889, 1.000000, 0.988889, 1.000000, 0.983945, 0.990964, 0.989967, 
8.0, 0.991389, 0.988889, 1.000000, 0.983092, 0.997468, 1.000000, 0.988889, 0.996979, 0.988889, 1.000000, 0.983945, 0.990964, 0.989967, 
10.0, 0.990312, 0.986111, 1.000000, 0.980676, 0.997468, 1.000000, 0.986111, 0.996979, 0.986111, 1.000000, 0.981651, 0.987952, 0.989967, 
12.0, 0.989236, 0.983333, 1.000000, 0.978261, 0.997468, 1.000000, 0.983333, 0.996979, 0.983333, 1.000000, 0.979358, 0.987952, 0.989967, 
13.0, 0.988159, 0.980556, 1.000000, 0.975845, 0.997468, 1.000000, 0.980556, 0.996979, 0.980556, 1.000000, 0.977064, 0.984940, 0.989967, 
14.0, 0.986006, 0.977778, 0.996269, 0.973430, 0.994937, 0.996094, 0.977778, 0.993958, 0.977778, 0.996575, 0.974771, 0.984940, 0.986622, 
16.0, 0.983854, 0.975000, 0.992537, 0.971014, 0.992405, 0.992188, 0.975000, 0.990937, 0.975000, 0.993151, 0.972477, 0.981928, 0.983278, 
18.0, 0.980624, 0.975000, 0.988806, 0.968599, 0.987342, 0.988281, 0.975000, 0.984894, 0.975000, 0.989726, 0.970183, 0.981928, 0.979933, 
19.0, 0.979548, 0.972222, 0.988806, 0.966184, 0.987342, 0.988281, 0.972222, 0.984894, 0.972222, 0.989726, 0.967890, 0.978916, 0.979933, 
21.0, 0.977395, 0.966667, 0.988806, 0.961353, 0.987342, 0.988281, 0.966667, 0.984894, 0.966667, 0.989726, 0.963303, 0.975904, 0.979933, 
26.0, 0.976319, 0.963889, 0.988806, 0.958937, 0.987342, 0.988281, 0.963889, 0.984894, 0.963889, 0.989726, 0.961009, 0.972892, 0.979933, 
28.0, 0.975242, 0.961111, 0.988806, 0.956522, 0.987342, 0.988281, 0.961111, 0.984894, 0.961111, 0.989726, 0.958716, 0.969880, 0.979933, 
29.0, 0.974166, 0.958333, 0.988806, 0.954106, 0.987342, 0.988281, 0.958333, 0.984894, 0.958333, 0.989726, 0.956422, 0.966867, 0.979933, 
35.0, 0.972013, 0.955556, 0.988806, 0.951691, 0.984810, 0.988281, 0.955556, 0.981873, 0.955556, 0.989726, 0.954128, 0.966867, 0.979933, 
38.0, 0.968784, 0.950000, 0.985075, 0.946860, 0.982278, 0.984375, 0.950000, 0.978852, 0.950000, 0.986301, 0.949541, 0.960843, 0.976589, 
39.0, 0.967707, 0.950000, 0.985075, 0.946860, 0.979747, 0.984375, 0.950000, 0.978852, 0.950000, 0.986301, 0.949541, 0.957831, 0.976589, 
