attribute,value
SensorMeasure2,"(-inf, 549.4200000000001>"
SensorMeasure2,"(549.4200000000001, 555.265>"
SensorMeasure2,"(555.265, 603.915>"
SensorMeasure2,"(603.915, 604.29>"
SensorMeasure2,"(604.29, 607.29>"
SensorMeasure2,"(607.29, 641.95>"
SensorMeasure2,"(641.95, inf)"
SensorMeasure13,"(-inf, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.1499999999996>"
SensorMeasure13,"(2388.1499999999996, inf)"
SensorMeasure3,"(-inf, 1356.175>"
SensorMeasure3,"(1356.175, 1356.3049999999998>"
SensorMeasure3,"(1356.3049999999998, 1358.67>"
SensorMeasure3,"(1358.67, 1477.9699999999998>"
SensorMeasure3,"(1477.9699999999998, 1479.5949999999998>"
SensorMeasure3,"(1479.5949999999998, 1496.675>"
SensorMeasure3,"(1496.675, inf)"
SensorMeasure9,"(-inf, 9056.695>"
SensorMeasure9,"(9056.695, inf)"
SensorMeasure12,"(-inf, 129.35>"
SensorMeasure12,"(129.35, 182.69>"
SensorMeasure12,"(182.69, 522.875>"
SensorMeasure12,"(522.875, inf)"
SensorMeasure20,"(-inf, 10.655000000000001>"
SensorMeasure20,"(10.655000000000001, 39.155>"
SensorMeasure20,"(39.155, inf)"
SensorMeasure6,"(-inf, 9.015>"
SensorMeasure6,"(9.015, 9.024999999999999>"
SensorMeasure6,"(9.024999999999999, 13.645>"
SensorMeasure6,"(13.645, 21.564999999999998>"
SensorMeasure6,"(21.564999999999998, inf)"
SensorMeasure14,"(-inf, 8082.889999999999>"
SensorMeasure14,"(8082.889999999999, inf)"
SensorMeasure4,"(-inf, 1124.92>"
SensorMeasure4,"(1124.92, 1240.615>"
SensorMeasure4,"(1240.615, inf)"
OpSet1,"(-inf, 10.00085>"
OpSet1,"(10.00085, 24.999200000000002>"
OpSet1,"(24.999200000000002, inf)"
SensorMeasure11,"(-inf, 41.974999999999994>"
SensorMeasure11,"(41.974999999999994, 44.019999999999996>"
SensorMeasure11,"(44.019999999999996, inf)"
