attribute,value
SensorMeasure3,"(-inf, 1255.92>"
SensorMeasure3,"(1255.92, 1351.2150000000001>"
SensorMeasure3,"(1351.2150000000001, 1352.8600000000001>"
SensorMeasure3,"(1352.8600000000001, 1365.705>"
SensorMeasure3,"(1365.705, inf)"
SensorMeasure13,"(-inf, 2028.315>"
SensorMeasure13,"(2028.315, 2388.025>"
SensorMeasure13,"(2388.025, inf)"
SensorMeasure12,"(-inf, 130.22>"
SensorMeasure12,"(130.22, 164.825>"
SensorMeasure12,"(164.825, 372.21000000000004>"
SensorMeasure12,"(372.21000000000004, inf)"
SensorMeasure4,"(-inf, 1046.9899999999998>"
SensorMeasure4,"(1046.9899999999998, 1125.67>"
SensorMeasure4,"(1125.67, 1127.5349999999999>"
SensorMeasure4,"(1127.5349999999999, 1127.985>"
SensorMeasure4,"(1127.985, 1128.145>"
SensorMeasure4,"(1128.145, 1133.4>"
SensorMeasure4,"(1133.4, inf)"
SensorMeasure14,"(-inf, 8064.925>"
SensorMeasure14,"(8064.925, inf)"
SensorMeasure6,"(-inf, 13.655000000000001>"
SensorMeasure6,"(13.655000000000001, inf)"
SensorMeasure7,"(-inf, 194.89999999999998>"
SensorMeasure7,"(194.89999999999998, 335.675>"
SensorMeasure7,"(335.675, inf)"
SensorMeasure8,"(-inf, 1915.345>"
SensorMeasure8,"(1915.345, 2211.955>"
SensorMeasure8,"(2211.955, 2318.925>"
SensorMeasure8,"(2318.925, 2324.01>"
SensorMeasure8,"(2324.01, inf)"
SensorMeasure15,"(-inf, 8.417>"
SensorMeasure15,"(8.417, 8.4178>"
SensorMeasure15,"(8.4178, 9.318999999999999>"
SensorMeasure15,"(9.318999999999999, 9.397>"
SensorMeasure15,"(9.397, inf)"
OpSet2,"(-inf, 0.25025>"
OpSet2,"(0.25025, 0.2505>"
OpSet2,"(0.2505, 0.62165>"
OpSet2,"(0.62165, 0.84005>"
OpSet2,"(0.84005, inf)"
SensorMeasure11,"(-inf, 42.05>"
SensorMeasure11,"(42.05, 47.53>"
SensorMeasure11,"(47.53, inf)"
