id,distance,n_actions
0,0.004156,1
1,0.000519,1
2,0.000519,1
3,0.006234,1
4,0.002078,1
5,0.009870,1
6,0.002597,1
7,0.007273,1
8,0.000519,1
9,0.003117,1
10,0.002597,1
11,0.004675,1
12,0.001039,1
13,0.000519,1
14,0.005714,1
15,0.001558,1
16,0.001558,1
17,0.005195,1
18,0.009351,1
19,0.002597,1
20,0.004156,1
21,0.002078,1
22,0.001558,1
23,0.005195,1
24,0.004675,1
25,0.004675,1
26,0.001558,1
27,0.006753,1
28,0.002597,1
29,0.007273,1
30,0.004675,1
31,0.002597,1
32,0.007273,1
33,0.008312,1
34,0.002597,1
35,0.003117,1
36,0.006234,1
37,0.003117,1
38,0.003117,1
39,0.007273,1
40,0.004156,1
41,0.008831,1
42,0.002597,1
